DEPTH,BS,CALI,DDEN,DEN,DT,GR,NPHI,PEF,RDEEP,RMED,RSHAL
4793,8.5,8.749,-0.0056,2.4009,78.0118,23.9876,0.1109,1.9282,16.0808,8.0839,5.9997
4793.5,8.5,8.749,-0.0044,2.4042,77.0592,20.6087,0.1115,1.8698,17.2474,8.7937,6.1778
4794,8.5,8.749,-0.0051,2.4092,76.6218,21.5217,0.105,1.8706,17.6243,9.1385,6.3886
4794.5,8.5,8.7377,-0.006,2.4209,72.0534,25.0524,0.1052,1.929,15.4128,8.0613,6.4169
4795,8.5,8.7603,-0.0065,2.4263,71.9076,28.9507,0.1041,1.9911,10.1774,5.4194,5.6231
4795.5,8.5,8.7603,-0.0058,2.4287,73.2733,29.47,0.1118,1.9987,13.8424,7.4973,5.7066
4796,8.5,8.749,-0.0058,2.4131,73.3199,25.7011,0.1102,1.9535,17.2497,9.5615,6.897
4796.5,8.5,8.7377,-0.0063,2.4034,74.927,23.2345,0.1043,1.897,17.9389,9.8571,6.9617
4797,8.5,8.749,-0.0061,2.4013,75.0716,22.066,0.0952,1.8625,18.0254,10.1399,7.2889
4797.5,8.5,8.749,-0.005,2.4122,74.6757,22.6619,0.0897,1.8461,16.4268,9.223,7.142
4798,8.5,8.749,-0.0046,2.4174,72.9702,24.6093,0.0863,1.84,16.8674,9.221,7.4131
4798.5,8.5,8.749,-0.0057,2.4221,70.2805,22.9216,0.0815,1.8375,19.611,10.7471,7.6432
4799,8.5,8.749,-0.0074,2.4235,67.8221,21.9402,0.0809,1.8384,20.7929,11.4301,8.7843
4799.5,8.5,8.7716,-0.0079,2.4325,67.7069,20.1226,0.0804,1.8347,21.2431,11.6984,8.927
4800,8.5,8.749,-0.0076,2.4298,67.9048,26.0877,0.0803,1.8457,19.5369,10.6688,8.37
4800.5,8.5,8.7603,-0.0065,2.4305,68.6009,32.0596,0.0886,1.8769,16.7928,9.0403,7.6607
4801,8.5,8.7716,-0.0055,2.4255,68.3186,36.4736,0.0975,1.913,17.3268,9.0825,7.4271
4801.5,8.5,8.7716,-0.005,2.4227,67.8124,34.0138,0.1052,1.9314,17.623,9.0953,7.6059
4802,8.5,8.7603,-0.0045,2.4204,68.9047,28.3002,0.0952,1.9138,17.5462,8.8496,7.4205
4802.5,8.5,8.7603,-0.0034,2.4213,69.6574,23.4967,0.0952,1.8685,16.5244,8.2842,7.0917
4803,8.5,8.7603,-0.003,2.4161,70.7611,22.3358,0.0951,1.8258,15.2206,7.6837,6.5244
4803.5,8.5,8.7603,-0.0046,2.4031,71.8646,22.0575,0.0992,1.805,14.3593,7.399,6.2045
4804,8.5,8.7716,-0.007,2.3917,71.7773,21.6573,0.103,1.799,13.6724,7.0875,6.0923
4804.5,8.5,8.7716,-0.0082,2.3858,72.4866,20.2217,0.1023,1.7967,13.1212,6.8894,6.039
4805,8.5,8.7716,-0.0081,2.3823,73.0354,21.5355,0.1038,1.803,12.8711,6.8101,6.0222
4805.5,8.5,8.7716,-0.0079,2.3809,73.7666,20.1182,0.1006,1.8198,12.4846,6.6238,5.9566
4806,8.5,8.7716,-0.0072,2.3868,79.2665,20.5076,0.1034,1.84,12.0959,6.4324,5.9054
4806.5,8.5,8.8054,-0.0068,2.3885,79.0339,18.9542,0.1031,1.8603,11.7376,6.3276,5.8252
4807,8.5,8.8054,-0.006,2.3937,78.7046,18.9542,0.1065,1.8697,11.4505,6.2571,5.7206
4807.5,8.5,8.8167,-0.0048,2.3974,78.8812,18.1715,0.1094,1.8622,11.3626,6.2649,5.6152
4808,8.5,8.8392,-0.0042,2.3977,78.4327,18.3313,0.1116,1.8602,11.2486,6.2733,5.4914
4808.5,8.5,8.8618,-0.0053,2.3866,78.2229,20.1446,0.1134,1.8826,10.6253,5.9743,5.4508
4809,8.5,8.8843,-0.0075,2.3764,78.438,20.691,0.1167,1.9093,10.0922,5.6925,5.3517
4809.5,8.5,8.8956,-0.0077,2.3775,71.4945,22.3749,0.1221,1.9071,9.9999,5.8881,5.2013
4810,8.5,8.9069,-0.0063,2.3828,71.2511,22.509,0.1233,1.8818,9.7984,5.9795,5.0649
4810.5,8.5,8.9181,-0.0057,2.382,71.5369,23.3944,0.1205,1.8638,10.3916,6.565,5.0972
4811,8.5,8.952,-0.0052,2.389,70.7534,22.8489,0.114,1.852,10.4995,6.9781,5.173
4811.5,8.5,8.9858,-0.0054,2.3892,70.428,25.0911,0.1136,1.8452,9.5261,6.3156,5.2543
4812,8.5,9.0196,-0.0064,2.386,70.6983,31.063,0.1182,1.8483,7.8187,4.9777,5.1939
4812.5,8.5,9.0647,-0.0084,2.3783,71.045,45.331,0.1212,1.8867,8.4055,5.2438,5.037
4813,8.5,9.0647,-0.0035,2.4146,72.7966,68.1852,0.1307,1.9739,9.4059,5.8275,5.5333
4813.5,8.5,9.17,0.021,2.493,72.138,126.8507,0.1492,2.107,11.9712,7.1449,8.4713
4814,8.5,9.3917,0.0643,2.5691,70.2431,151.5298,0.184,2.2316,40.8535,22.0845,17.7814
4814.5,8.5,9.4932,0.107,2.5477,69.6858,156.1632,0.1898,2.2912,98.8603,57.2528,23.5094
4815,8.5,9.7413,0.1332,2.5029,68.7145,113.466,0.158,2.2773,89.0166,53.1278,9.2879
4815.5,8.5,10.1585,0.1256,2.4495,69.6081,99.9454,0.1491,2.216,70.3637,43.4364,5.844
4816,8.5,9.9555,0.0883,2.4462,69.6214,93.8075,0.155,2.1311,70.3556,43.6165,6.3543
4816.5,8.5,10.3389,0.0457,2.4493,71.301,77.8311,0.1661,2.0303,60.3497,35.1508,8.2382
4817,8.5,10.1923,0.025,2.4516,71.385,56.9485,0.1513,1.9411,28.9924,16.5413,10.6256
4817.5,8.5,9.9668,0.0315,2.4564,69.7275,38.0303,0.1189,1.8911,23.9303,13.9742,7.7532
4818,8.5,10.0419,0.0455,2.4444,70.9263,33.6687,0.093,1.8777,23.8239,14.239,6.1191
4818.5,8.5,10.1021,0.0542,2.4349,69.0268,28.4758,0.0857,1.8769,23.4899,14.1327,5.9917
4819,8.5,10.1697,0.0618,2.4481,67.3181,25.7495,0.0876,1.8758,24.0063,14.793,6.161
4819.5,8.5,10.1359,0.0676,2.4623,67.7965,25.9647,0.0827,1.8743,27.9715,17.2069,6.682
4820,8.5,10.1472,0.0684,2.4769,67.3093,31.1366,0.0828,1.8773,30.1476,17.3715,6.4153
4820.5,8.5,10.0683,0.0584,2.4563,68.4094,36.4105,0.0871,1.882,25.6392,14.1146,6.4824
4821,8.5,10.1472,0.0417,2.4426,68.0578,38.6175,0.0905,1.8744,22.1451,11.6038,7.4303
4821.5,8.5,10.0419,0.0273,2.4391,69.0091,37.0507,0.087,1.8449,24.5473,12.3003,7.7394
4822,8.5,10.0119,0.0162,2.4465,68.8574,31.7768,0.0826,1.8073,26.8424,13.2066,8.1648
4822.5,8.5,10.0344,0.0072,2.4549,68.2281,27.4926,0.0767,1.7831,26.9536,13.4719,8.7999
4823,8.5,10.0119,-0.0003,2.4572,68.4478,24.1472,0.0745,1.7903,29.6131,15.0021,10.5426
4823.5,8.5,10.0457,-0.0028,2.4678,68.6021,23.5982,0.074,1.8196,32.0897,16.9583,11.8536
4824,8.5,10.0683,-0.0026,2.4628,69.2914,30.2787,0.0821,1.854,22.4903,12.2812,9.0622
4824.5,8.5,10.1021,-0.0037,2.4406,71.3166,38.9357,0.0967,1.8895,13.2859,7.9893,6.0498
4825,8.5,10.1134,-0.0061,2.4103,73.3591,39.9982,0.1212,1.9143,10.2866,6.6692,4.9648
4825.5,8.5,10.1472,-0.0092,2.3811,73.6661,36.7525,0.1335,1.9194,10.1061,7.3219,4.6021
4826,8.5,10.1697,-0.0105,2.3721,73.7553,35.4358,0.1367,1.9065,10.0791,7.3841,5.0425
4826.5,8.5,10.1923,-0.0092,2.3786,73.1341,36.5427,0.1256,1.8957,10.928,8.1082,5.1903
4827,8.5,10.2148,-0.0057,2.3942,73.219,40.508,0.1194,1.891,12.4235,9.0156,5.0484
4827.5,8.5,10.2148,0.0057,2.4261,71.7324,42.1255,0.1142,1.8938,10.5905,7.0477,4.9579
4828,8.5,10.2148,0.0248,2.4692,69.786,46.7365,0.1037,1.896,15.8564,9.7306,5.8587
4828.5,8.5,10.2825,0.0463,2.5102,67.8773,46.6067,0.0851,1.8998,20.2463,12.2066,8.035
4829,8.5,10.29,0.0573,2.5195,66.2642,41.148,0.07,1.901,30.8769,17.3262,10.3573
4829.5,8.5,10.2825,0.0588,2.525,65.2904,44.1339,0.0652,1.9238,35.2771,20.6236,8.9561
4830,8.5,10.3163,0.0581,2.5674,67.1062,64.2566,0.0796,2.0002,52.9233,30.1042,11.5892
4830.5,8.5,10.3501,0.0519,2.6237,68.3181,89.8381,0.1191,2.1153,83.1679,51.5018,16.2196
4831,8.5,10.3501,0.0361,2.6578,69.2303,125.4098,0.1808,2.223,83.9585,62.7165,71.5253
4831.5,8.5,10.3389,0.015,2.6476,70.6864,140.8589,0.2356,2.2919,77.3781,68.0123,74.3059
4832,8.5,10.3276,0.0016,2.6257,70.7034,155.5,0.2515,2.3189,75.8293,71.6598,74.5709
4832.5,8.5,10.305,-0.0009,2.6126,69.7323,152.7737,0.2474,2.3026,76.3399,74.5309,60.8715
4833,8.5,10.2938,-0.0003,2.5992,69.1603,147.2951,0.2486,2.2829,82.1802,87.8932,24.4904
4833.5,8.5,10.2599,-0.0019,2.5903,68.6068,139.275,0.2194,2.3263,80.6907,96.8175,23.8611
4834,8.5,10.2599,-0.0041,2.5885,68.3028,135.3803,0.1944,2.4313,65.1256,83.4577,36.2938
4834.5,8.5,10.2261,-0.003,2.5712,68.9502,136.8343,0.191,2.5249,63.8433,82.6074,72.4146
4835,8.5,10.181,0.0195,2.5861,68.7764,132.8098,0.193,2.5473,66.6839,88.743,78.8312
4835.5,8.5,10.2073,0.0592,2.6143,68.3925,119.548,0.1623,2.5114,75.331,104.4014,58.4065
4836,8.5,10.632,0.0881,2.6528,67.0767,104.9069,0.1326,2.4647,86.0697,124.6862,43.4228
4836.5,8.5,10.9365,0.0793,2.6591,67.0086,101.9004,0.1236,2.4339,69.8078,102.6803,39.9852
4837,8.5,10.0795,0.0433,2.6463,67.1903,109.5797,0.1497,2.4408,65.0975,101.8351,57.7976
4837.5,8.5,10.0119,0.0128,2.6322,67.9103,126.1682,0.183,2.4735,72.5622,122.464,70.2167
4838,8.5,9.9555,0.0013,2.6162,67.6548,135.9256,0.2067,2.4729,64.7618,91.8238,55.3132
4838.5,8.5,9.9217,0.0009,2.5888,67.6352,120.7362,0.2072,2.4222,61.968,85.0755,55.5711
4839,8.5,9.7751,0.0031,2.5752,68.8757,92.1749,0.1859,2.3433,106.498,139.4828,8.1902
4839.5,8.5,9.7525,0.0038,2.5718,68.9201,76.5788,0.1696,2.281,67.2606,92.432,8.3875
4840,8.5,9.6736,0.0023,2.5852,69.5306,81.7717,0.1728,2.2607,64.1081,85.0658,8.2082
4840.5,8.5,9.6398,0.0004,2.6004,69.4056,105.5295,0.1796,2.2609,65.1929,84.5717,58.7545
4841,8.5,9.5947,-0.0004,2.6066,67.1868,120.7362,0.1927,2.262,65.7095,84.6843,81.2655
4841.5,8.5,9.5609,0.0001,2.6096,66.3071,127.6168,0.1688,2.2296,84.5453,102.2299,93.3039
4842,8.5,9.5233,-0.0004,2.605,66.0218,119.7922,0.1487,2.207,75.0794,77.6683,101.0867
4842.5,8.5,9.5721,-0.0022,2.6086,66.2843,119.7424,0.1454,2.2339,79.357,80.6143,78.6879
4843,8.5,9.5684,-0.005,2.6009,66.9359,131.3049,0.1636,2.3028,79.5423,80.5413,82.9389
4843.5,8.5,9.5609,-0.0071,2.5821,69.3576,149.126,0.2009,2.3391,90.7483,88.6946,80.2104
4844,8.5,9.527,-0.0064,2.5572,69.8132,156.4459,0.2274,2.2834,66.8599,61.3511,16.3719
4844.5,8.5,9.5157,-0.004,2.5238,68.8753,147.7681,0.2203,2.17,40.1771,31.3544,8.5022
4845,8.5,9.4481,0.0059,2.5115,68.6122,122.3226,0.174,2.056,28.9591,20.8865,7.8898
4845.5,8.5,9.403,0.0225,2.5116,67.9389,90.2718,0.1328,1.9805,26.4465,18.8848,14.4019
4846,8.5,9.3241,0.0358,2.5173,65.688,62.3232,0.1111,1.9302,13.6876,10.417,9.3404
4846.5,8.5,9.2602,0.0337,2.5,66.5719,43.2391,0.0921,1.8836,11.5131,9.2323,7.3333
4847,8.5,9.2113,0.02,2.4786,66.2023,30.1112,0.0844,1.8426,9.249,7.4127,6.2466
4847.5,8.5,9.1549,0.0086,2.4691,65.0857,24.5367,0.0803,1.8224,9.0525,7.2364,5.7445
4848,8.5,9.0985,0.0041,2.475,65.7345,25.3156,0.0844,1.837,9.6997,7.5947,5.5665
4848.5,8.5,9.0497,0.0019,2.4768,66.9653,27.3928,0.0818,1.8839,12.7999,9.2899,6.6684
4849,8.5,9.0309,-0.0015,2.4715,65.6976,31.387,0.0802,1.9384,11.1673,7.4194,7.1563
4849.5,8.5,9.0196,-0.0047,2.4643,66.564,32.2958,0.0789,1.9801,11.7119,7.6566,6.8178
4850,8.5,8.9745,-0.0063,2.4631,66.2397,35.6639,0.0778,1.9915,11.7073,7.557,6.5612
4850.5,8.5,8.9181,-0.0063,2.4656,65.692,36.2135,0.0719,1.9709,11.3908,7.1251,6.4139
4851,8.5,8.8918,-0.0045,2.473,66.0612,36.2135,0.0752,1.9235,11.4154,6.9365,6.5539
4851.5,8.5,8.8918,-0.0024,2.4783,65.8516,31.677,0.0705,1.8605,10.9441,6.6615,6.3086
4852,8.5,8.8956,-0.0004,2.4899,64.8335,24.9261,0.0648,1.7989,11.4209,6.8793,6.5288
4852.5,8.5,8.873,0.0007,2.4987,65.235,22.7142,0.0594,1.7553,11.927,7.2251,6.6602
4853,8.5,8.8956,0.0005,2.4996,65.4987,20.6854,0.0596,1.7422,12.5716,7.3241,6.8598
4853.5,8.5,8.952,-0.0013,2.479,66.1364,23.4067,0.0603,1.7621,10.6316,6.1181,6.5999
4854,8.5,8.9858,-0.0021,2.465,67.0193,25.4552,0.0646,1.7836,8.8425,5.0547,5.6473
4854.5,8.5,8.7941,-0.0002,2.4622,67.5443,30.204,0.0745,1.7933,10.3761,5.8539,5.2438
4855,8.5,8.8016,0.0025,2.4717,68.0992,35.5318,0.0798,1.7965,11.7587,6.7129,5.68
4855.5,8.5,8.7941,0.003,2.4757,68.1234,44.4555,0.0878,1.8179,9.353,5.3805,5.9505
4856,8.5,8.7716,0.001,2.4709,67.9046,53.538,0.0973,1.855,8.9918,5.2212,5.927
4856.5,8.5,8.7716,-0.0007,2.4671,68.9207,57.0026,0.106,1.8859,8.0509,4.673,5.1313
4857,8.5,8.7716,-0.0022,2.4559,68.4934,50.0526,0.1114,1.9026,7.5901,4.5307,4.9053
4857.5,8.5,8.7716,-0.0043,2.4454,68.4365,42.8538,0.1104,1.9024,8.382,4.8245,4.8182
4858,8.5,8.7866,-0.0062,2.4446,67.8534,37.0456,0.1063,1.892,8.1562,4.6263,4.7273
4858.5,8.5,8.7791,-0.0062,2.4537,68.0428,40.1687,0.0997,1.8892,8.4513,4.7468,5.0446
4859,8.5,8.7716,-0.0048,2.4607,68.8512,49.3263,0.097,1.909,8.0295,4.4353,4.3419
4859.5,8.5,8.7377,-0.0044,2.4525,69.4192,55.0046,0.1037,1.9349,6.4436,3.553,4.043
4860,8.5,8.7152,-0.0058,2.4316,69.2259,50.2638,0.1118,1.9352,5.3986,3.0051,3.4872
4860.5,8.5,8.6814,-0.0075,2.414,69.1895,36.7621,0.1097,1.8977,4.998,2.7886,3.1596
4861,8.5,8.6926,-0.0081,2.4035,69.8728,29.6624,0.1014,1.8497,4.816,2.6132,2.8849
4861.5,8.5,8.7039,-0.0071,2.4042,70.8191,28.2161,0.098,1.817,4.8382,2.7534,2.6874
4862,8.5,8.6814,-0.0053,2.4034,71.4415,28.4758,0.1037,1.8104,4.5145,2.4768,2.5293
4862.5,8.5,8.6964,-0.0037,2.4025,71.541,27.4372,0.1048,1.8202,4.2214,2.3426,2.409
4863,8.5,8.6814,-0.0029,2.3994,71.4241,24.5446,0.1107,1.8318,4.3046,2.283,2.3285
4863.5,8.5,8.7039,-0.0027,2.3978,71.5038,25.0063,0.1132,1.8357,4.2572,2.2685,2.2775
4864,8.5,8.7039,-0.0026,2.3991,71.1788,25.266,0.1196,1.8245,4.1588,2.2064,2.2419
4864.5,8.5,8.7039,-0.0023,2.4002,71.5767,26.6861,0.1168,1.8023,4.0921,2.1503,2.1904
4865,8.5,8.7039,-0.0024,2.3915,77.7266,27.4093,0.1174,1.7892,4.0782,2.1381,2.0901
4865.5,8.5,8.6814,-0.0025,2.3854,78.0805,26.1111,0.1165,1.7893,4.0348,2.0799,1.9822
4866,8.5,8.7039,-0.0032,2.3752,80.6618,27.2795,0.1271,1.7969,4.0195,2.0235,1.9265
4866.5,8.5,8.6926,-0.0039,2.3744,78.723,24.3869,0.132,1.7933,3.9791,1.9837,1.9009
4867,8.5,8.7039,-0.0051,2.3663,77.6639,25.4254,0.144,1.7859,3.9821,1.9617,1.9033
4867.5,8.5,8.6814,-0.0062,2.3645,78.5127,23.0779,0.1507,1.7783,3.9831,1.9688,1.9018
4868,8.5,8.7039,-0.0065,2.364,78.3725,24.2663,0.153,1.7701,3.9724,1.9705,1.8955
4868.5,8.5,8.6889,-0.0069,2.3611,75.8464,24.0067,0.1473,1.7709,3.9371,1.9394,1.8548
4869,8.5,8.6889,-0.0071,2.3592,74.2192,27.5166,0.1475,1.7845,3.9301,1.861,1.8259
4869.5,8.5,8.6926,-0.007,2.3555,75.085,28.1408,0.1476,1.8171,4.0172,1.9539,1.8489
4870,8.5,8.6926,-0.0059,2.3612,74.8988,30.6329,0.147,1.8498,3.9332,1.9227,1.8849
4870.5,8.5,8.6814,-0.0043,2.3682,76.4459,31.703,0.1434,1.8655,3.8806,1.9089,1.8895
4871,8.5,8.6926,-0.0041,2.3696,80.9972,34.1946,0.1448,1.8622,3.747,1.8122,1.8709
4871.5,8.5,8.7039,-0.0052,2.3695,80.7557,31.9621,0.1451,1.8448,3.7731,1.8653,1.8446
4872,8.5,8.6926,-0.0066,2.3595,80.1255,32.3193,0.1474,1.8346,3.753,1.8924,1.8247
4872.5,8.5,8.6814,-0.0072,2.3574,80.1371,31.8778,0.1421,1.8299,3.7198,1.91,1.8162
4873,8.5,8.6814,-0.0066,2.3626,81.2628,31.613,0.1432,1.8236,3.5441,1.7762,1.8159
4873.5,8.5,8.6926,-0.0061,2.3706,81.3654,31.1413,0.1446,1.8159,3.5635,1.8641,1.8253
4874,8.5,8.6814,-0.0058,2.3765,80.9057,33.6523,0.1485,1.8143,3.5672,1.8737,1.8193
4874.5,8.5,8.6926,-0.0068,2.366,80.687,35.6733,0.1537,1.8375,3.5285,1.8586,1.8216
4875,8.5,8.6814,-0.0085,2.3554,81.9624,34.3285,0.1525,1.8852,3.5185,1.879,1.8062
4875.5,8.5,8.6926,-0.0091,2.3507,77.3728,32.2999,0.1509,1.9288,3.5666,1.9276,1.8201
4876,8.5,8.7039,-0.0081,2.3566,77.5525,30.7978,0.1456,1.9334,3.5688,1.9244,1.8288
4876.5,8.5,8.6814,-0.0066,2.3632,77.5939,31.972,0.1504,1.8994,3.4985,1.8905,1.8099
4877,8.5,8.7039,-0.0053,2.3679,78.1825,32.9301,0.152,1.866,3.4169,1.8211,1.8016
4877.5,8.5,8.6926,-0.0045,2.3702,77.4366,31.5075,0.1506,1.8831,3.4507,1.8996,1.8455
4878,8.5,8.6926,-0.0033,2.3801,75.6045,28.659,0.1408,1.9493,3.5613,1.9365,1.8838
4878.5,8.5,8.7039,-0.0016,2.3903,74.9975,29.4775,0.1364,2.021,3.5487,1.9242,1.8659
4879,8.5,8.6814,-0.0003,2.3893,74.4784,35.8993,0.1394,2.0481,3.4373,1.8103,1.7864
4879.5,8.5,8.6889,-0.0002,2.3821,74.8072,40.9472,0.1475,2.0222,3.4754,1.9179,1.7632
4880,8.5,8.6926,-0.002,2.3714,74.2696,41.9858,0.1462,1.9731,3.4974,1.9066,1.7907
4880.5,8.5,8.6926,-0.004,2.3692,73.6641,37.8802,0.145,1.9247,3.507,1.9243,1.8142
4881,8.5,8.6926,-0.0054,2.3662,73.1827,33.8633,0.1406,1.8813,3.4221,1.8933,1.8718
4881.5,8.5,8.6926,-0.0057,2.364,74.3422,27.5019,0.1408,1.8485,3.3535,1.8767,1.8614
4882,8.5,8.6814,-0.0059,2.3615,73.7233,26.6583,0.1345,1.8359,3.2971,1.8388,1.8443
4882.5,8.5,8.6814,-0.0067,2.3609,73.7127,25.2302,0.1371,1.8418,3.3002,1.8453,1.7948
4883,8.5,8.7039,-0.0081,2.3623,73.3689,26.6007,0.1443,1.8514,3.3096,1.8678,1.7909
4883.5,8.5,8.6926,-0.0092,2.3604,73.3185,27.5949,0.1479,1.8704,3.2801,1.8478,1.7985
4884,8.5,8.7039,-0.0094,2.3615,73.1799,29.2826,0.1467,1.9017,3.2915,1.8498,1.8168
4884.5,8.5,8.7039,-0.0088,2.3627,72.9924,30.8495,0.1403,1.9412,3.3177,1.8707,1.8333
4885,8.5,8.7152,-0.0073,2.3724,72.7568,29.9758,0.1396,1.9715,3.3185,1.8506,1.8357
4885.5,8.5,8.749,-0.0054,2.3804,73.693,29.067,0.1333,1.9864,3.2876,1.8416,1.844
4886,8.5,8.6814,-0.0038,2.3842,73.6198,26.9086,0.1365,1.9976,3.3342,1.8698,1.8481
4886.5,8.5,8.6926,-0.0033,2.3802,74.0318,25.9444,0.1356,2.0111,3.2849,1.8293,1.8565
4887,8.5,8.6814,-0.0043,2.3722,74.3476,27.4909,0.1349,2.025,3.2908,1.8309,1.8418
4887.5,8.5,8.6926,-0.0063,2.3655,74.4938,28.4885,0.1276,2.0341,3.3625,1.8812,1.8312
4888,8.5,8.6814,-0.0081,2.3592,75.2007,30.2964,0.1346,2.0405,3.343,1.8614,1.824
4888.5,8.5,8.6701,-0.0091,2.3542,75.3151,28.3604,0.1372,2.0451,3.3047,1.8482,1.8235
4889,8.5,8.6701,-0.0092,2.3533,75.5395,29.1597,0.1384,2.0409,3.3702,1.8971,1.8299
4889.5,8.5,8.6701,-0.0091,2.352,75.4902,31.137,0.1395,2.0322,3.3513,1.8513,1.8228
4890,8.5,8.6663,-0.0088,2.3532,75.5662,33.0844,0.1402,2.028,3.379,1.8835,1.8179
4890.5,8.5,8.6588,-0.0079,2.3588,75.557,33.0844,0.138,2.0244,3.3363,1.8348,1.8167
4891,8.5,8.6588,-0.0069,2.3638,75.2682,31.9159,0.1395,2.016,3.34,1.8698,1.8126
4891.5,8.5,8.6513,-0.0062,2.3671,75.5054,32.429,0.1383,2.0063,3.3533,1.8547,1.8145
4892,8.5,8.6588,-0.0069,2.3616,75.2485,34.7258,0.1367,2.0063,3.3747,1.8675,1.8243
4892.5,8.5,8.6588,-0.0078,2.3616,75.1204,33.2921,0.1411,2.0103,3.374,1.8554,1.8431
4893,8.5,8.6663,-0.0081,2.3643,76,34.3407,0.1407,2.0048,3.3692,1.859,1.8452
4893.5,8.5,8.6701,-0.0076,2.3698,75.0016,32.8372,0.1427,1.9889,3.3572,1.8718,1.8285
4894,8.5,8.6475,-0.0074,2.3658,74.7126,34.2709,0.1427,1.9815,3.3251,1.8331,1.8138
4894.5,8.5,8.6588,-0.0074,2.3583,74.4603,31.7336,0.1433,1.9965,3.322,1.8184,1.8067
4895,8.5,8.6701,-0.0077,2.3507,74.2262,32.2593,0.1405,2.0177,3.3191,1.8243,1.7991
4895.5,8.5,8.6588,-0.0067,2.362,73.5383,31.9325,0.142,2.0053,3.3404,1.8459,1.798
4896,8.5,8.6475,-0.0052,2.3712,72.5596,33.5572,0.1479,1.9653,3.3075,1.8403,1.7944
4896.5,8.5,8.6475,-0.0038,2.3781,72.4264,32.5998,0.1488,1.9301,3.307,1.8355,1.8296
4897,8.5,8.6588,-0.0039,2.3704,72.4108,33.1863,0.1482,1.9238,3.4116,1.8975,1.9077
4897.5,8.5,8.6588,-0.0056,2.3606,73.2111,33.4459,0.1447,1.9344,3.4138,1.8829,1.8928
4898,8.5,8.6588,-0.0073,2.3535,73.9633,31.8791,0.1454,1.9413,3.331,1.9269,1.8395
4898.5,8.5,8.6588,-0.0081,2.3517,74.0294,32.2686,0.141,1.9413,3.3008,1.8617,1.7626
4899,8.5,8.6588,-0.0076,2.3544,74.0646,32.0716,0.141,1.9366,3.2721,1.8457,1.7599
4899.5,8.5,8.6588,-0.0071,2.3576,73.6702,34.0765,0.1404,1.9284,3.2588,1.7962,1.7516
4900,8.5,8.6513,-0.0073,2.3573,73.4123,32.3774,0.1429,1.9241,3.3242,1.884,1.7668
4900.5,8.5,8.6475,-0.0084,2.3591,73.3247,29.3288,0.1386,1.9355,3.3649,1.8856,1.8041
4901,8.5,8.6588,-0.0125,2.3531,73.1532,29.2523,0.1352,2.0296,3.3783,1.8409,1.8438
4901.5,8.5,8.6588,-0.0193,2.3499,72.5269,29.783,0.1333,2.2392,3.517,1.9808,1.9901
4902,8.5,8.6588,-0.022,2.3584,72.4879,31.2647,0.1339,2.4703,3.6022,2.0135,2.0834
4902.5,8.5,8.6701,-0.0187,2.3709,72.6371,28.6149,0.1304,2.5498,3.6343,2.0434,2.1898
4903,8.5,8.6814,-0.0113,2.3856,72.4974,27.2406,0.1329,2.402,3.652,2.0191,2.0749
4903.5,8.5,8.6738,-0.0059,2.3882,72.635,28.7447,0.1342,2.154,3.7154,2.0482,2.0536
4904,8.5,8.6701,-0.0035,2.3897,72.559,29.264,0.1426,1.9684,3.7296,2.0327,2.0577
4904.5,8.5,8.6588,-0.0016,2.3938,72.4115,29.8594,0.1421,1.8882,3.903,2.1456,2.1149
4905,8.5,8.6701,-0.001,2.3966,73.1732,29.9893,0.1443,1.8721,4.0973,2.247,2.1974
4905.5,8.5,8.6663,-0.0018,2.3993,73.0215,31.7582,0.1398,1.8767,4.3855,2.3587,2.2853
4906,8.5,8.6588,-0.0046,2.3995,72.81,32.1477,0.1318,1.9183,4.3912,2.3657,2.3113
4906.5,8.5,8.6814,-0.0135,2.3928,72.8546,31.1034,0.1215,2.0652,4.1827,2.2382,2.3619
4907,8.5,8.6701,-0.02,2.3921,73.6739,30.0238,0.1127,2.3048,4.2731,2.3048,1.917
4907.5,8.5,8.6701,-0.018,2.3996,74.5791,29.7583,0.1143,2.4846,4.3028,2.3231,1.9199
4908,8.5,8.6588,-0.0101,2.4008,76.4554,29.8939,0.1153,2.4529,4.1426,2.2349,1.8656
4908.5,8.5,8.6588,-0.0049,2.3948,75.9824,31.5761,0.1233,2.2442,4.0397,2.2107,2.1721
4909,8.5,8.6701,-0.0064,2.3766,72.7754,33.5293,0.125,2.0424,3.9884,2.1753,2.0949
4909.5,8.5,8.6588,-0.0078,2.3713,71.8831,33.01,0.1244,1.9442,3.9813,2.172,2.0616
4910,8.5,8.6588,-0.0078,2.3709,72.4436,33.1305,0.1293,1.9168,3.9594,2.16,2.03
4910.5,8.5,8.6701,-0.007,2.3766,71.973,29.8849,0.1375,1.9075,3.9984,2.1788,2.0384
4911,8.5,8.6663,-0.0061,2.3788,71.7805,30.8842,0.1418,1.895,4.0096,2.1695,2.038
4911.5,8.5,8.6701,-0.0046,2.3866,72.2716,28.6518,0.1423,1.8713,3.9755,2.1325,2.0476
4912,8.5,8.6588,-0.0033,2.388,72.1085,30.0684,0.1378,1.8434,4.0734,2.1987,2.0291
4912.5,8.5,8.6814,-0.0033,2.388,72.3912,28.42,0.135,1.822,4.2477,2.2802,2.0775
4913,8.5,8.6588,-0.0048,2.3795,72.366,27.1218,0.1346,1.8173,4.3133,2.3255,2.1201
