DEPTH,BS,CALI,DDEN,DEN,DT,GR,NPHI,PEF,RDEEP,RMED,RSHAL
4672,8.5,11.4101,-0.0002,2.4302,73.8146,96.9613,0.131,2.0823,61.8075,24.3378,9.2097
4672.5,8.5,11.38,-0.0005,2.4346,74.6717,95.2736,0.1276,2.0971,72.2782,26.4212,10.6365
4673,8.5,11.3199,-0.0006,2.4353,74.2399,86.835,0.126,2.0907,72.4354,25.8855,10.7489
4673.5,8.5,11.3086,-0.0003,2.433,74.5033,81.736,0.1284,2.0628,59.4549,21.6013,9.0085
4674,8.5,11.2296,-0.0006,2.4253,73.6914,78.3279,0.131,2.047,57.1903,20.6071,7.5978
4674.5,8.5,11.1845,-0.0025,2.4197,71.5837,75.4718,0.1206,2.0589,73.1759,25.6616,8.129
4675,8.5,11.1845,-0.0036,2.4272,69.1032,70.0721,0.1035,2.0709,98.1243,32.7354,9.6591
4675.5,8.5,11.177,-0.0028,2.4385,67.8448,52.5786,0.0933,2.0466,121.6643,39.7929,12.6164
4676,8.5,11.0492,-0.0004,2.4468,67.6495,40.499,0.0856,1.982,136.4299,42.6585,15.7522
4676.5,8.5,11.0492,0.0033,2.4483,68.839,33.099,0.0799,1.9278,130.2234,39.3149,18.0275
4677,8.5,11.0605,0.0068,2.4416,71.0792,34.6569,0.0781,1.913,101.2808,31.3444,14.535
4677.5,8.5,11.0492,0.0075,2.421,73.1134,38.1681,0.0879,1.9347,69.202,24.0161,11.0352
4678,8.5,11.0492,0.0053,2.3991,73.7625,37.2015,0.0963,1.9484,54.2056,21.8998,8.0541
4678.5,8.5,11.0492,0.0051,2.3919,74.9196,37.4611,0.1045,1.9467,58.7137,26.3984,7.3231
4679,8.5,11.162,0.0096,2.4049,75.7491,37.2015,0.112,1.9363,55.9708,28.9053,7.1718
4679.5,8.5,11.0831,0.012,2.3977,76.0168,40.1076,0.1253,1.9321,37.2653,22.0195,7.1361
4680,8.5,11.0943,0.009,2.3811,76.3667,43.6128,0.1438,1.9414,30.8067,19.3933,6.0528
4680.5,8.5,11.0718,0.0036,2.3764,74.7621,50.6233,0.149,1.9541,32.6698,20.6964,5.4844
4681,8.5,11.0718,0.0017,2.4146,73.2458,66.0803,0.1448,1.9744,45.0662,28.368,6.4511
4681.5,8.5,11.0492,0.0025,2.463,73.1845,86.4626,0.1481,2.001,71.1495,49.2839,10.4659
4682,8.5,11.038,0.0037,2.4766,72.8964,96.5547,0.173,2.0348,41.1711,33.8819,12.5395
4682.5,8.5,11.0417,0.0163,2.4637,74.695,102.6565,0.1821,2.0708,43.6798,33.5768,11.2668
4683,8.5,10.9703,0.044,2.4407,73.2094,93.1793,0.1783,2.0969,49.2092,39.2315,5.2586
4683.5,8.5,10.9478,0.0727,2.4396,72.4718,87.0976,0.173,2.1122,32.0062,27.2648,2.6264
4684,8.5,10.9252,0.0864,2.4797,70.9567,74.245,0.1706,2.1356,29.4238,25.156,2.8182
4684.5,8.5,10.8801,0.0755,2.5264,69.6645,74.2301,0.1572,2.1709,59.9113,51.0221,4.2787
4685,8.5,10.7561,0.0536,2.5606,70.2243,86.8373,0.1664,2.2108,57.502,54.6042,20.9264
4685.5,8.5,10.7673,0.0382,2.5456,68.9725,100.9881,0.1773,2.2397,72.9984,66.6182,16.4298
4686,8.5,10.7673,0.0434,2.4394,69.9699,102.9503,0.1686,2.2344,86.3196,74.6746,7.7788
4686.5,8.5,10.8237,0.0709,2.2321,68.1625,92.824,0.143,2.1661,66.526,60.7889,2.5233
4687,8.5,11.2409,0.1229,2.0446,67.1321,81.2697,0.1204,1.9985,83.8291,80.6749,1.3371
4687.5,8.5,12.5,0.1865,1.9674,65.5555,71.4733,0.0891,1.7931,112.949,139.3725,0.9381
4688,8.5,12.7857,0.2363,2.0446,66.1787,57.4148,0.0724,1.66,181.1522,190.088,0.9247
4688.5,8.5,12.594,0.2438,2.1675,67.4336,44.1704,0.0607,1.6706,243.9457,233.8574,1.131
4689,8.5,12.1618,0.2011,2.2697,65.7748,34.2335,0.0555,1.7805,470.4889,291.22,1.5073
4689.5,8.5,11.5566,0.1398,2.3516,66.1749,30.5061,0.0552,1.8914,475.4384,286.0063,2.2776
4690,8.5,11.365,0.0919,2.4078,64.792,26.6138,0.0517,1.9584,462.5311,268.966,3.5938
4690.5,8.5,11.0943,0.0742,2.4787,63.2195,24.4068,0.0524,1.984,413.4295,251.0665,7.6898
4691,8.5,10.3614,0.0663,2.5217,63.4379,23.6229,0.0574,1.9863,398.0684,251.9333,16.6126
4691.5,8.5,10.2374,0.0483,2.5475,64.2654,31.9317,0.0731,1.9906,425.5761,225.6702,28.6118
4692,8.5,10.2374,0.0252,2.55,66.8504,63.1391,0.1088,2.0147,261.8999,102.6818,43.6284
4692.5,8.5,10.4629,0.0119,2.5401,68.2344,89.7377,0.1469,2.0443,122.9568,49.7948,30.1917
4693,8.5,10.7035,0.0085,2.4992,71.78,96.0991,0.1577,2.0345,73.678,32.4784,16.6346
4693.5,8.5,10.7786,0.0057,2.4506,74.4719,76.1863,0.1451,1.9789,60.1452,28.2692,10.7506
4694,8.5,10.7861,0.0017,2.4168,76.849,59.1996,0.1316,1.9131,44.5301,23.2265,9.1536
4694.5,8.5,10.8012,-0.0014,2.3972,77.25,52.4488,0.125,1.8734,36.4584,20.9753,8.3951
4695,8.5,10.8463,-0.0027,2.3876,76.7229,51.4002,0.1289,1.8575,41.0683,23.5733,8.2062
4695.5,8.5,10.8801,-0.0025,2.3885,75.9365,47.7651,0.1196,1.8474,43.1376,24.4955,8.4887
4696,8.5,11.2071,-0.0024,2.3895,75.3727,46.9862,0.1199,1.8536,44.304,23.6283,7.1245
4696.5,8.5,10.9139,-0.0024,2.3933,75.4402,46.2324,0.1197,1.8754,40.2585,20.2062,6.899
4697,8.5,10.9027,-0.0026,2.392,75.7434,47.9201,0.1267,1.9008,44.8425,21.3264,6.8959
4697.5,8.5,10.9816,-0.0019,2.3983,75.9639,47.9201,0.124,1.8969,44.4915,20.6935,7.5598
4698,8.5,10.8576,-0.0006,2.4009,76.2454,47.3857,0.1271,1.8812,41.804,19.6813,7.5512
4698.5,8.5,10.8463,0.0002,2.4064,76.9244,50.5014,0.1316,1.8789,36.4227,18.1918,7.5818
4699,8.5,10.8124,-0.0001,2.4113,76.7606,54.515,0.1309,1.9062,34.1118,17.6956,8.0428
4699.5,8.5,10.7786,-0.0009,2.4216,76.7522,57.8904,0.1261,1.9478,34.6145,18.2653,8.5687
4700,8.5,10.7561,-0.0015,2.4297,76.6463,60.8764,0.1195,1.9838,33.4519,18.4573,8.7825
4700.5,8.5,10.7222,-0.0017,2.4313,77.2492,65.6674,0.1161,2.002,33.7641,19.2044,7.4666
4701,8.5,10.741,-0.0004,2.4359,77.4571,68.0042,0.1175,1.9881,32.2501,19.0835,6.8848
4701.5,8.5,10.7561,0.0011,2.4343,77.4972,66.706,0.1267,1.9532,32.2045,19.0947,6.4375
4702,8.5,10.7786,0.0035,2.4375,76.6766,58.4207,0.1361,1.9286,32.1295,19.2343,6.4271
4702.5,8.5,10.8237,0.0205,2.4286,76.3308,58.161,0.1399,1.9478,37.2367,20.0616,6.5663
4703,8.5,10.8688,0.062,2.3766,73.9255,66.1934,0.1368,1.9966,56.8239,27.5548,6.9449
4703.5,8.5,11.0718,0.1434,2.3374,72.8421,73.853,0.1309,1.9993,102.1241,46.2873,7.1737
4704,8.5,11.8761,0.2517,2.3423,70.7329,70.7427,0.1149,1.8978,109.937,54.0533,6.7671
4704.5,8.5,12.0415,0.3419,2.3744,68.7178,58.7007,0.1024,1.7577,136.9656,74.4273,5.4416
4705,8.5,12.0528,0.3645,2.3779,68.8317,46.4301,0.088,1.6817,178.9395,106.6534,3.8309
4705.5,8.5,12.0753,0.3141,2.3888,68.019,40.4527,0.0856,1.7015,164.4763,103.3777,2.4763
4706,8.5,11.3199,0.2252,2.4194,68.8895,36.6729,0.0896,1.7608,136.6715,94.6974,2.0185
4706.5,8.5,11.1282,0.1369,2.4547,68.8303,38.8097,0.0928,1.8117,115.555,79.8741,2.4634
4707,8.5,10.8688,0.0708,2.4582,69.8237,38.9396,0.092,1.8564,75.689,43.86,4.1236
4707.5,8.5,10.8914,0.0334,2.4587,70.9313,45.0413,0.0979,1.8949,66.4389,36.6148,8.1543
4708,8.5,10.8162,0.0179,2.469,71.4131,53.2697,0.0992,1.9158,59.8972,32.4816,9.1282
4708.5,8.5,10.7335,0.0088,2.4687,72.0782,64.0451,0.1043,1.924,60.9233,33.3813,10.4564
4709,8.5,10.6433,0.0027,2.4741,70.2318,64.824,0.1021,1.921,84.6561,43.5302,11.8695
4709.5,8.5,10.5531,0.002,2.487,70.3929,64.0031,0.0984,1.9371,83.1486,41.5266,16.0782
4710,8.5,10.508,0.003,2.4938,70.4939,68.8066,0.0924,1.9692,51.3233,26.4259,15.2066
4710.5,8.5,10.4855,0.0053,2.5,71.7654,87.2194,0.0968,2.0142,46.9307,23.6807,13.6023
4711,8.5,10.4404,0.0062,2.4824,73.8439,103.7071,0.1145,2.0315,46.1714,20.8332,11.6747
4711.5,8.5,10.4028,0.0054,2.4533,74.995,108.1211,0.1356,2.0061,36.3997,15.8668,8.8232
4712,8.5,10.384,0.0034,2.4216,77.3113,91.0392,0.1493,1.9461,31.331,13.7073,6.4454
4712.5,8.5,10.305,0.0016,2.4096,77.5076,69.3586,0.1457,1.8867,35.3286,14.9988,5.8079
4713,8.5,10.2712,0.0007,2.4087,76.9081,54.0394,0.1471,1.8746,38.2377,15.4011,6.2551
4713.5,8.5,10.2148,0,2.4156,76.2352,45.9576,0.1356,1.8931,44.7227,17.0617,7.5127
4714,8.5,10.1585,-0.0008,2.4161,75.3722,43.2313,0.1244,1.9194,51.5576,17.9488,8.7098
4714.5,8.5,10.1021,-0.0018,2.4165,76.2534,37.9016,0.1209,1.9285,47.7024,15.7478,8.8493
4715,8.5,10.0457,0.0079,2.412,76.0412,37.5122,0.1215,1.933,44.5516,13.9965,8.1331
4715.5,8.5,10.0119,0.0391,2.4231,75.8428,37.2129,0.126,1.9683,44.5054,13.4891,7.2113
4716,8.5,9.9818,0.0646,2.4301,75.7109,40.3355,0.1291,2.0263,48.9311,13.9829,6.9718
4716.5,8.5,9.9442,0.0589,2.4322,75.2857,41.3741,0.1329,2.085,49.5478,13.7103,5.8183
4717,8.5,9.8991,0.0251,2.4172,74.4335,45.6979,0.1373,2.1171,61.3149,15.5058,5.9131
4717.5,8.5,9.8427,-0.0016,2.4157,72.9001,45.9576,0.1355,2.0972,76.36,18.016,6.2171
4718,8.5,9.8315,-0.0061,2.4265,71.8471,44.5223,0.1243,2.0353,88.917,19.7721,8.3057
4718.5,8.5,9.8315,-0.0016,2.4504,69.8898,38.8786,0.1103,1.9566,97.5434,20.8567,9.49
4719,8.5,9.8427,0.0031,2.4676,68.2671,33.031,0.0972,1.8963,106.758,21.679,10.1569
4719.5,8.5,9.8164,0.0053,2.4712,67.4875,29.9225,0.0881,1.8611,110.571,22.3476,10.7455
4720,8.5,9.8315,0.0044,2.4645,66.8892,28.6856,0.0818,1.8425,115.1685,23.8088,11.2341
4720.5,8.5,9.8315,0.002,2.4566,67.3619,28.1717,0.0768,1.8407,114.9208,24.6127,12.8203
4721,8.5,9.8766,-0.0001,2.4546,68.2978,28.3015,0.0779,1.8585,108.8881,24.5642,14.1713
4721.5,8.5,9.854,-0.002,2.4511,69.0901,30.6384,0.0811,1.8829,105.0038,24.398,14.8864
4722,8.5,9.8766,-0.0039,2.4447,69.4822,32.5795,0.0852,1.9033,97.6613,24.2294,14.196
4722.5,8.5,9.8991,-0.0051,2.4375,71.4842,36.9935,0.0882,1.9199,76.8152,21.9621,13.2757
4723,8.5,9.8766,-0.005,2.4317,73.6349,41.6671,0.0963,1.9321,55.5889,19.0586,11.6651
4723.5,8.5,9.8991,-0.0041,2.4262,74.4497,48.5541,0.1041,1.9374,47.5384,18.1931,9.2516
4724,8.5,9.9104,-0.003,2.4227,75.1042,52.1891,0.1139,1.9314,45.5937,19.3832,8.2146
4724.5,8.5,9.9292,-0.002,2.4236,75.5342,53.7618,0.1147,1.9106,39.0957,18.058,7.4812
4725,8.5,9.9442,-0.0014,2.425,75.0441,54.8148,0.1167,1.8933,32.9949,16.2198,6.7739
4725.5,8.5,9.9442,-0.0018,2.4227,75.1696,55.3341,0.1283,1.8951,33.0129,16.7001,6.5612
4726,8.5,9.9555,-0.0029,2.4242,75.13,55.7088,0.1285,1.9177,31.8374,16.1857,6.8654
4726.5,8.5,9.9668,-0.0031,2.4374,74.7635,58.1611,0.1282,1.9404,36.8509,18.0556,8.0306
4727,8.5,9.9893,-0.0009,2.4598,74.9381,65.9505,0.1279,1.9465,35.821,17.7715,7.2696
4727.5,8.5,9.9893,0.0018,2.4666,75.2519,71.8431,0.1326,1.9368,34.1543,16.5994,7.1246
4728,8.5,10.0119,0.0031,2.4625,74.2889,75.0887,0.1352,1.9165,34.3171,15.8353,6.4521
4728.5,8.5,9.9893,0.0022,2.4453,74.9838,71.4408,0.1386,1.9128,37.784,16.5493,6.8308
4729,8.5,9.9781,0.0005,2.4369,74.3607,66.4075,0.1421,1.9318,43.0715,17.5423,7.3298
4729.5,8.5,9.9668,0.0001,2.4339,73.5399,60.176,0.1476,1.9545,37.7611,15.1524,7.3403
4730,8.5,9.9555,0.0011,2.4328,72.6666,53.3082,0.1436,1.9562,52.5543,19.0158,8.4702
4730.5,8.5,9.9442,0.0035,2.4363,72.3855,51.0108,0.1262,1.935,73.2135,24.4555,8.9763
4731,8.5,9.9555,0.0047,2.4313,72.6894,46.3324,0.1132,1.9054,70.4366,22.752,10.3931
4731.5,8.5,9.9217,0.0038,2.4283,73.3525,46.4886,0.1133,1.8917,61.9571,20.0327,9.683
4732,8.5,9.9893,0.0014,2.4243,74.9109,44.0567,0.1223,1.8919,57.8604,18.6473,10.3996
4732.5,8.5,9.8916,-0.0006,2.4275,74.1689,47.3071,0.1344,1.9037,56.5537,17.8226,9.8033
4733,8.5,9.839,-0.0014,2.4363,72.8669,47.4104,0.1367,1.909,55.7199,17.2659,8.8427
4733.5,8.5,9.7525,-0.0026,2.4379,73.1993,53.3576,0.1343,1.9259,69.4577,19.6719,8.5109
4734,8.5,9.7074,-0.0042,2.4416,72.0856,56.6032,0.1314,1.9596,73.0978,20.0763,8.9198
4734.5,8.5,9.6736,-0.0056,2.4433,71.2407,58.2809,0.1322,1.9879,71.7958,19.3295,10.099
4735,8.5,9.6172,-0.0057,2.4477,70.4691,50.3616,0.1334,1.9869,78.7838,20.9898,10.882
4735.5,8.5,9.5909,-0.0043,2.4532,68.6699,42.1827,0.1233,1.9506,92.0665,24.1203,12.7597
4736,8.5,9.5609,-0.0026,2.4556,67.7432,37.9085,0.1043,1.9098,91.5471,23.7278,13.9433
4736.5,8.5,9.5007,-0.0018,2.4581,66.7225,36.2208,0.0914,1.8876,87.0159,23.0135,14.7849
4737,8.5,9.4932,-0.0033,2.4557,66.6452,34.138,0.0819,1.8881,85.9685,23.2309,13.6396
4737.5,8.5,9.4255,-0.0053,2.4576,67.383,31.0222,0.0809,1.8946,92.4923,24.7878,13.7718
4738,8.5,9.3917,-0.0054,2.4655,68.5883,29.8538,0.079,1.888,97.412,26.1916,14.0942
4738.5,8.5,9.3804,-0.0036,2.4706,69.5578,32.0454,0.0777,1.8767,93.9801,26.2273,13.9464
4739,8.5,9.3579,-0.002,2.4662,71.2276,37.1086,0.0777,1.8752,73.0166,21.6311,11.2517
4739.5,8.5,9.3429,-0.0028,2.4487,72.6321,41.912,0.0854,1.8875,58.6266,19.1138,9.5449
4740,8.5,9.3353,-0.0053,2.4332,73.7085,44.6594,0.0966,1.9047,64.0331,22.3624,9.7949
4740.5,8.5,9.3128,-0.0074,2.4248,74.4068,44.2699,0.1047,1.9146,65.7692,24.4202,11.3191
4741,8.5,9.279,-0.0074,2.428,73.6867,43.2234,0.1041,1.913,50.2779,20.5561,10.4825
4741.5,8.5,9.2451,-0.0054,2.4373,73.0316,42.7041,0.1077,1.9034,47.375,19.8612,9.323
4742,8.5,9.2376,-0.0031,2.4503,73.0889,44.0023,0.1097,1.9039,48.4266,20.0382,8.5891
4742.5,8.5,9.2226,-0.0025,2.4625,72.6219,54.7856,0.1115,1.9262,51.4429,20.8473,9.4075
4743,8.5,9.2113,-0.0033,2.4752,71.6806,69.1961,0.1159,1.9575,43.6802,18.3748,10.5036
4743.5,8.5,9.2,-0.005,2.4779,71.6165,79.4522,0.121,1.9722,57.9839,22.1774,11.6982
4744,8.5,9.1775,-0.0062,2.4736,70.8241,70.8249,0.1216,1.9674,65.3926,22.6269,12.9108
4744.5,8.5,9.1211,-0.0066,2.4605,70.3615,60.5509,0.1155,1.9649,72.8952,22.894,14.0988
4745,8.5,9.1098,-0.0053,2.453,70.6995,50.3564,0.1081,1.9723,70.3632,19.5391,13.0182
4745.5,8.5,9.0422,-0.0029,2.4512,71.0644,47.9519,0.108,1.966,63.7863,16.4984,11.6046
4746,8.5,8.9745,-0.0013,2.4495,71.438,43.5558,0.1003,1.9458,68.8112,16.1545,10.0985
4746.5,8.5,8.9294,-0.001,2.4443,71.416,40.0606,0.0972,1.9261,64.687,13.8647,9.3388
4747,8.5,8.8317,-0.0015,2.4399,71.3385,39.1485,0.0996,1.9127,62.7125,12.5208,8.4364
4747.5,8.5,8.749,-0.0021,2.4366,70.7167,34.5993,0.1046,1.9,64.1389,11.8563,7.6841
4748,8.5,8.7039,-0.003,2.4303,70.7237,33.6189,0.1085,1.8879,67.4974,11.7247,7.396
4748.5,8.5,8.6926,-0.0043,2.4207,71.2769,30.0654,0.1063,1.8862,66.4481,10.8183,6.9995
4749,8.5,8.6701,-0.0057,2.4107,72.0207,30.4603,0.106,1.8856,65.529,9.962,6.4168
4749.5,8.5,8.6588,-0.0064,2.4071,73.8336,30.2007,0.1085,1.8733,67.1256,9.3845,5.9512
4750,8.5,8.6588,-0.0063,2.3999,75.5562,28.8208,0.1146,1.8567,68.1199,8.9402,5.5754
4750.5,8.5,8.6588,-0.0054,2.396,75.4157,28.5963,0.1283,1.8445,69.6102,8.7038,5.2478
4751,8.5,8.6588,-0.0042,2.3897,75.4236,25.8829,0.1334,1.8396,73.8767,8.5763,5.0968
4751.5,8.5,8.6588,-0.0029,2.3904,77.6366,26.9011,0.1322,1.8331,76.2933,8.3221,5.0168
4752,8.5,8.6588,-0.0016,2.39,79.1562,28.4239,0.1255,1.8259,76.3947,8.0091,4.8849
4752.5,8.5,8.6475,-0.0008,2.3894,81.1052,29.5739,0.1253,1.8246,76.8295,7.7905,4.7292
4753,8.5,8.6588,-0.0012,2.3854,78.274,33.6187,0.1298,1.8329,78.1094,7.9446,4.7183
4753.5,8.5,8.6588,-0.0034,2.3808,77.6296,35.3064,0.1367,1.8472,78.2576,7.75,4.8089
4754,8.5,8.6588,-0.0058,2.3774,76.7087,40.1155,0.1316,1.8709,78.8033,7.7376,4.9452
4754.5,8.5,8.6588,-0.0063,2.3816,75.39,41.4138,0.132,1.8936,80.58,8.0701,4.9274
4755,8.5,8.6588,-0.005,2.3835,74.3874,38.8173,0.1327,1.9053,76.5158,7.9087,4.9388
4755.5,8.5,8.6588,-0.003,2.3904,73.1419,34.3974,0.1263,1.8879,75.1732,8.0382,4.9729
4756,8.5,8.6814,-0.0023,2.3903,72.8256,28.8178,0.1237,1.857,76.5791,8.5957,5.2545
4756.5,8.5,8.6814,-0.0029,2.3908,73.1496,27.2782,0.1176,1.8347,79.2378,9.3904,5.5689
4757,8.5,8.6814,-0.0035,2.392,73.3988,23.4251,0.1217,1.8237,71.3227,9.0918,5.6836
4757.5,8.5,8.6814,-0.0032,2.3975,73.128,21.0855,0.1167,1.81,63.0834,8.6648,5.5255
4758,8.5,8.7039,-0.0022,2.4061,73.1091,19.5093,0.119,1.7962,61.202,9.1608,5.57
4758.5,8.5,8.7189,-0.0028,2.4023,73.1779,20.3823,0.1138,1.8084,58.7349,9.8202,5.8168
4759,8.5,8.7189,-0.0048,2.3965,73.112,22.4548,0.1165,1.8429,56.0821,10.4854,6.1736
4759.5,8.5,8.7377,-0.0058,2.3934,73.0661,22.1951,0.1109,1.8684,56.8615,11.8354,6.4972
4760,8.5,8.749,-0.0045,2.3982,72.9674,21.9248,0.1055,1.8616,50.6622,11.692,6.2977
4760.5,8.5,8.8242,-0.0025,2.3994,72.8877,21.1505,0.1035,1.8406,45.7707,11.2802,6.4704
4761,8.5,8.9407,-0.001,2.4045,72.0855,22.0593,0.1054,1.8211,45.3642,12.1022,6.5408
4761.5,8.5,8.9858,-0.0003,2.412,72.5183,24.6665,0.1091,1.813,46.2411,13.9187,7.3913
4762,8.5,9.0309,-0.0003,2.4239,71.7781,29.0805,0.1125,1.8312,43.3847,14.2158,7.2911
4762.5,8.5,9.0873,-0.0008,2.4438,71.2336,34.2734,0.1195,1.8757,42.209,15.1349,8.1295
4763,8.5,9.1662,-0.0014,2.4734,71.022,46.2049,0.1244,1.939,54.3097,22.8764,8.9852
4763.5,8.5,9.2564,-0.0019,2.5052,69.5616,60.4855,0.1369,2.0147,41.1579,21.9984,10.5234
4764,8.5,9.2902,-0.0019,2.5289,69.7648,80.2188,0.1418,2.0723,33.6957,19.7475,13.6845
4764.5,8.5,9.3241,-0.0002,2.523,68.6513,94.9012,0.1509,2.0982,62.0072,36.1167,14.6644
4765,8.5,9.3579,0.0196,2.5231,67.8764,94.4786,0.1518,2.0929,41.2849,26.6763,22.6286
4765.5,8.5,9.3917,0.0712,2.5286,67.4469,84.4822,0.1357,2.0874,48.0862,30.5488,20.7543
4766,8.5,9.8239,0.15,2.5531,66.1331,72.6682,0.1167,2.0832,100.5911,62.3382,18.1318
4766.5,8.5,10.0119,0.2297,2.5609,65.38,65.561,0.1015,2.0591,109.7032,67.7027,10.2185
4767,8.5,9.9781,0.2837,2.5608,64.5062,54.0003,0.085,2.0196,98.7409,61.6253,7.8641
4767.5,8.5,10.0232,0.3012,2.5846,63.745,43.6143,0.0737,1.9843,102.7096,66.2108,6.7864
4768,8.5,9.6511,0.2671,2.5719,65.1273,39.2003,0.0747,1.9674,117.0356,73.4222,8.7306
4768.5,8.5,9.6285,0.1931,2.5458,64.4935,44.5295,0.0845,1.9528,107.4647,66.3351,13.957
4769,8.5,9.8202,0.1114,2.5058,65.761,45.222,0.0977,1.9303,77.9995,47.3364,22.0751
4769.5,8.5,9.6736,0.0537,2.5041,64.6706,42.8852,0.0999,1.9003,89.3442,50.8269,21.7337
4770,8.5,9.2677,0.0237,2.5119,63.9927,40.0291,0.096,1.8945,75.9342,41.7276,25.5081
4770.5,8.5,9.076,0.0074,2.5114,64.905,42.1831,0.0939,1.9197,137.6579,64.0301,28.3735
4771,8.5,9.0422,-0.0003,2.5163,64.2869,52.4553,0.0965,1.9497,144.7626,59.0072,32.7067
4771.5,8.5,9.0196,-0.0023,2.5195,64.9454,58.4695,0.0991,1.9656,103.2097,36.1191,24.8673
4772,8.5,8.952,-0.003,2.5129,64.3345,54.9739,0.0955,1.9743,70.4888,24.0502,16.2148
4772.5,8.5,8.9069,-0.0044,2.5019,65.0863,44.1824,0.0811,1.9886,60.7903,20.8942,13.0704
4773,8.5,8.8843,-0.0061,2.489,65.5502,32.1963,0.0688,1.9884,68.3276,23.7199,12.5122
4773.5,8.5,8.8618,-0.0061,2.4856,66.6304,27.7526,0.0629,1.955,66.3186,22.9941,13.1371
4774,8.5,8.8618,-0.0053,2.4711,67.6998,24.7527,0.0631,1.9088,62.3215,21.901,12.3037
4774.5,8.5,8.8505,-0.0025,2.4555,69.6191,25.1683,0.0662,1.8734,56.4539,19.78,11.233
4775,8.5,8.8505,0.005,2.4422,70.508,28.7032,0.0738,1.8776,51.1049,17.4584,8.497
4775.5,8.5,8.8768,0.012,2.4378,72.4196,29.2365,0.0841,1.9014,45.9756,15.1103,6.4261
4776,8.5,8.8693,0.0136,2.4356,73.618,30.1191,0.0943,1.9118,48.1847,15.1944,6.1035
4776.5,8.5,8.873,0.0074,2.4243,73.3199,28.691,0.099,1.9014,48.0937,14.3403,6.9078
4777,8.5,8.8392,0.0005,2.4245,73.7988,29.47,0.0985,1.883,49.1384,13.9577,8.7995
4777.5,8.5,8.8392,-0.0033,2.4294,73.6205,31.2813,0.0994,1.8835,56.2566,15.4258,9.2468
4778,8.5,8.8392,-0.0056,2.4375,72.0592,31.6708,0.0966,1.8915,58.4021,15.7012,10.5289
4778.5,8.5,8.8279,-0.0079,2.4345,71.6301,30.2427,0.0962,1.8987,59.2977,15.6349,10.9568
4779,8.5,8.8392,-0.0091,2.4337,69.662,28.8208,0.088,1.8961,55.8588,14.8878,10.9737
4779.5,8.5,8.8167,-0.008,2.4373,69.6565,26.6138,0.0874,1.8783,50.4485,13.6446,10.2735
4780,8.5,8.8091,-0.006,2.4422,70.4828,27.6471,0.0929,1.8509,45.3068,12.3551,9.3034
4780.5,8.5,8.7828,-0.0041,2.4449,70.7812,27.7769,0.1006,1.8229,39.3456,11.0014,8.4058
4781,8.5,8.7716,-0.0032,2.4401,71.6375,29.3348,0.0994,1.7997,38.0339,10.7802,7.9361
4781.5,8.5,8.7603,-0.0027,2.4391,72.2393,28.4314,0.1,1.7766,34.9895,10.3481,7.6817
4782,8.5,8.7265,-0.0022,2.4354,73.5807,25.3156,0.0998,1.7597,35.8167,10.6406,7.4736
4782.5,8.5,8.7265,-0.0018,2.4319,74.8676,22.4595,0.1028,1.7599,31.993,9.8451,7.4041
4783,8.5,8.7265,-0.0009,2.4282,74.635,24.2712,0.104,1.7752,28.3935,8.8044,6.9029
4783.5,8.5,8.7377,-0.0007,2.4209,74.1941,26.7378,0.1126,1.7966,27.837,8.7888,6.6735
4784,8.5,8.7377,-0.001,2.4189,74.3582,25.2157,0.1145,1.8022,26.6415,8.8543,6.5153
4784.5,8.5,8.7265,-0.0023,2.4087,74.2125,20.6777,0.1126,1.804,24.9401,8.4945,6.4838
4785,8.5,8.7265,-0.0034,2.404,73.8235,20.1496,0.1086,1.8071,24.6761,8.512,6.3467
4785.5,8.5,8.734,-0.0034,2.4,75.5548,22.5601,0.1093,1.8073,23.2251,8.2756,6.0968
4786,8.5,8.7377,-0.0024,2.404,74.011,23.7285,0.1134,1.7926,21.564,7.7673,6.022
4786.5,8.5,8.7265,-0.0015,2.4045,74.5226,23.6075,0.1091,1.7703,20.1304,7.374,5.8614
4787,8.5,8.7377,-0.0026,2.3911,79.7243,21.6779,0.1033,1.77,19.1353,7.1226,5.7229
4787.5,8.5,8.7377,-0.005,2.3818,76.5458,20.5095,0.1037,1.7843,18.9137,7.1791,5.7666
4788,8.5,8.7377,-0.007,2.3789,74.0226,18.1159,0.1045,1.7993,19.1949,7.4275,5.9993
4788.5,8.5,8.749,-0.007,2.3898,72.1439,17.4693,0.0975,1.8132,20.2955,8.0085,6.4007
4789,8.5,8.749,-0.0053,2.3985,77.5112,18.6377,0.0887,1.8369,21.4763,8.8027,6.8561
4789.5,8.5,8.7265,-0.0029,2.4102,77.5884,20.5077,0.094,1.8634,18.9506,8.0899,6.8297
4790,8.5,8.7377,-0.001,2.4168,75.0829,22.0656,0.0959,1.8773,17.6451,7.6606,6.415
4790.5,8.5,8.7377,-0.0001,2.4195,76.0517,22.0656,0.1023,1.8836,17.2305,7.54,6.182
4791,8.5,8.749,-0.0014,2.4099,76.7708,24.0173,0.1019,1.9084,15.2297,7.0129,5.932
4791.5,8.5,8.749,-0.0048,2.3982,75.5167,25.8349,0.1103,1.9585,12.9415,6.0685,6.0816
4792,8.5,8.7265,-0.0075,2.393,80.1019,28.5612,0.11,2.0012,14.7579,7.1253,5.9535
4792.5,8.5,8.749,-0.0076,2.3951,78.8578,26.3499,0.1141,1.9912,15.8587,7.8292,6.2774
