t,x,y
850,324953.506,4262095.845
120,354548.007,4235001.206
20,426052.733,4370007.253
60,326975.49,4362532.87
210,393333.347,4309277.889
10,357121.442,4331934.614
20,345724.802,4241541.291
330,404913.804,4238738.397
1130,438919.908,4289190.484
290,416861.894,4228928.269
220,442780.06,4257657.93
340,409876.857,4228461.12
220,391495.179,4313715.804
290,346460.069,4344781.21
2480,337820.68,4258825.802
340,431567.237,4338007.55
1480,360062.51,4266533.76
-10000,391862.813,4220986.737
350,401972.735,4244344.185
970,439287.541,4289424.059
200,407119.605,4320489.464
310,438368.457,4249482.823
220,438184.641,4266767.335
150,343886.634,4248782.1
640,444250.594,4288256.186
70,334879.612,4297132.017
40,388554.111,4333102.486
400,405097.621,4304839.974
210,348482.053,4245979.206
80,361165.411,4279613.931
9999,332306.177,4308810.74
190,362084.495,4365802.913
180,341313.199,4245745.632
90,418516.245,4349686.274
390,336350.146,4275409.59
870,449213.647,4264898.739
70,351423.122,4345014.784
690,367966.632,4224490.354
190,401788.919,4306241.421
210,362084.495,4225424.652
1800,445537.312,4277278.186
520,463918.99,4265365.888
160,361716.861,4234300.482
120,326607.857,4238271.248
160,333041.444,4388226.063
140,427155.634,4234066.908
110,347746.786,4379583.807
100,334879.612,4224256.78
400,327526.941,4223322.482
150,440022.808,4293861.974
80,387818.844,4286154.016
130,455095.784,4312547.932
290,421457.314,4294095.548
180,456566.318,4209541.588
1560,364657.93,4249949.972
90,377341.287,4239906.27
280,431751.053,4236169.078
90,343335.183,4335204.656
470,437449.374,4323993.081
90,335614.879,4305774.272
140,329916.559,4339408.997
260,392781.897,4317686.571
470,434508.305,4241774.865
80,370540.067,4307876.442
490,341497.016,4220753.163
610,365209.38,4336372.529
120,371826.784,4272840.271
60,373481.135,4297599.165
100,426052.733,4353189.891
1990,432486.321,4221921.035
380,404913.804,4247380.653
160,460794.104,4290825.506
380,372378.234,4228928.269
310,396642.049,4341277.593
1140,364290.296,4267468.058
110,362635.945,4381919.552
750,321644.804,4298767.038
330,414104.643,4333336.06
10,352709.839,4331467.465
-10000,378628.005,4321190.188
210,358224.342,4236636.227
1060,366863.731,4247614.227
40,324402.055,4245745.632
270,377708.921,4258592.228
130,328078.391,4246212.781
80,340210.298,4402006.957
140,393700.981,4249015.674
160,345540.985,4362532.87
140,346460.069,4309745.038
1390,445537.312,4271672.399
140,366128.464,4297132.017
100,428993.802,4349919.848
1940,437633.19,4230796.865
260,376606.02,4328898.145
1680,419251.513,4338941.848
280,328446.024,4330766.741
850,426788,4218417.418
80,367782.815,4290825.506
150,323115.338,4334971.082
460,409141.59,4248081.376
1400,324402.055,4296664.868
170,324402.055,4220986.737
90,322747.704,4345248.359
390,330100.375,4393831.85
230,326607.857,4218183.843
170,403627.086,4285920.442
220,380833.806,4268402.356
650,400869.835,4248782.1
190,418148.612,4319321.592
70,322931.521,4384021.722
1400,385245.409,4252052.142
270,416861.894,4274008.143
190,339475.031,4252519.291
20,363371.212,4238504.823
150,453809.067,4306942.145
20,370540.067,4401773.382
290,415391.36,4324226.656
60,352526.022,4220753.163
350,425868.917,4302971.378
170,391495.179,4299934.91
620,392598.08,4360897.849
130,399766.934,4334503.933
310,324953.506,4256490.058
1200,380649.989,4377948.786
40,361716.861,4335204.656
1310,443147.694,4269103.079
160,398480.217,4244344.185
190,350871.671,4256490.058
1970,369069.532,4246913.504
380,455463.418,4245979.206
130,324402.055,4313015.081
60,330284.192,4229628.993
240,341497.016,4341978.316
50,427523.268,4370240.828
30,340026.481,4231731.163
60,374767.852,4302737.804
70,368885.716,4293394.825
670,390392.279,4213512.354
280,422376.398,4293394.825
1490,363555.029,4246446.355
90,357305.259,4308343.591
520,412634.109,4259059.377
280,328078.391,4330766.741
170,333960.528,4373744.445
430,414104.643,4215380.95
90,366128.464,4316518.698
70,331938.543,4235701.929
750,385980.676,4231497.589
1570,383591.058,4246212.781
200,379547.089,4321423.762
370,376606.02,4256957.206
170,340761.749,4223556.056
200,321277.17,4260227.249
40,345908.618,4369072.955
10,435059.755,4350854.146
930,394436.248,4225658.227
360,414472.276,4234300.482
50,430280.519,4365802.913
330,346643.885,4362766.445
190,342232.283,4244344.185
90,463735.173,4314883.677
100,333409.077,4371175.126
90,323850.605,4322124.486
90,455647.235,4218417.418
190,398296.4,4368138.658
70,332122.36,4366270.062
100,330468.009,4238271.248
70,372010.601,4280548.229
350,389473.195,4374211.594
170,449765.098,4316051.549
200,411347.391,4298066.314
1810,370356.25,4245044.908
150,374400.219,4401306.233
70,338004.497,4386824.616
170,359327.243,4345949.082
80,327710.757,4304372.825
110,365393.197,4278679.633
60,401421.285,4210475.886
160,342599.916,4307642.868
1190,369437.166,4249015.674
0,415207.543,4379116.658
70,409325.407,4313715.804
140,328446.024,4210943.035
120,360430.144,4296898.442
160,358408.159,4349686.274
400,411898.841,4266066.611
250,333592.894,4267701.632
1000,437633.19,4221687.46
90,365577.014,4314182.953
110,355099.457,4351321.295
450,418516.245,4240373.419
90,390759.912,4292226.953
20,347195.336,4372342.998
60,354180.373,4372342.998
100,367966.632,4300402.059
140,426604.184,4240139.844
100,401605.102,4210008.737
120,349401.137,4278679.633
250,413737.009,4263263.717
240,395539.148,4309978.613
40,330100.375,4252986.44
70,335614.879,4239205.546
10,415207.543,4385890.318
610,378811.822,4224957.503
40,346827.702,4392663.978
220,332306.177,4316518.698
370,443331.51,4309511.464
660,399583.117,4356693.508
60,388370.294,4287321.889
170,356202.358,4349686.274
340,413001.742,4300869.208
2360,417413.345,4213045.205
110,352158.389,4355058.487
60,440941.892,4343613.337
60,382671.974,4302037.081
370,358224.342,4401072.659
50,347562.969,4378415.935
310,445169.678,4293161.25
380,330284.192,4212344.481
180,349768.771,4245044.908
380,409509.223,4238738.397
330,375319.303,4333336.06
120,379547.089,4387525.339
40,393149.53,4333569.635
50,394987.698,4320723.039
80,362452.128,4322591.635
480,391678.996,4365802.913
10,388921.744,4338007.55
440,336533.963,4263030.143
340,440758.076,4284051.846
50,410428.307,4388226.063
50,349952.587,4366737.211
0,357672.892,4292460.527
310,324218.239,4255322.185
470,400686.018,4359029.253
150,348482.053,4374211.594
200,439103.725,4255789.334
120,433589.221,4338708.273
140,381752.89,4383788.147
200,399031.667,4249249.249
230,367782.815,4210008.737
560,403994.72,4304139.251
1610,357672.892,4270270.952
60,451419.449,4221687.46
60,348482.053,4357627.806
920,398847.85,4223556.056
100,376238.387,4338941.848
1010,444802.045,4237336.95
550,360613.961,4271905.973
70,332489.994,4359029.253
40,387451.21,4288256.186
340,328813.658,4279146.782
30,350504.038,4392430.403
90,333041.444,4238971.972
150,333041.444,4379350.232
100,456198.685,4323058.783
10,352893.656,4333336.06
150,391678.996,4282883.973
70,380098.539,4397101.893
470,401605.102,4250650.696
80,334695.795,4349452.699
140,416678.078,4357861.381
210,345908.618,4349919.848
280,356569.991,4231030.44
100,452154.716,4321190.188
290,371459.15,4391028.956
0,428442.351,4368839.381
530,416126.627,4289891.208
220,401605.102,4349919.848
140,452338.533,4309044.315
70,338188.314,4381685.977
110,355467.091,4307175.719
80,373297.318,4314182.953
160,392230.446,4275643.165
120,337269.23,4314416.528
90,446088.762,4324226.656
200,439655.175,4261862.271
720,403075.636,4220519.588
300,327159.307,4323292.358
-10000,324034.422,4288256.186
140,406568.155,4267468.058
50,396458.232,4211410.183
320,433221.588,4273073.845
160,402524.186,4338941.848
110,364657.93,4227526.822
1110,440941.892,4224723.929
480,374400.219,4220286.014
1360,377157.471,4228928.269
80,375686.936,4271438.824
1440,356386.175,4269336.654
40,340945.565,4229862.567
940,416861.894,4334971.082
800,396090.599,4210242.311
220,394620.064,4302270.655
230,429177.619,4307409.294
460,405097.621,4343613.337
780,403627.086,4295730.57
220,328446.024,4341277.593
190,329916.559,4320723.039
10,392414.263,4334737.507
40,447926.93,4325861.677
20,390392.279,4334503.933
250,424582.199,4278446.058
2810,346276.252,4262095.845
180,389289.378,4251351.419
130,338739.764,4328898.145
240,434692.122,4242008.44
1850,390208.462,4230563.291
1170,432670.137,4234066.908
200,384693.958,4364868.615
220,353628.923,4238971.972
260,399399.301,4243877.036
90,351239.305,4296197.719
480,331570.91,4213278.779
1280,441309.526,4234066.908
300,359143.426,4233833.333
240,366496.097,4398503.34
-10000,336533.963,4391496.105
40,338739.764,4238271.248
70,390208.462,4341044.018
200,466860.058,4298533.463
270,415758.994,4297365.591
150,329181.292,4316752.273
570,428442.351,4273307.42
120,435978.839,4338708.273
110,394803.881,4357861.381
470,425317.466,4307175.719
40,350320.221,4247847.802
-10000,416861.894,4310445.762
60,381569.073,4222621.758
250,320909.537,4210709.46
170,353261.289,4386357.467
30,396642.049,4321190.188
120,441309.526,4327496.699
60,354548.007,4280548.229
170,449765.098,4316285.124
230,409876.857,4299234.187
110,338555.947,4359729.976
120,350687.855,4323058.783
120,367782.815,4236636.227
170,356386.175,4350153.423
280,327894.574,4390561.807
30,442228.61,4334270.358
170,333960.528,4314650.102
100,372378.234,4290591.931
80,351423.122,4344314.061
120,360797.777,4300869.208
50,363738.846,4307175.719
150,387818.844,4313715.804
-10000,322012.437,4367204.36
40,411163.574,4384021.722
230,357305.259,4241307.717
1090,362084.495,4220519.588
120,341497.016,4301336.357
310,373113.501,4223556.056
140,455095.784,4323525.932
20,352893.656,4373510.87
70,363922.663,4352489.168
170,415023.727,4297832.74
1650,322196.254,4290591.931
130,356569.991,4247614.227
100,396642.049,4245278.483
1420,323482.971,4302270.655
50,421089.68,4381685.977
140,366679.914,4285920.442
890,422008.764,4211410.183
120,379914.722,4285219.718
70,350320.221,4365102.189
10,380649.989,4317452.996
200,424398.382,4299701.336
20,416310.444,4370707.977
120,362452.128,4289891.208
310,461529.371,4263497.292
280,328262.208,4329131.72
250,397928.766,4377948.786
70,332122.36,4254855.036
10,324218.239,4371175.126
220,424582.199,4333102.486
1910,420905.864,4331000.316
260,376789.837,4328898.145
250,394436.248,4306474.996
90,458588.303,4306708.57
80,348849.687,4384255.296
0,383039.607,4241541.291
290,444985.861,4299234.187
100,419619.146,4388926.786
190,398112.583,4273540.994
600,428074.718,4308110.017
140,372010.601,4287555.463
200,395171.515,4257424.355
330,421089.68,4254855.036
280,430096.702,4237336.95
0,357121.442,4384488.871
360,401788.919,4300869.208
2540,441677.159,4245044.908
250,396825.866,4338941.848
210,354364.19,4238037.674
210,396642.049,4315350.826
450,428258.535,4298533.463
2740,447743.113,4253920.738
170,420905.864,4238504.823
540,428993.802,4222855.333
200,386164.493,4389393.935
720,376238.387,4211410.183
1160,431751.053,4216081.673
90,415942.811,4282416.824
-10000,326975.49,4237336.95
1950,451235.632,4260227.249
420,431383.42,4315350.826
210,415023.727,4353189.891
270,342967.55,4224957.503
540,425133.649,4335438.231
130,328813.658,4346649.806
740,431015.786,4230563.291
230,410060.674,4399904.786
210,374584.036,4345014.784
310,378811.822,4332401.763
390,409509.223,4252285.717
160,377341.287,4364635.04
1430,421641.131,4221220.312
120,395355.332,4254855.036
990,427890.901,4326795.975
2000,380466.173,4249249.249
110,366679.914,4401306.233
330,417229.528,4247847.802
580,418883.879,4241541.291
90,401421.285,4344781.21
280,428258.535,4216548.822
-10000,348298.236,4398736.914
200,364106.479,4345014.784
80,336350.146,4352022.019
220,357856.709,4288022.612
470,321277.17,4320956.613
160,326607.857,4355058.487
60,333225.261,4240840.568
130,374584.036,4326328.826
430,444250.594,4213278.779
1960,437817.007,4233132.61
9999,423479.298,4334036.784
100,395722.965,4319088.017
90,367415.181,4235001.206
170,343151.367,4340343.295
490,403627.086,4213045.205
590,389840.828,4371408.7
120,365393.197,4318153.719
220,430831.97,4309277.889
160,346276.252,4321890.911
320,443147.694,4221220.312
300,368518.082,4215614.524
290,421457.314,4301803.506
150,390576.095,4244110.61
-10000,410244.49,4249949.972
450,414288.46,4289891.208
20,426971.817,4351788.444
2640,420170.596,4217015.971
620,435978.839,4273540.994
380,326424.04,4316285.124
320,460610.288,4263497.292
200,372378.234,4265833.037
570,374767.852,4218650.992
530,401421.285,4246212.781
70,334144.345,4253220.015
180,346460.069,4288256.186
120,376054.57,4242709.163
160,413001.742,4240139.844
70,355099.457,4397569.042
800,392230.446,4353423.465
10,320725.72,4281949.676
240,416861.894,4346649.806
170,379179.455,4400839.084
20,345540.985,4369306.53
940,322563.888,4232198.312
40,392598.08,4270504.526
100,347562.969,4278913.207
-10000,385245.409,4214213.077
300,373664.952,4334737.507
130,368885.716,4396401.169
70,361165.411,4339175.422
200,337453.047,4395233.297
140,338555.947,4326328.826
280,438919.908,4256723.632
100,436162.656,4330299.592
50,340577.932,4314883.677
50,378995.638,4359496.402
110,336350.146,4385890.318
100,328629.841,4250884.27
580,324953.506,4312547.932
50,421824.947,4346416.231
960,447191.663,4266767.335
-10000,416678.078,4322358.06
-10000,339475.031,4223789.631
620,360430.144,4245044.908
140,329548.925,4402707.68
40,352158.389,4247614.227
210,395539.148,4286621.165
150,330835.643,4249015.674
170,414288.46,4262329.419
190,385061.592,4363000.019
60,359143.426,4335438.231
180,438368.457,4282416.824
540,431751.053,4332868.912
80,340577.932,4363934.317
1810,381017.623,4234066.908
120,420538.23,4352956.317
20,328078.391,4233132.61
900,455279.601,4265599.462
1820,347562.969,4257891.504
90,393700.981,4329365.294
10,424949.833,4355525.636
190,386715.943,4315117.251
1200,445721.129,4291526.229
70,338739.764,4380284.53
120,385613.042,4312781.506
530,443331.51,4251351.419
910,437449.374,4219818.865
320,367047.548,4344314.061
190,419802.963,4316985.847
110,391127.546,4245278.483
40,345908.618,4392430.403
900,448846.014,4274475.292
570,389840.828,4388226.063
50,354548.007,4378883.083
400,411531.208,4338708.273
110,459875.02,4325394.528
260,374216.402,4220286.014
400,418332.429,4232431.886
150,391495.179,4277978.909
190,381569.073,4270037.377
40,427339.451,4360430.7
780,442596.243,4213278.779
140,365209.38,4274008.143
960,429912.886,4223556.056
50,345357.168,4216548.822
160,411898.841,4263030.143
140,359511.06,4299467.761
250,370723.883,4399671.212
90,389105.561,4224023.205
70,386899.76,4263497.292
110,321828.62,4311613.634
50,324953.506,4361832.147
830,427155.634,4326328.826
10,378811.822,4397335.467
70,355099.457,4389627.509
1340,414839.91,4213278.779
210,413920.826,4230563.291
130,322380.071,4323292.358
890,374951.669,4379116.658
30,379914.722,4316518.698
80,419802.963,4225891.801
1200,413737.009,4341511.167
290,365393.197,4401539.808
170,399766.934,4257424.355
110,351974.572,4322124.486
100,439287.541,4339876.146
140,378076.554,4356459.934
310,396458.232,4241774.865
660,378995.638,4231964.737
60,401972.735,4341511.167
40,353996.557,4255088.611
190,333776.711,4374445.168
50,355283.274,4386591.041
40,387083.577,4290124.782
330,431383.42,4334036.784
460,425133.649,4263030.143
40,372745.868,4369072.955
110,385613.042,4262562.994
350,402708.003,4278913.207
1210,452154.716,4256957.206
260,327894.574,4326795.975
20,383223.424,4240840.568
60,348482.053,4336138.954
180,453809.067,4227760.397
70,387451.21,4291759.804
320,330835.643,4316752.273
100,341129.382,4269336.654
90,344438.084,4229862.567
70,335247.245,4331934.614
1030,392414.263,4364167.891
210,328813.658,4210475.886
50,340394.115,4381685.977
320,412266.475,4329832.443
190,394803.881,4284051.846
70,339291.214,4362065.721
60,337636.863,4240373.419
70,466676.241,4307876.442
360,384693.958,4381218.828
30,411715.025,4391262.531
2370,352893.656,4266533.76
110,342967.55,4370474.402
160,434508.305,4254154.313
60,442412.427,4338007.55
60,326791.673,4363700.742
200,378260.371,4385656.743
240,355467.091,4214213.077
120,397928.766,4242242.014
230,432670.137,4246913.504
190,363738.846,4286621.165
160,438000.824,4281482.527
500,338739.764,4273774.569
220,322196.254,4254855.036
190,393333.347,4341744.742
190,395171.515,4287088.314
140,411898.841,4312314.358
70,452338.533,4320022.315
120,319071.369,4245278.483
170,335431.062,4339876.146
150,409325.407,4231497.589
360,407671.056,4285453.293
-10000,448110.747,4313482.23
230,399950.751,4278212.484
80,417413.345,4284752.569
2490,398296.4,4220986.737
160,451603.265,4229628.993
400,417780.978,4258358.653
70,352893.656,4315817.975
400,455463.418,4246913.504
20,354915.64,4277044.612
630,339842.665,4215380.95
270,408590.139,4259526.526
120,454360.517,4307409.294
240,413185.559,4285219.718
100,389473.195,4279380.356
460,393700.981,4350153.423
910,364290.296,4389861.084
760,360246.327,4243877.036
70,376422.203,4310679.336
230,365760.83,4401773.382
540,445353.495,4222388.184
100,411531.208,4247847.802
80,355283.274,4398269.765
200,457853.036,4212110.907
30,381569.073,4213045.205
430,334328.161,4266533.76
-10000,338372.13,4284986.144
2170,365577.014,4262562.994
90,358224.342,4323525.932
200,337453.047,4393831.85
230,359694.877,4401306.233
90,401788.919,4319555.166
720,323299.155,4305540.698
100,322563.888,4322358.06
100,346092.435,4339642.571
210,387818.844,4225658.227
460,366863.731,4220986.737
680,360613.961,4398970.488
240,394436.248,4307876.442
10,352526.022,4380985.254
520,449765.098,4291759.804
590,332673.81,4322825.209
290,395906.782,4245512.057
120,345908.618,4340343.295
170,413185.559,4320489.464
220,410612.124,4269570.228
90,354364.19,4389627.509
610,346276.252,4225191.078
150,345724.802,4365102.189
180,351239.305,4359496.402
500,435059.755,4271672.399
200,396642.049,4249482.823
100,375319.303,4400371.935
20,410612.124,4376547.339
170,390024.645,4345014.784
240,423846.932,4261395.122
220,336166.329,4214913.801
690,430096.702,4226592.524
170,417964.795,4344314.061
1080,323115.338,4302737.804
110,327526.941,4398736.914
3280,325137.322,4267935.207
100,394436.248,4321190.188
150,382120.524,4395233.297
2230,418148.612,4220753.163
120,340026.481,4306241.421
90,333592.894,4287088.314
30,434692.122,4346182.657
250,372378.234,4390328.233
110,364841.746,4234534.057
410,423663.115,4247147.078
100,336350.146,4343379.763
90,384693.958,4280314.654
230,423111.665,4267000.909
310,335247.245,4216315.248
590,435611.206,4323292.358
160,337636.863,4331467.465
120,331387.093,4265599.462
110,382488.157,4352722.742
200,426788,4227526.822
170,331938.543,4290358.357
190,324953.506,4320723.039
220,328078.391,4217950.269
90,371642.967,4304139.251
30,354364.19,4233132.61
140,338739.764,4319555.166
3460,379914.722,4235001.206
890,405832.888,4222154.609
220,396458.232,4316051.549
190,395539.148,4282883.973
90,386532.126,4386824.616
20,411531.208,4389627.509
40,416310.444,4389160.36
60,320541.903,4253220.015
110,351055.488,4383087.424
310,358224.342,4227760.397
150,461345.555,4211176.609
130,330835.643,4379817.381
150,340577.932,4350854.146
90,340761.749,4402474.106
400,421824.947,4250183.547
210,410060.674,4313949.379
60,451970.899,4221220.312
750,356018.541,4265833.037
30,341864.649,4234767.631
120,355650.908,4320255.89
180,431751.053,4276811.037
20,354548.007,4333102.486
230,373664.952,4259993.675
390,370540.067,4269336.654
310,394068.614,4381452.403
170,390024.645,4259760.1
240,408957.773,4336606.103
570,388921.744,4356927.083
190,460794.104,4297599.165
60,424214.566,4301803.506
70,356018.541,4299000.612
140,407487.239,4306007.847
50,380649.989,4343146.188
230,402524.186,4283818.271
180,357856.709,4260227.249
350,451235.632,4235001.206
10,390208.462,4337306.827
270,327710.757,4325394.528
3090,381936.707,4228928.269
370,419619.146,4249716.398
390,414839.91,4300869.208
50,324585.872,4361598.572
80,327159.307,4379583.807
40,455095.784,4319788.741
230,390759.912,4270504.526
210,320725.72,4238037.674
250,383958.691,4328430.996
340,450132.731,4254154.313
110,456198.685,4328664.571
370,382304.34,4255555.76
2490,329916.559,4263030.143
730,450684.182,4293161.25
430,454176.7,4247380.653
420,327710.757,4395233.297
130,391862.813,4287088.314
1940,446824.029,4246679.93
110,349217.32,4320956.613
100,351423.122,4262796.568
360,369804.799,4343846.912
390,392781.897,4357627.806
2760,389840.828,4230096.142
40,327894.574,4307409.294
50,343335.183,4377948.786
130,408222.506,4251351.419
260,421273.497,4290124.782
580,450500.365,4295029.846
200,458588.303,4301102.783
1210,370356.25,4252285.717
50,448662.197,4320956.613
70,431751.053,4353423.465
380,356018.541,4271438.824
630,433773.038,4326562.401
280,445537.312,4313248.655
120,402156.552,4273774.569
240,410244.49,4306007.847
140,449765.098,4313482.23
80,338739.764,4306708.57
20,346643.885,4375145.892
140,376238.387,4240139.844
270,428993.802,4244110.61
440,413920.826,4288022.612
130,462632.272,4261862.271
910,410979.758,4348518.401
160,339658.848,4281248.952
90,395171.515,4210709.46
80,342783.733,4398269.765
70,387818.844,4301803.506
260,368150.448,4337306.827
1370,379914.722,4246679.93
10,410060.674,4279380.356
-10000,351606.938,4342445.465
230,331938.543,4279380.356
90,406751.972,4209308.013
100,394803.881,4380050.956
200,364657.93,4346182.657
110,370723.883,4316752.273
140,382488.157,4362065.721
70,462999.906,4302270.655
190,417045.711,4283351.122
130,403810.903,4243409.887
0,418700.062,4373744.445
970,394252.431,4366970.785
360,363187.395,4218650.992
340,332857.627,4221921.035
150,376973.654,4261395.122
1660,333409.077,4264665.164
220,419435.329,4300168.485
70,345724.802,4378415.935
140,415023.727,4262796.568
140,347562.969,4325160.954
130,451235.632,4345014.784
300,321644.804,4266300.186
620,368518.082,4216548.822
230,340945.565,4226358.95
50,443515.327,4334270.358
50,443699.144,4333803.209
100,397561.133,4246679.93
320,380098.539,4381452.403
1090,363003.579,4395700.446
100,456566.318,4307175.719
90,376054.57,4314883.677
150,346460.069,4322825.209
150,433221.588,4240606.993
110,382304.34,4274942.441
50,340945.565,4388459.637
30,384877.775,4220753.163
120,364657.93,4279847.505
310,368150.448,4340810.444
280,360981.594,4252052.142
250,384877.775,4324693.805
320,397377.316,4340576.869
80,459139.753,4324927.379
340,404362.354,4246913.504
120,356386.175,4320489.464
30,349952.587,4401072.659
80,385245.409,4213512.354
240,397561.133,4356927.083
1090,363371.212,4395466.871
60,339475.031,4385423.169
200,426971.817,4313015.081
70,357489.075,4375846.615
120,418516.245,4368372.232
130,324769.689,4367437.934
260,325504.956,4307409.294
60,341313.199,4380751.679
990,452338.533,4254855.036
40,354915.64,4355292.061
170,387083.577,4299234.187
110,370356.25,4313248.655
150,334695.795,4327029.55
240,399583.117,4261862.271
550,373481.135,4380985.254
280,402156.552,4234300.482
50,397377.316,4281015.378
380,411898.841,4351087.721
40,349401.137,4388226.063
1770,341680.832,4295263.421
100,325688.773,4350153.423
950,372010.601,4264898.739
140,361900.678,4370474.402
180,411898.841,4301336.357
720,378811.822,4210008.737
120,385613.042,4284986.144
50,362268.312,4237804.099
830,434508.305,4322825.209
50,407303.422,4217249.545
3050,346460.069,4255088.611
250,407854.872,4274241.718
140,327894.574,4254855.036
440,458220.669,4270504.526
340,338004.497,4219118.141
110,340761.749,4312080.783
2090,381752.89,4218884.567
50,390943.729,4330066.018
100,440574.259,4326328.826
70,333960.528,4241074.142
280,330651.826,4315817.975
110,374951.669,4338474.699
100,325872.59,4248314.951
210,420538.23,4298299.889
10,353445.106,4401773.382
40,361165.411,4331233.89
270,383039.607,4328430.996
3270,373848.769,4256957.206
1140,400869.835,4222388.184
130,359327.243,4373510.87
610,374216.402,4210242.311
270,420722.047,4292927.676
120,341313.199,4281716.101
1530,364841.746,4267234.483
120,400686.018,4243176.312
60,376422.203,4307642.868
30,358408.159,4393364.701
140,457669.219,4325628.103
20,408773.956,4260694.398
150,466492.424,4298767.038
2570,439655.175,4236402.653
340,420538.23,4231964.737
20,457301.586,4316985.847
320,385796.859,4354591.338
190,441493.343,4348051.253
70,353812.74,4339175.422
160,405097.621,4328898.145
90,378260.371,4279146.782
220,420170.596,4272373.122
70,431383.42,4359262.827
150,336901.596,4399204.063
270,449948.914,4219818.865
1000,430280.519,4224256.78
70,440574.259,4336839.678
90,389105.561,4270037.377
240,428809.985,4298533.463
170,345173.351,4360664.274
470,458036.853,4277978.909
100,350136.404,4259993.675
690,403810.903,4354124.189
920,438000.824,4214913.801
520,433956.855,4300168.485
740,331019.459,4265599.462
240,386164.493,4351087.721
650,433773.038,4326095.252
70,330835.643,4336839.678
2340,449029.831,4250650.696
130,324034.422,4368839.381
590,435795.023,4288256.186
70,397377.316,4269336.654
60,437633.19,4337540.401
190,348114.42,4288956.91
90,348114.42,4233833.333
1000,374400.219,4378649.509
650,394987.698,4368605.806
30,323666.788,4360664.274
90,333041.444,4337773.976
20,346460.069,4251117.845
190,395355.332,4253920.738
240,358408.159,4240139.844
90,336533.963,4360197.125
250,418148.612,4293628.399
270,328629.841,4387291.765
120,354180.373,4260227.249
190,386348.309,4297599.165
70,330468.009,4253920.738
1210,451970.899,4265365.888
2160,438184.641,4288022.612
100,395171.515,4294796.272
60,332673.81,4366036.487
2280,437265.557,4236636.227
360,403259.453,4276343.888
80,418516.245,4256490.058
140,339107.398,4319555.166
290,403627.086,4287789.037
960,323666.788,4284752.569
620,416861.894,4335204.656
210,389657.011,4366503.636
320,334328.161,4216081.673
440,454176.7,4295029.846
70,331019.459,4251351.419
110,419067.696,4314416.528
600,465757.157,4258358.653
120,351055.488,4235234.78
20,409141.59,4262329.419
60,388554.111,4331233.89
20,340945.565,4250884.27
230,394252.431,4303672.102
70,373848.769,4292226.953
220,386532.126,4281716.101
80,427890.901,4227526.822
80,360062.51,4354824.912
60,451603.265,4312314.358
170,438000.824,4295730.57
190,333409.077,4268402.356
110,346092.435,4314182.953
220,372378.234,4347584.104
90,343151.367,4283351.122
220,411531.208,4355992.785
370,449397.464,4270504.526
1220,366496.097,4244344.185
10,322012.437,4347817.678
1220,323666.788,4216548.822
3490,383407.241,4228461.12
150,423111.665,4352489.168
140,352709.839,4320956.613
20,414104.643,4375379.466
130,392781.897,4287088.314
1980,370356.25,4246679.93
20,410795.941,4396167.595
690,446456.396,4265365.888
20,351606.938,4371175.126
290,334695.795,4220753.163
190,428809.985,4386591.041
20,423846.932,4355292.061
950,419435.329,4337540.401
220,322931.521,4251117.845
80,387267.393,4384956.02
90,329916.559,4255555.76
290,419251.513,4232198.312
210,392230.446,4307642.868
150,389840.828,4279847.505
80,349033.504,4375379.466
480,392598.08,4262329.419
70,334511.978,4241074.142
30,356202.358,4394065.424
260,406200.521,4269336.654
100,387818.844,4310912.911
110,386164.493,4305073.549
100,442044.793,4337073.252
1110,366496.097,4388926.786
60,335431.062,4363000.019
290,438736.091,4271672.399
140,339475.031,4276110.314
80,367231.365,4264898.739
170,383774.875,4354357.763
20,332673.81,4270738.101
2940,322747.704,4295263.421
50,320358.086,4226125.376
170,383407.241,4263497.292
-10000,372562.051,4217950.269
60,461529.371,4309745.038
190,337453.047,4248081.376
210,374584.036,4361131.423
110,357305.259,4300402.059
80,453809.067,4331000.316
110,325872.59,4237570.525
430,429177.619,4317219.422
220,459507.387,4298767.038
500,450500.365,4299234.187
290,320909.537,4298533.463
220,349768.771,4244577.759
80,400318.385,4322124.486
320,386715.943,4319555.166
820,448294.563,4286621.165
400,437633.19,4211643.758
180,447559.296,4297365.591
120,348849.687,4299701.336
400,404546.17,4359729.976
120,432670.137,4240139.844
30,341497.016,4235234.78
190,367231.365,4366737.211
80,360246.327,4250650.696
300,388370.294,4362532.87
70,344621.901,4348051.253
10,335614.879,4307175.719
180,329548.925,4399437.637
640,454544.334,4282883.973
110,392781.897,4251117.845
310,389657.011,4256957.206
650,387451.21,4212811.63
60,349768.771,4365335.764
190,319439.002,4256256.483
1260,365944.647,4247847.802
1990,431567.237,4292927.676
140,380649.989,4390328.233
180,350687.855,4363467.168
100,337820.68,4401072.659
90,374032.585,4313949.379
60,336717.779,4230096.142
190,466308.608,4268402.356
510,351239.305,4272373.122
990,446456.396,4270738.101
860,410612.124,4349686.274
60,363187.395,4290124.782
140,365577.014,4295964.144
330,440022.808,4317219.422
170,343519,4307876.442
330,455647.235,4288022.612
320,341680.832,4343846.912
2240,325688.773,4296898.442
170,432670.137,4363000.019
80,332673.81,4295964.144
360,370540.067,4344080.486
380,398480.217,4357394.232
20,343151.367,4391262.531
130,324402.055,4386123.892
210,381201.44,4300402.059
