t,x,y
230,405281.437,4291526.229
40,327343.124,4371175.126
50,454544.334,4320255.89
270,338004.497,4271438.824
240,338555.947,4281248.952
300,337085.413,4252986.44
150,371826.784,4318153.719
1610,433773.038,4222388.184
90,332673.81,4370474.402
340,431383.42,4338241.124
540,450684.182,4292226.953
320,373664.952,4331467.465
250,364106.479,4283818.271
1340,323850.605,4297365.591
1250,374400.219,4232431.886
380,410060.674,4338941.848
300,332306.177,4324460.23
80,373481.135,4400371.935
110,335614.879,4381218.828
90,339291.214,4313248.655
460,411163.574,4274942.441
630,358040.526,4244811.334
220,380833.806,4323292.358
10,324218.239,4399204.063
380,444618.228,4301336.357
160,433405.404,4283584.697
200,400502.201,4214913.801
270,439103.725,4218183.843
30,408038.689,4389861.084
150,352526.022,4349452.699
1880,324585.872,4263964.441
20,360613.961,4389861.084
50,359143.426,4386357.467
890,325321.139,4286154.016
160,359694.877,4289891.208
250,395722.965,4309745.038
260,389657.011,4321190.188
110,356937.625,4300635.634
970,411898.841,4341744.742
130,438184.641,4210475.886
140,333592.894,4387758.914
510,360981.594,4245745.632
80,360981.594,4323058.783
130,349584.954,4291059.08
250,385980.676,4213512.354
50,363187.395,4379817.381
130,378628.005,4354357.763
110,334328.161,4380751.679
1900,376606.02,4226826.099
230,351239.305,4258125.079
100,370172.433,4240840.568
250,417597.162,4322124.486
320,421089.68,4254154.313
60,327894.574,4371408.7
70,376054.57,4371175.126
370,437449.374,4252752.866
130,453441.433,4313015.081
130,327343.124,4240373.419
80,362268.312,4235935.504
50,336533.963,4367437.934
260,392781.897,4234767.631
250,419067.696,4292694.101
110,423479.298,4388926.786
330,337453.047,4219118.141
90,335798.696,4353189.891
300,358040.526,4212110.907
200,350136.404,4287789.037
40,342783.733,4376313.764
150,405649.071,4305540.698
140,416310.444,4251818.568
1770,325504.956,4312547.932
60,345540.985,4235701.929
40,344254.267,4391262.531
70,453073.8,4338708.273
320,378628.005,4258592.228
180,324218.239,4216315.248
1680,383407.241,4248314.951
90,333225.261,4345949.082
40,334144.345,4231964.737
130,457669.219,4306241.421
150,331754.726,4248782.1
1880,320909.537,4287555.463
120,344989.534,4349219.125
420,349952.587,4272840.271
230,414472.276,4320723.039
770,406568.155,4229161.844
150,368150.448,4319788.741
100,389657.011,4326795.975
110,451419.449,4229628.993
310,358775.793,4222855.333
110,382671.974,4357861.381
120,326424.04,4351788.444
110,348665.87,4276110.314
2210,328262.208,4274008.143
3530,374400.219,4258825.802
130,398112.583,4370240.828
290,406016.705,4304606.4
40,458955.937,4316051.549
340,439838.992,4322358.06
80,322931.521,4380518.105
760,394252.431,4374211.594
200,426236.55,4225891.801
60,463551.356,4330299.592
400,456014.868,4292226.953
160,393884.797,4286621.165
120,462264.639,4292927.676
1220,443147.694,4265132.313
1130,445169.678,4258825.802
300,385429.226,4355992.785
220,433037.771,4283351.122
250,384510.142,4231497.589
460,426788,4213979.503
50,394620.064,4217483.12
150,344254.267,4289891.208
70,336901.596,4240606.993
60,343151.367,4388459.637
310,391678.996,4347116.955
170,404362.354,4285453.293
310,357305.259,4400605.51
2090,378811.822,4227059.673
30,326975.49,4244110.61
40,382304.34,4242242.014
220,399950.751,4310679.336
90,365944.647,4321423.762
40,402708.003,4366270.062
270,370540.067,4331467.465
90,366863.731,4277044.612
230,462816.089,4267234.483
680,431383.42,4298299.889
220,337820.68,4302737.804
80,372929.685,4282650.399
60,334328.161,4342912.614
170,435795.023,4253687.164
180,326240.223,4211176.609
70,387818.844,4306241.421
570,446824.029,4261862.271
480,384877.775,4211877.332
-10000,331019.459,4237804.099
370,389657.011,4390795.382
290,408773.956,4359496.402
100,326424.04,4245979.206
190,351974.572,4219351.716
170,388921.744,4346182.657
230,430280.519,4241074.142
200,448110.747,4219118.141
180,325137.322,4394298.999
100,352893.656,4309511.464
80,440758.076,4325628.103
20,358040.526,4387758.914
1110,383223.424,4230096.142
60,355467.091,4313248.655
260,384142.508,4326328.826
170,346460.069,4296431.293
120,403810.903,4330766.741
60,394803.881,4334971.082
120,394436.248,4268869.505
630,410060.674,4224490.354
220,413001.742,4288723.335
450,419251.513,4265833.037
170,439287.541,4280781.803
3410,329181.292,4274008.143
290,374400.219,4387291.765
540,457301.586,4249716.398
280,422376.398,4303204.953
70,351790.755,4253220.015
440,342967.55,4331233.89
30,325688.773,4374678.743
170,385613.042,4348751.976
1170,419986.78,4332868.912
110,381569.073,4260460.824
240,417229.528,4277278.186
-10000,345724.802,4248548.525
290,409876.857,4292226.953
460,413920.826,4215614.524
180,434692.122,4301336.357
1000,450132.731,4258125.079
90,388737.928,4328430.996
320,417413.345,4284285.42
300,348665.87,4242709.163
180,340577.932,4302270.655
430,343519,4217249.545
490,373664.952,4218650.992
290,328629.841,4286387.591
30,351055.488,4342211.891
90,363555.029,4348518.401
120,389473.195,4275409.59
480,406568.155,4289891.208
80,362819.762,4323525.932
220,407119.605,4321190.188
1500,336901.596,4257657.93
1150,423663.115,4328898.145
3280,378628.005,4235001.206
210,434692.122,4283351.122
290,420170.596,4339876.146
390,412082.658,4253220.015
130,348665.87,4275409.59
220,406751.972,4225424.652
430,369069.532,4270971.675
230,415575.177,4298533.463
220,427339.451,4289657.633
280,385245.409,4210709.46
1000,363555.029,4398036.191
2630,322747.704,4283584.697
160,333960.528,4248782.1
410,324402.055,4272373.122
330,325137.322,4232665.461
170,401788.919,4339175.422
150,359878.693,4345481.933
160,381201.44,4258825.802
-10000,370356.25,4331000.316
70,377157.471,4313949.379
700,465940.974,4258358.653
120,392598.08,4272139.547
50,356569.991,4254855.036
2150,357856.709,4268869.505
300,368701.899,4319088.017
90,382488.157,4286621.165
130,402340.369,4339876.146
10,406935.788,4394298.999
520,384142.508,4226826.099
110,375870.753,4325394.528
240,424582.199,4333336.06
80,456382.502,4215614.524
940,387451.21,4243643.461
390,405649.071,4291059.08
120,367598.998,4313248.655
200,402340.369,4266300.186
1860,321277.17,4286854.74
390,373297.318,4398269.765
150,395906.782,4249716.398
80,328813.658,4236169.078
1090,392046.63,4210242.311
750,458772.12,4264431.59
470,389105.561,4390561.807
420,441493.343,4311146.485
50,340026.481,4391729.68
30,389289.378,4217249.545
510,439471.358,4308110.017
70,380466.173,4350153.423
-10000,404546.17,4396401.169
1020,404729.987,4213045.205
370,409141.59,4254855.036
70,343519,4373510.87
270,342967.55,4345248.359
160,324953.506,4394999.722
230,329548.925,4259292.951
910,434324.488,4318854.443
2050,325504.956,4265833.037
290,368518.082,4338708.273
80,342232.283,4372576.573
390,385613.042,4319555.166
160,380649.989,4233599.759
30,361165.411,4379116.658
420,333592.894,4395700.446
900,450684.182,4277745.335
180,365944.647,4367671.509
620,407119.605,4288489.761
170,390759.912,4310912.911
30,320541.903,4222855.333
410,403075.636,4299234.187
1100,431751.053,4214913.801
210,434508.305,4300635.634
20,379914.722,4242942.738
340,412634.109,4357627.806
210,465389.524,4328898.145
320,327894.574,4280314.654
80,408590.139,4380751.679
120,375686.936,4325394.528
150,415575.177,4312547.932
410,331387.093,4216315.248
80,355834.724,4275643.165
220,324769.689,4226592.524
60,395906.782,4377248.062
10,404913.804,4210709.46
210,334144.345,4290358.357
60,355099.457,4313715.804
290,442596.243,4297365.591
160,391862.813,4321190.188
100,404913.804,4284285.42
90,334144.345,4311146.485
200,423846.932,4309044.315
1080,451051.815,4280314.654
960,438184.641,4316985.847
1400,324402.055,4267000.909
40,417964.795,4387525.339
30,396274.415,4294095.548
140,428993.802,4253220.015
190,369988.616,4328898.145
100,375870.753,4363233.594
60,379547.089,4312080.783
120,381017.623,4260927.973
60,399766.934,4214680.226
190,393884.797,4259993.675
390,396458.232,4225191.078
440,363187.395,4224957.503
180,356018.541,4244110.61
280,413001.742,4251117.845
660,458588.303,4254387.887
530,392046.63,4360430.7
360,443699.144,4309745.038
1280,423111.665,4261161.547
500,423479.298,4254154.313
10,357305.259,4330066.018
920,335247.245,4262095.845
690,425133.649,4236169.078
610,381569.073,4254855.036
350,331203.276,4222388.184
50,363555.029,4312314.358
220,393517.164,4342445.465
250,363555.029,4365102.189
780,458955.937,4268168.781
260,386164.493,4359029.253
270,396825.866,4380050.956
390,408590.139,4358795.678
230,417597.162,4266066.611
80,338188.314,4334971.082
360,454360.517,4295730.57
90,351239.305,4345715.508
230,424582.199,4254621.462
40,377525.104,4346883.38
1120,370907.7,4252052.142
100,378628.005,4281015.378
-10000,392230.446,4317452.996
100,454544.334,4335204.656
310,445353.495,4219585.29
170,434508.305,4235001.206
440,422560.215,4216548.822
730,437081.74,4245745.632
1220,363187.395,4244811.334
100,350504.038,4233132.61
250,455095.784,4211643.758
350,390943.729,4364401.466
370,392598.08,4253220.015
60,333776.711,4361598.572
240,394620.064,4258825.802
160,393700.981,4281949.676
9999,445353.495,4308110.017
100,377892.738,4317219.422
110,368701.899,4306007.847
370,363555.029,4335905.38
130,334144.345,4380050.956
240,378811.822,4323525.932
130,349768.771,4373277.296
230,457301.586,4209775.162
710,445904.945,4289891.208
340,372745.868,4221220.312
250,442596.243,4290825.506
220,427890.901,4344080.486
180,343519,4288723.335
40,383774.875,4220753.163
730,370540.067,4384722.445
120,395539.148,4315350.826
90,357489.075,4343613.337
70,359878.693,4338941.848
180,442780.06,4295730.57
270,420354.413,4306942.145
80,446824.029,4324226.656
320,384693.958,4226358.95
810,392965.713,4361832.147
550,424766.016,4335671.805
280,327710.757,4333336.06
10,327159.307,4356459.934
250,331019.459,4397101.893
30,341864.649,4232665.461
190,456198.685,4217015.971
200,332489.994,4401773.382
610,401972.735,4355759.21
1310,444618.228,4257891.504
310,392781.897,4346649.806
440,417964.795,4272606.696
340,414104.643,4314883.677
80,358224.342,4315584.4
130,411347.391,4316285.124
320,407119.605,4281482.527
110,322563.888,4325628.103
80,348482.053,4253687.164
30,362084.495,4309511.464
120,328262.208,4402707.68
20,409876.857,4395466.871
130,413001.742,4312781.506
40,388186.477,4257657.93
220,345908.618,4244110.61
3290,385429.226,4243877.036
120,366496.097,4319555.166
280,424582.199,4293628.399
640,368150.448,4214680.226
1000,436162.656,4291292.655
170,437817.007,4260460.824
1830,394068.614,4222621.758
1490,326975.49,4288256.186
1460,375686.936,4250417.121
630,360062.51,4224256.78
190,325688.773,4332868.912
1930,435611.206,4289891.208
40,441860.976,4215614.524
160,388737.928,4344547.635
40,417045.711,4368839.381
460,446088.762,4269336.654
160,421824.947,4235468.355
190,342783.733,4306007.847
1610,414656.093,4213512.354
370,390576.095,4257891.504
960,323666.788,4315350.826
330,394987.698,4229161.844
170,430280.519,4336138.954
200,389473.195,4257424.355
140,331938.543,4312547.932
350,368885.716,4342211.891
190,351790.755,4372109.424
650,371459.15,4386824.616
130,426971.817,4257190.781
20,381936.707,4241074.142
560,401972.735,4364167.891
990,409509.223,4216548.822
240,452522.349,4231030.44
280,370907.7,4331467.465
150,387267.393,4325861.677
10,373848.769,4278679.633
70,408038.689,4310912.911
330,375319.303,4396868.318
120,379914.722,4396868.318
180,384510.142,4260694.398
110,346276.252,4326562.401
270,334511.978,4318854.443
260,416126.627,4295263.421
60,357305.259,4335905.38
470,368334.265,4381685.977
2150,361900.678,4269570.228
30,384142.508,4219118.141
90,453809.067,4221453.886
200,391678.996,4307642.868
70,418332.429,4224957.503
740,360430.144,4244577.759
370,394620.064,4349686.274
110,359143.426,4317452.996
920,321093.353,4273540.994
1060,402708.003,4223088.907
100,370540.067,4305073.549
80,382855.791,4313949.379
350,333960.528,4219818.865
200,354731.824,4215848.099
570,375503.12,4217716.694
320,439287.541,4249716.398
160,435795.023,4332401.763
50,346827.702,4281716.101
170,323850.605,4250417.121
50,398847.85,4325628.103
30,398664.034,4215848.099
90,379914.722,4280548.229
270,368518.082,4227993.971
260,368150.448,4402006.957
30,352342.206,4277278.186
80,354180.373,4389160.36
100,328997.475,4237570.525
670,322196.254,4234066.908
70,439471.358,4333569.635
170,386715.943,4211877.332
3040,387635.027,4230563.291
80,345173.351,4313715.804
170,427707.084,4271205.25
240,366312.281,4215848.099
480,362084.495,4214213.077
480,390576.095,4385423.169
1330,436346.473,4225424.652
210,383958.691,4367204.36
10,415758.994,4371875.849
100,368885.716,4240139.844
300,407671.056,4397569.042
220,417780.978,4259059.377
130,455831.051,4324693.805
400,434875.939,4308343.591
2380,441860.976,4233366.184
300,333592.894,4276110.314
2120,392598.08,4221687.46
210,392046.63,4237570.525
310,380282.356,4329598.869
360,408957.773,4255789.334
1220,355283.274,4266300.186
0,419067.696,4376547.339
410,427890.901,4261161.547
40,449397.464,4327496.699
90,449397.464,4317452.996
490,413185.559,4228227.546
670,449397.464,4299467.761
20,332857.627,4229862.567
10,429545.252,4365335.764
110,353628.923,4396401.169
90,403994.72,4287555.463
130,334328.161,4372342.998
110,434692.122,4245278.483
140,372010.601,4285219.718
40,467043.875,4313482.23
90,324769.689,4383788.147
290,344070.451,4348985.55
30,346643.885,4372109.424
130,340761.749,4339876.146
0,328997.475,4367905.083
130,398480.217,4333336.06
200,404178.537,4298066.314
70,341497.016,4238504.823
90,331754.726,4245979.206
100,322380.071,4386123.892
200,460794.104,4209775.162
530,418332.429,4333803.209
200,385245.409,4327730.273
200,419251.513,4249249.249
550,435978.839,4324460.23
170,383223.424,4263263.717
110,335431.062,4381452.403
130,451787.082,4217483.12
50,333409.077,4233833.333
1040,367231.365,4211643.758
110,356386.175,4247614.227
120,351974.572,4302737.804
350,397928.766,4344781.21
120,462264.639,4211877.332
500,421457.314,4340109.72
270,331570.91,4316752.273
320,437817.007,4295263.421
1500,446824.029,4279613.931
1550,430280.519,4212344.481
430,414104.643,4291059.08
70,404362.354,4240373.419
10,349033.504,4372576.573
3760,418516.245,4222388.184
1930,339291.214,4299701.336
220,373113.501,4250650.696
30,345357.168,4373510.87
480,372010.601,4268635.93
100,346827.702,4274942.441
170,459875.02,4303204.953
100,366496.097,4356226.359
100,378628.005,4294796.272
580,462632.272,4259059.377
60,340026.481,4385656.743
100,356202.358,4336839.678
530,435978.839,4241074.142
150,350320.221,4291759.804
1650,451603.265,4282183.25
240,372929.685,4250884.27
120,462632.272,4330533.167
650,382488.157,4248548.525
120,346460.069,4385656.743
680,443699.144,4305307.123
100,333225.261,4370474.402
110,368334.265,4307175.719
130,423295.482,4227059.673
170,326791.673,4252285.717
110,342967.55,4259059.377
320,342783.733,4218650.992
800,440574.259,4247614.227
120,347746.786,4294329.123
10,437449.374,4347584.104
220,334328.161,4280548.229
100,461897.005,4300635.634
310,422192.581,4279613.931
90,367966.632,4294562.697
210,374584.036,4348518.401
1100,430648.153,4319321.592
140,352526.022,4357861.381
520,326424.04,4221921.035
90,348114.42,4384021.722
300,423663.115,4254855.036
1140,444066.778,4260694.398
2390,384142.508,4238271.248
140,381936.707,4210008.737
170,395539.148,4259059.377
40,447743.113,4319555.166
450,389473.195,4375379.466
90,356937.625,4351321.295
80,376973.654,4314883.677
120,430648.153,4272373.122
690,369988.616,4228461.12
200,340394.115,4221921.035
340,358775.793,4286387.591
1200,368701.899,4244577.759
460,433405.404,4327963.847
10,327894.574,4357160.657
60,332857.627,4259526.526
40,378444.188,4397569.042
40,423111.665,4379350.232
1190,422376.398,4215147.375
620,436530.29,4321190.188
70,363922.663,4328664.571
870,422744.031,4261862.271
170,381385.256,4231731.163
60,449581.281,4221921.035
100,418332.429,4316051.549
10,446088.762,4341744.742
150,456750.135,4303672.102
190,395539.148,4316985.847
80,415758.994,4224256.78
3760,335798.696,4259993.675
60,322563.888,4357627.806
110,368334.265,4321890.911
110,372194.418,4272840.271
270,412634.109,4218884.567
160,326240.223,4344314.061
250,432853.954,4314883.677
260,415207.543,4283117.548
290,439287.541,4225891.801
1180,393884.797,4366737.211
120,383774.875,4314650.102
160,392781.897,4234534.057
280,365760.83,4343146.188
190,413001.742,4293161.25
40,430280.519,4365569.338
680,369437.166,4390094.658
70,324769.689,4317452.996
340,404913.804,4353890.614
70,370540.067,4291759.804
320,336901.596,4326562.401
40,360430.144,4213278.779
500,429177.619,4257190.781
120,361165.411,4386123.892
20,410428.307,4380050.956
60,460610.288,4308810.74
130,441860.976,4325861.677
230,403259.453,4274008.143
110,322931.521,4389861.084
30,345724.802,4383087.424
230,399031.667,4309978.613
90,419802.963,4224723.929
120,418700.062,4314650.102
180,378995.638,4271438.824
210,347011.519,4305774.272
30,332857.627,4303905.676
370,324218.239,4272373.122
60,325137.322,4246446.355
40,348298.236,4377248.062
1740,323482.971,4294329.123
200,379179.455,4270738.101
240,342416.1,4273307.42
10,389105.561,4333803.209
100,395355.332,4290358.357
260,411715.025,4307876.442
30,352526.022,4384722.445
280,409693.04,4310912.911
80,363922.663,4323292.358
30,356753.808,4381685.977
90,399766.934,4274008.143
380,324953.506,4212344.481
1020,362452.128,4246212.781
80,397928.766,4318153.719
60,345173.351,4236402.653
290,342599.916,4288956.91
170,329548.925,4246446.355
280,413185.559,4335204.656
50,337085.413,4210709.46
190,424949.833,4242475.589
2280,432853.954,4221921.035
2400,379179.455,4226826.099
180,395171.515,4288022.612
140,350687.855,4295730.57
140,380833.806,4301803.506
90,345908.618,4327263.124
60,431199.603,4356927.083
230,423479.298,4340810.444
870,435611.206,4242242.014
170,434875.939,4313482.23
270,425868.917,4325160.954
90,343335.183,4281949.676
1640,437265.557,4211410.183
100,366679.914,4357394.232
390,408957.773,4300168.485
210,428993.802,4254387.887
710,387451.21,4250183.547
120,330835.643,4381919.552
470,412450.292,4260460.824
90,445537.312,4337540.401
2560,416126.627,4220286.014
300,420905.864,4294796.272
100,385613.042,4218183.843
50,344070.451,4377948.786
210,349584.954,4250417.121
-10000,422008.764,4316285.124
150,360062.51,4211176.609
840,389105.561,4220286.014
-10000,436162.656,4252285.717
140,350136.404,4237103.376
60,414104.643,4370007.253
100,362452.128,4384021.722
260,364290.296,4366270.062
400,443331.51,4308343.591
100,392965.713,4267000.909
70,377708.921,4315584.4
90,354915.64,4338708.273
570,395171.515,4369072.955
1270,437633.19,4317920.145
480,443699.144,4305540.698
650,332673.81,4215147.375
180,324953.506,4388693.211
210,453441.433,4211410.183
110,360797.777,4348751.976
1350,453625.25,4262562.994
140,349584.954,4222855.333
560,428258.535,4261862.271
250,363922.663,4282883.973
110,358591.976,4320723.039
80,362635.945,4317219.422
160,366679.914,4283818.271
60,365209.38,4379350.232
20,352893.656,4387058.19
70,377341.287,4305307.123
230,417229.528,4296197.719
160,410428.307,4329832.443
80,360062.51,4351788.444
310,364106.479,4339408.997
30,392781.897,4275409.59
310,361165.411,4232899.035
840,439103.725,4314883.677
40,372562.051,4395233.297
440,399399.301,4233366.184
1000,426236.55,4327263.124
160,436530.29,4300635.634
130,342967.55,4340576.869
3170,362635.945,4269336.654
1560,323482.971,4279380.356
170,409509.223,4325394.528
100,382671.974,4275409.59
-10000,463918.99,4303672.102
390,431934.87,4308810.74
670,378076.554,4381452.403
90,388002.66,4343146.188
180,397744.95,4336138.954
-10000,359694.877,4309978.613
720,348114.42,4216548.822
10,436714.106,4350153.423
270,357305.259,4246679.93
380,425317.466,4287555.463
130,385613.042,4265365.888
140,328446.024,4213512.354
120,386532.126,4345248.359
110,423111.665,4251584.994
210,347379.153,4305774.272
220,345724.802,4245278.483
1330,432118.687,4295029.846
240,427155.634,4373043.722
340,396458.232,4351554.87
230,368885.716,4330533.167
120,324034.422,4366270.062
210,386164.493,4364635.04
450,426604.184,4331701.039
160,422927.848,4315117.251
160,332673.81,4383087.424
210,398847.85,4244110.61
110,332306.177,4375846.615
60,421273.497,4351554.87
150,400318.385,4218417.418
80,335431.062,4309745.038
230,401605.102,4286154.016
190,431383.42,4238037.674
280,422560.215,4260927.973
270,458220.669,4245512.057
70,336717.779,4371408.7
220,411163.574,4246679.93
390,424766.016,4301336.357
230,349768.771,4256490.058
160,440574.259,4210475.886
350,368701.899,4379116.658
3060,326791.673,4261862.271
2790,446456.396,4249249.249
210,369804.799,4360197.125
90,465389.524,4215614.524
250,333225.261,4278446.058
170,442596.243,4279146.782
140,466676.241,4265365.888
170,348114.42,4284752.569
990,417045.711,4331467.465
200,351423.122,4286387.591
420,373297.318,4265833.037
2130,324034.422,4315350.826
190,399031.667,4315117.251
160,330468.009,4243409.887
300,375870.753,4385189.594
1380,370172.433,4252986.44
620,418516.245,4329365.294
30,410244.49,4387291.765
260,410795.941,4299467.761
140,415391.36,4347584.104
60,374400.219,4309277.889
40,344621.901,4384488.871
20,363187.395,4350153.423
160,354731.824,4366270.062
60,326240.223,4236169.078
410,437633.19,4248314.951
1380,402156.552,4223322.482
360,368885.716,4347817.678
50,365209.38,4290358.357
270,376606.02,4319088.017
20,353996.557,4332635.337
190,426788,4291292.655
820,406016.705,4355525.636
120,367231.365,4356693.508
620,322563.888,4305540.698
160,351055.488,4305774.272
490,441125.709,4311613.634
270,388002.66,4391028.956
-10000,408406.323,4288956.91
130,343519,4270738.101
100,389289.378,4266300.186
160,335063.428,4249249.249
50,349217.32,4342912.614
260,337269.23,4243877.036
280,401788.919,4303438.527
80,457117.769,4314182.953
130,392598.08,4324693.805
800,365209.38,4252752.866
210,351974.572,4227993.971
140,344254.267,4339175.422
240,419619.146,4247380.653
230,387451.21,4256022.909
120,359327.243,4223322.482
610,347562.969,4212344.481
70,441677.159,4219351.716
750,439471.358,4313949.379
1450,432853.954,4236402.653
60,359878.693,4363000.019
50,338555.947,4229628.993
70,464102.806,4322825.209
60,367231.365,4377248.062
70,322196.254,4384255.296
170,361900.678,4368605.806
650,358040.526,4264665.164
130,460977.921,4259526.526
740,466676.241,4259526.526
30,357489.075,4392430.403
80,457853.036,4329598.869
90,351239.305,4317219.422
230,417413.345,4348751.976
120,409141.59,4272840.271
290,404913.804,4353189.891
110,410244.49,4283818.271
1220,323666.788,4297599.165
890,453073.8,4248782.1
220,443882.961,4318620.868
450,387818.844,4374211.594
1900,417780.978,4213979.503
60,352709.839,4399204.063
50,355834.724,4291759.804
50,381752.89,4304606.4
160,354731.824,4365802.913
140,405281.437,4254387.887
250,422192.581,4301336.357
230,386164.493,4379817.381
140,378995.638,4301336.357
1470,327710.757,4271905.973
370,436714.106,4312314.358
330,432302.504,4262329.419
1190,437817.007,4316051.549
440,454176.7,4247847.802
180,352158.389,4259760.1
1010,446824.029,4258125.079
210,330651.826,4285920.442
60,403259.453,4260460.824
60,367966.632,4318387.294
140,358775.793,4371408.7
20,347562.969,4392196.829
30,329181.292,4356459.934
110,377157.471,4338474.699
100,332306.177,4311613.634
130,384142.508,4225191.078
250,418332.429,4269570.228
340,415023.727,4245979.206
70,342599.916,4401539.808
90,427523.268,4277044.612
130,390576.095,4299934.91
170,324402.055,4337540.401
250,372010.601,4346649.806
1250,450132.731,4266300.186
190,430280.519,4274942.441
140,456566.318,4327263.124
170,326607.857,4323759.507
760,375135.486,4221921.035
80,363555.029,4323292.358
90,357856.709,4363467.168
900,433956.855,4319788.741
410,464102.806,4258825.802
380,431383.42,4209308.013
120,378444.188,4300168.485
160,348114.42,4248081.376
250,441125.709,4252519.291
60,363371.212,4303672.102
520,436162.656,4324693.805
90,323850.605,4392430.403
280,335614.879,4393131.127
490,453625.25,4295029.846
190,366312.281,4274475.292
1180,428258.535,4212110.907
40,440206.625,4344080.486
50,392414.263,4336372.529
130,339658.848,4351788.444
930,454911.967,4267701.632
120,407854.872,4247847.802
50,371275.334,4296898.442
230,414472.276,4238504.823
170,433956.855,4302037.081
110,402708.003,4233833.333
140,366496.097,4370474.402
170,389657.011,4382153.126
430,322196.254,4317219.422
130,368885.716,4238271.248
130,451419.449,4234066.908
30,425501.283,4354824.912
880,444066.778,4277745.335
180,370356.25,4241074.142
470,421457.314,4280548.229
100,375503.12,4342679.04
200,340761.749,4274942.441
90,403075.636,4240606.993
210,422376.398,4278679.633
920,450500.365,4288022.612
700,412634.109,4254621.462
200,394252.431,4317920.145
140,407854.872,4313482.23
80,466676.241,4216548.822
170,435795.023,4257190.781
430,428074.718,4323525.932
250,393149.53,4256022.909
380,413185.559,4262329.419
30,400869.835,4237103.376
120,335063.428,4378649.509
580,445904.945,4212578.056
160,433221.588,4267468.058
30,435059.755,4354591.338
50,392781.897,4336372.529
150,375870.753,4367204.36
170,345908.618,4250417.121
1720,388737.928,4242242.014
20,419619.146,4379116.658
2530,444618.228,4249249.249
320,434692.122,4328898.145
830,415207.543,4276110.314
420,363003.579,4242008.44
110,357856.709,4363934.317
50,447559.296,4220986.737
190,403075.636,4239672.695
100,341497.016,4299934.91
300,425685.1,4265365.888
170,337636.863,4328430.996
50,398112.583,4322124.486
360,368701.899,4349219.125
1930,371459.15,4255555.76
550,359694.877,4398736.914
80,347195.336,4385656.743
70,335798.696,4228928.269
280,372378.234,4266300.186
120,370356.25,4257424.355
220,382671.974,4248314.951
100,404546.17,4310212.187
190,377157.471,4294562.697
140,349033.504,4281248.952
130,337636.863,4398503.34
290,408222.506,4311146.485
1440,421273.497,4334503.933
240,438736.091,4296431.293
70,352158.389,4336372.529
100,440758.076,4293628.399
150,360062.51,4364868.615
1350,363187.395,4222621.758
10,398480.217,4216548.822
200,406751.972,4328898.145
820,449213.647,4299234.187
180,385429.226,4235234.78
380,394252.431,4349452.699
120,341864.649,4318854.443
250,421089.68,4255322.185
90,373848.769,4239672.695
250,407671.056,4209541.588
100,338004.497,4322825.209
160,352526.022,4289424.059
130,378076.554,4357160.657
570,325688.773,4313949.379
70,344621.901,4380751.679
-10000,345173.351,4322358.06
90,341680.832,4400371.935
20,388002.66,4339175.422
140,416494.261,4263030.143
240,425133.649,4264431.59
1570,443515.327,4249249.249
1090,453625.25,4253920.738
170,416678.078,4328664.571
200,332489.994,4385656.743
2170,348298.236,4267935.207
460,435978.839,4263030.143
1330,441860.976,4247847.802
180,359327.243,4262329.419
180,425133.649,4376313.764
200,412082.658,4249249.249
390,440022.808,4229395.418
130,379730.905,4273540.994
510,335247.245,4220519.588
670,458036.853,4216081.673
110,389105.561,4382620.275
310,383958.691,4395934.02
460,419251.513,4264898.739
120,432118.687,4362532.87
70,356202.358,4222621.758
70,364474.113,4311613.634
340,397561.133,4352956.317
460,452706.166,4258358.653
350,456014.868,4286621.165
100,382120.524,4281482.527
180,326607.857,4223556.056
280,458036.853,4290358.357
140,400318.385,4254154.313
210,367415.181,4363233.594
160,453073.8,4213979.503
340,414472.276,4336138.954
140,395722.965,4240139.844
130,414839.91,4298066.314
440,413737.009,4324226.656
170,403075.636,4233833.333
140,344805.718,4243643.461
80,435795.023,4340109.72
200,441309.526,4278913.207
1350,408038.689,4281482.527
390,424398.382,4275643.165
210,358040.526,4236636.227
220,397928.766,4368372.232
30,449765.098,4235701.929
120,422927.848,4251584.994
10,336166.329,4320255.89
160,400869.835,4236169.078
520,431567.237,4333336.06
100,361165.411,4256957.206
10,359878.693,4390328.233
1400,451051.815,4282883.973
70,369804.799,4369306.53
210,392598.08,4305774.272
70,422744.031,4267000.909
1340,341313.199,4256256.483
230,398847.85,4281716.101
130,389105.561,4310912.911
60,344805.718,4235935.504
180,381385.256,4321423.762
360,427523.268,4264665.164
290,450867.998,4214680.226
420,412266.475,4357160.657
340,414104.643,4356226.359
250,378076.554,4326562.401
150,376789.837,4286154.016
170,376606.02,4288022.612
60,446088.762,4328664.571
220,449765.098,4212811.63
150,351606.938,4304372.825
200,389657.011,4260927.973
1250,447375.48,4267234.483
970,426420.367,4323525.932
550,392230.446,4248081.376
150,456566.318,4213512.354
70,344621.901,4394999.722
230,436714.106,4262095.845
50,375135.486,4277745.335
40,330651.826,4230096.142
100,451235.632,4217015.971
840,446824.029,4274241.718
430,389105.561,4225891.801
600,386164.493,4232198.312
340,429545.252,4259760.1
220,414656.093,4278913.207
60,344989.534,4399437.637
480,393700.981,4350386.997
220,348298.236,4210943.035
120,330468.009,4211410.183
1710,326240.223,4264898.739
340,348298.236,4250650.696
