Northing,Easthing,Elevation
3634968,416122,1121
3643168,406572,1010
3649968,412772,960
3662418,374572,1412
3645218,366622,1448
3663418,396972,1016
3630518,386672,1129
3654868,377472,1307
3650268,375322,1261
3656168,397322,999
3656218,391422,1078
3640518,406872,1032
3655368,393872,1072
3664718,394222,1105
3647268,410472,989
3657868,389972,1055
3645368,388522,1060
3654218,411872,922
3640118,376972,1069
3622868,366022,1229
3638518,415072,1074
3654818,397072,955
3655318,377322,1309
3656468,405722,891
3652218,404722,890
3625768,396172,1222
3621318,404972,1286
3627818,375872,1121
3629268,386722,1187
3664918,384472,1229
3632068,401772,1119
3623118,415572,1303
3619568,401122,1258
3648368,373122,1231
3647018,395672,943
3626918,400072,1145
3634568,366072,1093
3649018,407972,939
3642518,369122,1230
3637568,367472,1135
3646368,377322,1127
3643468,373872,1129
3635218,386372,1132
3628968,379922,1121
3657518,375322,1441
3644368,387172,1044
3629468,399222,1113
3648068,388172,1054
3622318,393422,1239
3660868,417372,889
3632518,378772,1065
3637568,371022,1105
3647118,395472,946
3642718,413572,1036
3632318,395572,1098
3665868,379722,1230
3657818,362222,1619
3626068,366022,1179
3637668,394222,1006
3656818,414122,895
3627068,361372,1219
3654718,364572,1608
3648218,386772,1097
3629368,390022,1189
3658368,369172,1499
3622918,416722,1288
3656668,413472,893
3626318,367222,1183
3640218,368772,1199
3652568,381472,1174
3637718,378622,1015
3656218,362472,1606
3637068,366022,1154
3635718,396772,1028
3633518,367722,1046
3654318,410722,917
3649918,385722,1239
3644418,363372,1573
3655668,367022,1621
3623368,374472,1202
3621518,396872,1265
3625418,395572,1188
3636218,384072,1055
3657468,397772,970
3653318,362872,1616
3636568,384772,1065
3628768,389422,1257
3664518,375272,1304
3619918,380072,1280
3624068,406972,1220
3646818,375922,1157
3661318,397772,990
3636068,395922,1037
3639568,382222,1004
3622068,392722,1259
3634318,381822,1030
3633318,415972,1141
3640968,405472,1019
3637818,412622,1076
3652068,369622,1660
3657218,369772,1557
3619768,362872,1297
3629768,387022,1166
3630968,402972,1139
3663418,408422,911
3628168,384272,1197
3650068,369972,1379
3635618,407172,1067
3654568,367972,1649
3632418,399772,1130
3631168,408072,1130
3620718,400872,1229
3659768,392872,1040
3627568,417072,1219
3661518,415622,861
3635018,392372,1053
3656068,405672,891
3631918,364922,1080
3620768,400172,1238
3654468,404272,898
3628818,386272,1172
3662518,401222,989
3659418,379722,1249
3623868,379372,1209
3662668,410722,891
3649868,386822,1191
3635068,385472,1126
3634368,406522,1095
3660318,416072,886
3628468,377722,1118
3636518,384022,1043
3659868,384872,1212
3631518,382722,1074
3633818,382272,1037
3650618,375122,1286
3646718,405922,966
3658068,395222,1037
3621868,380722,1268
3640518,410222,1036
3634668,379422,1031
3639968,389172,1140
3637568,401572,1018
3634768,374072,1062
3651968,393172,1040
3642818,405822,1008
3634118,401722,1092
3638368,396172,1022
3626368,380322,1152
3627718,363472,1177
3627018,365322,1157
3624818,391572,1200
3633318,396322,1070
3653718,390772,1189
3625868,416722,1248
3651318,373422,1361
3641418,413072,1048
3627318,408972,1182
3626718,374872,1136
3627568,402422,1187
3620768,371822,1267
3633918,366072,1047
3648318,408522,951
3658418,397622,984
3650068,367772,1616
3647768,378872,1139
3639318,378722,1046
3661468,393522,1111
3645768,381722,1158
3635018,404772,1091
3650818,368672,1618
3630268,413722,1178
3642268,376322,1086
3655118,388272,1105
3659168,367472,1465
3645818,414272,1002
3627018,388922,1342
3649468,394672,973
3638718,403872,1038
3625818,363672,1182
3659468,364422,1586
3649868,402322,910
3639968,370222,1148
3629718,403122,1160
3633218,370272,1044
3665968,401622,1016
3645068,362622,1520
3637618,375822,1051
3664018,382922,1217
3654918,406422,886
3663168,406422,928
3635568,398172,1042
3633668,372872,1020
3625668,412872,1232
3634968,372722,1072
3663118,361822,1574
3634268,380022,1046
3655518,369022,1620
3653168,365222,1618
3649818,383722,1271
3661268,412272,866
3629618,393272,1148
3640218,408672,1032
3658868,398972,968
3662968,390672,1125
3640918,381522,1007
3649918,361772,1532
3636118,374722,1062
3641318,381472,1010
3661218,370222,1455
3634568,409522,1101
3647768,416372,977
3647418,376872,1165
3646968,385822,1083
3647318,373472,1196
3639568,393222,1003
3655468,380522,1211
3645418,406172,973
3623718,391272,1214
3639518,411422,1058
3622018,406022,1270
3660568,394722,1037
3656368,366722,1580
3656118,387122,1098
3625418,405972,1214
3644168,407122,997
3654218,402072,907
3636868,415272,1097
3627018,412922,1220
3622718,406322,1258
3664068,369022,1420
3658068,406622,913
3632818,381272,1063
3663568,372472,1358
3627818,384772,1192
3625718,394522,1171
3640868,392572,1035
3622368,371772,1232
3636068,371122,1073
3626918,394972,1159
3642618,412772,1038
3619568,404972,1308
3625218,404422,1221
3627418,374972,1123
3622068,405922,1272
3665668,390372,1176
3619568,379022,1290
3630268,377322,1081
3642418,416422,1030
3622268,379122,1234
3625418,362272,1208
3655218,382572,1180
3620018,402572,1281
3634518,409522,1100
3627218,407422,1180
3664068,385422,1221
3657368,389672,1050
3658118,383922,1137
3663818,368172,1464
3639618,405672,1041
3665568,391422,1203
3620068,374172,1275
3624268,386722,1207
3645718,402022,955
3624418,367622,1198
3663268,388972,1086
3648718,401972,917
3645618,392022,1005
3641468,369772,1194
3623468,403322,1241
3653818,405472,882
3643718,363972,1631
3647118,410122,988
3623568,384672,1239
3631218,362622,1098
3663668,370522,1404
3646368,393622,957
3619468,370922,1301
3663518,369122,1425
3628268,362622,1196
3640518,395372,998
3625368,406622,1212
3629568,374922,1095
3629618,383072,1118
3664068,391472,1130
3653418,371022,1675
3633868,373072,1022
3634468,377572,1034
3652768,360822,1617
3640168,369922,1161
3634368,373122,1048
3647618,393472,970
3619618,406572,1377
3650018,383122,1226
3619718,415322,1347
3646118,405872,963
3658518,411272,883
3642518,399522,959
3659218,386522,1122
3622868,395272,1263
3630268,414372,1171
3664118,411772,886
3625068,412222,1246
3641618,410572,1030
3637068,404122,1059
3629618,379022,1112
3663418,387522,1096
3626568,392372,1174
3638718,393522,994
3620218,401972,1291
3641168,395272,992
3624068,402972,1236
3665618,412322,882
3624818,377422,1212
3660418,398222,1000
3644768,382222,1088
3636218,365072,1118
3632718,380072,1064
3652168,365672,1627
3651118,382072,1173
3631518,389972,1118
3640568,374022,1105
3648368,409722,958
3653168,403472,884
3643418,364222,1611
3659368,413972,889
3626118,399172,1157
3627668,411922,1206
3621668,380122,1276
3664318,403922,964
3664368,408222,920
3629368,366922,1122
3637568,366622,1147
3662618,381872,1213
3619918,383072,1254
3651818,414172,944
3644418,392572,1000
3627418,377872,1139
3619568,368472,1283
3622768,402772,1205
3635318,391722,1047
3657768,372372,1608
3632268,412222,1147
3645118,368322,1287
3657718,399972,944
3634268,410472,1118
3621818,416672,1330
3628618,393722,1154
3626118,392572,1179
3662468,411872,878
3659818,415672,886
3659668,372272,1421
3663418,385372,1128
3652218,394372,1014
3621868,372172,1245
3622568,367322,1224
3652968,382022,1166
3625668,415872,1249
3658968,399022,968
3640018,413422,1069
3655768,378072,1294
3627518,375922,1124
3623868,409272,1250
3651618,406322,920
3636568,373472,1103
3636368,374272,1105
3652818,403072,885
3661668,414172,871
3621818,416472,1330
3624618,403972,1219
3631718,393972,1090
3659318,371722,1419
3632468,370222,1053
3653368,399272,942
3628268,363222,1172
3662368,389822,1078
3645868,368222,1277
3659168,397022,998
3661918,376072,1600
3640718,385022,991
3657318,371122,1535
3659218,373472,1649
3632618,376522,1043
3635768,386622,1177
3646818,389872,1050
3637618,390322,1110
3652918,398872,940
3650018,402672,926
3625818,361572,1215
3653868,372022,1569
3649968,377172,1219
3622918,406822,1249
3652068,364372,1613
3644718,379172,1148
3643118,394022,991
3623068,406372,1248
3631568,390272,1117
3631218,407022,1137
3657968,377322,1340
3665718,378972,1233
3640318,371922,1152
3645018,410822,1010
3641418,377472,1054
3621268,413422,1308
3651368,370872,1517
3634318,367772,1056
3650968,375972,1263
3625718,372772,1184
3659768,413222,886
3651718,365422,1631
3649868,388822,1110
3653668,380072,1224
3628668,369872,1125
3643468,362072,1596
3638068,404122,1046
3626518,375222,1148
3631768,367772,1093
3627018,397972,1158
3644568,403422,988
3629818,386522,1135
3619418,403372,1335
3649018,404622,936
3633268,411772,1133
3647568,381272,1286
3633918,401372,1094
3636118,384772,1074
3663668,379422,1244
3626318,414822,1233
3652868,364572,1629
3643718,416372,1021
3636018,401072,1038
3647768,379222,1149
3646568,375472,1152
3663418,410722,892
3636718,370072,1086
3643618,398472,0
3645618,415872,1006
3630268,401672,1150
3662718,366172,1524
3645518,361472,1574
3660768,393022,1077
3640618,362222,1761
3656468,416222,917
3626368,404072,1194
3621518,415772,1334
3651968,388772,1272
3625918,380872,1155
3645068,398372,945
3637168,369072,1114
3645418,404172,985
3652368,414922,941
3624618,378972,1205
3630218,411122,1170
3662818,416222,870
3634218,386572,1121
3643668,389522,1062
3646618,415672,994
3654318,379872,1230
3662418,367222,1511
3653518,396422,970
3647718,411072,988
3652968,369522,1707
3626068,407672,1193
3626668,376472,1169
3638168,411422,1073
3638068,415622,1080
3639968,415572,1050
3634118,401422,1084
3657318,373822,1583
3634368,361572,1071
3629218,363172,1138
3638618,385672,1053
3661818,371972,1389
3623068,398922,1207
3651118,411472,951
3621768,372922,1237
3643768,386322,1017
3627418,368422,1167
3639768,374722,1093
3664868,371622,1366
3648968,373572,1247
3652018,369322,1651
3632518,397772,1096
3632118,373172,1064
3621968,375572,1252
3652668,382572,1183
3658718,402372,952
3655318,375372,1481
3661518,404222,945
3661968,404422,949
3650918,410222,952
3626968,413722,1214
3634918,369072,1061
3632968,369822,1064
3650118,389672,1097
3665218,408322,922
3621168,369922,1259
3665768,370122,1413
3629468,390322,1195
3625268,407772,1207
3621868,374822,1245
3640418,410172,1039
3635618,394822,1036
3663668,399722,1021
3653418,408972,886
3656518,398872,955
3631668,401522,1131
3627018,417572,1230
3654118,414522,921
3621918,367022,1230
3638418,410672,1065
3625618,409572,1215
3637768,386222,1128
3660718,384272,1211
3619418,403222,1322
3650818,413622,952
3647068,400222,924
3643318,398222,959
3641818,373572,1131
3637768,369622,1097
3639268,390572,1096
3665868,403772,991
3619418,394122,1330
3625718,390722,1220
3636768,376172,1036
3658568,361972,1579
3621418,416722,1321
3653768,388622,1147
3663118,414922,860
3630618,386622,1119
3627868,371472,1129
3619618,400172,1260
3641818,369122,1259
3630868,391422,1129
3628418,404172,1176
3660368,368522,1479
3627768,363322,1184
3634518,375422,1037
3631468,388922,1134
3629318,404322,1166
3626018,371322,1168
3633318,408772,1121
3638968,402272,1015
3662568,386022,1105
3649968,374172,1269
3652468,398822,935
3654018,368172,1668
3659168,385022,1152
3622368,399972,1204
3653418,386722,1149
3640968,377072,1056
3629868,389072,1185
3633968,388022,1102
3657268,366522,1540
3656318,416922,922
3640468,408972,1034
3666068,393172,1
3621918,390422,1264
3656268,402322,919
3654518,368872,1679
3663518,416672,872
3662568,398422,988
3622618,391522,1261
3635068,376722,1010
3625518,413422,1238
3661318,395972,1034
3647268,400722,927
3644918,371672,1174
3625618,375072,1171
3624768,371072,1189
3647168,368972,1311
3636318,408172,1080
3625518,384722,1210
3635268,366522,1088
3634468,401822,1093
3623818,387422,1231
3649618,384872,1367
3622268,403272,1227
3628018,371922,1121
3636218,365472,1116
3643818,413522,1027
3658068,372522,1558
3648518,366072,1422
3659568,381422,1190
3665268,391672,1184
3619818,363172,1291
3650468,376622,1231
3640718,401722,982
3637368,405422,1065
3636068,396072,1049
3622018,381122,1262
3662518,393572,1087
3649618,388922,1090
3650468,398922,929
3654918,373372,1480
3644618,411872,1005
3645168,396072,943
3663768,413722,869
3627668,402372,1181
3634818,402472,1089
3642868,409722,1018
3637668,416972,1114
3655268,367722,1640
3661818,371222,1440
3641718,363522,1754
3638718,361422,1670
3623768,389072,1223
3621518,402672,1252
3638468,416072,1072
3648868,400222,912
3642468,389772,987
3623968,379322,1208
3660868,370172,1471
3634818,394322,1052
3622168,401772,1215
3631618,378472,1078
3633968,376072,1017
3622768,385672,1222
3625818,414622,1239
3640768,374622,1094
3634118,393372,1047
3623218,416772,1313
3646818,391572,993
3620968,386472,1258
3623618,382972,1197
3645318,369722,1275
3628568,376172,1110
3658018,389772,1054
3657868,414972,899
3648318,398772,930
3631918,372522,1066
3624068,374522,1204
3654668,373822,1588
3625318,399122,1172
3644218,415272,1018
3624068,365022,1222
3644468,412872,1025
3656118,367622,1585
3652168,388822,1236
3665618,414622,863
3641868,385222,1015
3639068,382572,1009
3621668,365572,1245
3659968,377472,1355
3629068,406022,1166
3648118,370572,1287
3628318,362022,1175
3639568,360922,1643
3649518,392872,994
3646918,413222,988
3644818,363122,1521
3632668,416272,1149
3663518,414922,852
3630518,406822,1147
3626318,389722,1258
3645368,386322,1041
3662768,407422,919
3635918,409972,1094
3646418,376572,1144
3638868,400172,990
3624868,397522,1219
3636218,409922,1103
3657018,362622,1622
3665368,368472,1445
3641818,400322,965
3624068,387172,1217
3627868,364322,1156
3660868,374472,1540
3633168,380722,1061
3626418,363922,1166
3642018,383572,1018
3644718,385172,1044
3625718,369672,1175
3632518,392822,1090
3642218,394222,986
3649718,387122,1129
3638368,402472,1023
3645618,393472,951
3643968,392672,963
3636718,376072,1039
3650368,396622,959
3639118,410522,1058
3664068,409272,904
3634068,413472,1120
3646818,404222,951
3649468,395872,947
3640818,405972,1031
3664268,388772,1106
3621718,404772,1292
3622718,370472,1222
3664868,365372,1546
3621518,403022,1266
3642818,391022,948
3650968,392022,1047
3650018,384022,1245
3650568,399722,920
3642718,400922,955
3649768,382922,1240
3664718,362072,1534
3622518,392872,1270
3663518,372322,1355
3639518,407672,1037
3659618,399972,989
3663518,403022,981
3646368,369572,1242
3660718,373872,1513
3637618,389022,1164
3644018,383672,1046
3655018,371422,1685
3645518,386972,1042
3624918,398622,1191
3658568,416372,900
3655118,399972,935
3660268,410972,878
3650618,385922,1326
3661618,415522,859
3662868,400922,991
3638568,400372,993
3623168,406922,1247
3664118,416972,860
3664918,398172,1026
3641568,398222,976
3633518,367122,1042
3654068,380522,1217
3621668,416222,1334
3627518,367772,1176
3651068,367672,1727
3637218,368372,1108
3625968,380522,1161
3653618,387472,1131
3660968,382372,1192
3652368,404572,887
3629968,390322,1170
3648218,382072,1278
3657768,396522,983
3638318,369272,1117
3643668,400522,954
3656868,413522,893
3653868,363072,1604
3627368,410072,1199
3641818,371372,1177
3651268,362722,1570
3630368,403072,1149
3646568,386872,1064
3643368,398522,956
3623668,371722,1200
3640068,372672,1189
3657468,417522,909
3636068,406072,1071
3638018,372822,1122
3652218,372772,1422
3635168,398122,1050
3641668,394522,987
3658318,361222,1616
3629318,405622,1165
3665618,384422,1203
3646968,406472,966
3653118,411022,933
3633968,408872,1111
3627818,389122,1301
3651018,387322,1367
3661268,364472,1593
3640518,367372,0
3655968,364722,1596
3648668,411672,976
3652518,379472,1227
3637868,385222,1053
3630618,376622,1070
3624118,386272,1191
3643018,390172,1089
3650918,393672,1014
3666018,389072,1
3664018,364572,1584
3640168,399822,983
3648568,383122,1363
3648918,410272,972
3628868,373722,1124
3622468,384522,1253
3664018,413122,875
3621668,361622,1262
3625468,411172,1231
3660968,376972,1436
3659818,383122,1162
3651068,375222,0
3647918,399072,902
3642918,407672,1016
3636568,415272,1089
3661168,410172,889
3649718,362522,1493
3635968,365722,1111
3646668,365122,1450
3632468,408122,1119
3642218,364522,1592
3650618,409522,940
3659068,382772,1158
3629668,410522,1173
3631718,417072,1149
3653268,384372,1129
3662118,398722,985
3641368,408222,1025
3621668,380272,1276
3638218,404922,1056
3639918,385922,1003
3662068,401172,979
3646168,416022,999
3656068,361822,1626
3649718,389922,1060
3635868,379722,1006
3657418,391472,1081
3635368,367322,1079
3659618,377922,1336
3652168,386572,1196
3654918,363522,1603
3641918,386772,1028
3644418,411172,1016
3621718,381722,1227
3639268,384722,998
3639318,399122,993
3644218,417122,1021
3641268,401722,979
3620518,366072,1250
3645768,370072,1211
3658668,385222,1133
3632818,377622,1053
3662118,413672,849
3652818,391072,1408
3635818,415522,1102
3626968,414172,1219
3635218,405472,1093
3661268,416522,867
3626618,368522,1176
3622368,408272,1271
3654668,398722,936
3646568,394422,965
3626168,394772,1164
3651868,403372,896
3660368,409722,890
3647368,361372,1545
3652018,370072,1669
3657718,391622,1059
3644418,373822,1149
3661268,375272,1563
3635318,385822,1145
3655868,389022,1076
3631918,407722,1125
3643218,366772,1336
3620568,403072,1282
3657068,407372,888
3627618,395972,1142
3656768,367772,1607
3657918,410022,863
3656918,380072,1257
3662618,384122,1116
3656218,412222,906
3625018,362222,1201
3651218,385422,1216
3626268,400922,1158
3643768,394472,948
3660318,367172,1526
3634018,383272,1045
3627968,393622,1172
3644318,361422,1559
3650718,387122,1211
3638618,386222,1075
3622568,393172,1248
3645668,386222,1049
3637818,366872,1145
3649268,379472,1164
3621168,362322,1269
3661268,393372,1111
3643668,381872,1063
3656668,391872,1036
3625518,382872,1171
3628918,408172,1157
3625768,401672,1162
3619418,387972,1292
3625768,393922,1166
3661468,371822,1421
3642268,391572,966
3627968,395072,1145
3663568,409322,904
3638418,368972,1143
3623318,369022,1206
3642568,393622,985
3624968,414822,1260
3665368,381572,1218
3642118,375022,1102
3655218,362872,1590
3650168,408822,929
3645218,400022,940
3643568,371272,1187
3655418,407372,879
3648468,389172,1052
3624718,395222,1232
3664768,399122,1042
3643718,403172,1004
3649568,412072,966
3638068,368822,1139
3629668,362322,1128
3627318,416472,1221
3657268,407622,883
3632468,408572,1123
3624518,402822,1234
3664368,399472,1033
3650218,401622,893
3654968,405872,890
3637618,395422,0
3619568,408072,1376
3621018,360972,1278
3647568,377422,1180
3642518,366372,1358
3658318,409222,876
3634068,393622,1055
3630618,417472,1174
3658668,371872,1439
3649368,395572,954
3632868,365172,1069
3662818,395872,1033
3620968,387622,1259
3633318,399722,1112
3642268,390172,983
3641668,384722,1011
3631418,387472,1126
3645918,404622,958
3657118,375772,1388
3648918,378472,1172
3625168,390222,1227
3643118,377722,1066
3648918,406622,936
3646918,370872,1240
3642468,407972,1016
3660118,410872,880
3663818,398222,1016
3658768,374222,1948
3662368,417372,878
3635468,386172,1148
3638418,403822,1042
3629218,383472,1149
3645818,394322,963
3629068,397372,1106
3650718,401672,894
3637068,396072,1031
3635018,388972,1102
3639818,396722,990
3638568,407772,1048
3654718,363572,1608
3643218,399372,951
3633118,395072,1072
3655268,405722,896
3641168,374772,1096
3624618,386872,1184
3660718,369272,1487
3656618,392722,1047
3653918,368322,1672
3628918,372422,1114
3620218,393322,1300
3652168,414172,942
3622368,387672,1234
3642568,368922,1239
3661518,397022,1002
3621468,383722,1220
3650018,367872,1583
3619768,407972,1349
3655268,394172,1049
3658518,388222,1079
3646468,377822,1130
3628118,397522,0
3654468,404522,899
3631968,412172,1149
3635818,391022,1081
3634318,365872,1078
3627168,413472,1211
3622968,396772,1255
3643968,376622,1105
3636718,367122,1113
3660618,373872,1521
3634918,404522,1092
3658368,385422,1128
3639018,403972,1036
3629318,385572,1162
3637168,362972,1277
3636968,413172,1095
3649218,392972,990
3638818,406322,1049
3624118,411772,1262
3621618,403922,1265
3652318,374822,1363
3645018,399572,940
3640368,403222,1036
3631418,393972,1096
3655018,414522,916
3662268,391422,1087
3637218,398272,1014
3625868,404072,1213
3638568,395822,1027
3629518,396872,1125
3658218,393822,1011
3640118,387372,1013
3658418,409322,876
3655818,386022,1126
3628018,361022,1222
3638168,414022,1067
3646618,402322,942
3642568,386422,1018
3662468,406572,926
3633118,391072,1075
3642368,389922,1011
3635818,374622,1069
3635218,380772,1040
3638118,371072,1119
3657418,380672,1218
3655268,384322,1151
3624618,399472,1184
3630218,413372,1174
3653618,361322,1627
3622668,402022,1216
3622168,382322,1211
3647018,397222,937
3637718,361972,1377
3659918,405672,924
3634768,390372,1073
3629318,364422,1129
3624818,380372,1207
3643068,368622,1251
3621618,386372,1247
3655818,382222,1192
3644818,370972,1260
3623068,394372,1247
3656718,410922,881
3624618,403922,1218
3643268,384822,1028
3651018,385872,1300
3644868,372522,1161
3638168,401422,1007
3646068,374822,1155
3619718,409522,1371
3627418,414972,1222
3655018,393422,1121
3630918,413772,1159
3629568,378172,1109
3653068,405972,881
3632068,368122,1084
3646318,393872,961
3645918,400872,937
3641568,373472,1131
3655618,365172,1586
3651618,382472,1164
3634668,373072,1052
3622018,390872,1251
3625868,412872,1228
3629218,412872,1186
3654968,380272,1222
3622568,367922,1225
3647318,391122,996
3626068,387922,1242
3645718,398172,939
3653368,412972,929
3650068,382072,1194
3637168,398772,1014
3625268,376922,1201
3634968,370872,1059
3625868,361022,1223
3632068,406122,1132
3630868,404972,1132
3656668,388222,1077
3664868,371022,1377
3646518,373622,1186
3639418,398522,994
3636868,394222,1018
3634168,378072,1038
3650818,390422,1129
3628418,413472,1200
3619518,362022,1302
3661118,367272,1548
3638168,401922,1019
3625268,408722,1220
3660368,384322,1219
3626768,402672,1204
3633068,377272,1046
3645818,395522,953
3639318,399322,991
3620168,388572,1298
3622968,377222,1244
3633518,366272,1044
3646068,365672,1468
3623868,392572,1210
3638468,374022,1076
3660518,388872,1102
3633318,362522,1067
3625718,392422,1175
3649068,404122,919
3627518,377922,1135
3620968,380222,1269
3661618,384722,1160
3643168,362672,1631
3632018,396972,1133
3632768,414572,1142
3634618,392872,1052
3655068,371122,1671
3623818,406372,1231
3638668,379322,1058
3638468,373422,1099
3640568,364622,1404
3662418,391772,1080
3660718,410822,875
3648518,396422,954
3629568,377922,1105
3621368,370422,1247
3655518,373472,1505
3656918,378772,1265
3621168,410422,1328
3655868,373872,1488
3644668,373072,1156
3662968,367822,1510
3642418,376972,1076
3638568,388422,1157
3636168,410572,1096
3623468,405272,1248
3656668,399422,936
3643168,414672,1032
3636018,417122,1105
3645918,400172,935
3640068,396672,992
3647518,406922,944
3662618,372222,1431
3657368,385472,1121
3655018,415022,912
3651918,381522,1189
3646768,390822,1014
3640768,373622,1109
3643918,400422,947
3644018,399572,952
3634368,413672,1119
3635368,413822,1098
3643668,411372,1028
3632168,384672,1074
3633568,385622,1098
3648368,363422,1431
3633318,378372,1052
3631018,388222,1134
3628018,386922,1202
3623118,361422,1244
3639868,375572,1076
3663718,395072,1068
3638818,401872,1004
3659318,401072,952
3658768,364872,1527
3626368,371772,1166
3620818,379472,1282
3620318,389922,1291
3656168,391172,1069
3621118,378322,1288
3630268,408472,1146
3630318,369022,1091
3662818,392872,1084
3636068,408522,1082
3650418,401822,891
3660968,366472,1543
3651418,381472,1184
3662218,369822,1429
3631268,387972,1135
3620018,389972,1300
3658668,395572,99999
3659818,398622,975
3628618,364772,1145
3628968,413222,1186
3621518,412822,1297
3661768,401372,974
3656318,413272,908
3625018,382022,1187
3661218,379322,1286
3665218,376722,1285
3658118,374172,1724
3622818,383672,1212
3626418,396372,1177
3631968,398422,1077
3662868,395822,1041
3654818,392772,1250
3620068,382272,1277
3648268,387272,1082
3624718,374422,1183
3628218,365222,1148
3662318,372422,1408
3635668,391922,1041
3649018,377722,1213
3664368,368622,1460
3657818,388422,1064
3632168,383322,1065
3636068,394072,1029
3663968,361922,1546
3624468,373822,1186
3635918,391322,1082
3641568,411072,1036
3665018,363572,1522
3658018,408822,880
3648618,416322,977
3662518,372222,1417
3637268,360822,1571
3626618,392522,1173
3638968,397222,996
3626168,384272,1173
3658268,417372,897
3621568,402222,1244
3621668,376922,1271
3622668,361172,1250
3623168,361722,1245
3651118,410322,951
3651118,390622,1168
3656868,396272,989
3649418,395672,955
3627818,400222,1122
3635218,397922,1053
3656018,383972,1160
3645068,397472,946
3642618,413522,1042
3644268,378972,1146
3660368,407372,902
3631868,388772,1122
3632668,396422,1083
3641818,374522,1102
3652168,411672,939
3636768,379222,1003
3621018,386122,1258
3645418,362422,1514
3661218,369222,1498
3634168,401972,1100
3661018,404522,934
3624818,378972,1200
3636918,407772,1068
3652618,411372,936
3631068,404722,1144
3646768,402972,963
3629818,397372,1115
3648968,413672,971
3657418,406672,908
3646868,402872,952
3657218,369972,1568
3649968,384022,1247
3645918,392922,969
3664018,364272,1549
3642018,368422,1272
3624818,386472,99999
3636768,378972,1027
3661418,399322,972
3625718,384272,1170
3629068,407722,1161
3643118,379372,1069
3623468,413572,1270
3632368,366872,1067
3630768,362422,1107
3662118,379472,1281
3650018,377622,1206
3659218,376322,1486
3639968,386772,1004
3642818,414422,1033
3645068,416872,1017
3625568,378772,1186
3620268,385072,1288
3627318,403622,1192
3622868,383272,1197
3641518,409772,1030
3637968,380422,1009
3635468,415922,1113
3636268,417572,1112
3619468,371472,1300
3623768,404522,1244
3661318,399322,970
3662018,378222,1293
3635718,400472,1033
3664368,376572,1307
3634218,368172,1046
3659618,395272,997
3652218,374372,1465
3620418,375022,1298
3623118,407122,1255
3632418,366422,1067
3633718,381722,1029
3632318,364972,1067
3636718,412172,1096
3623268,373572,1225
3640568,413822,1068
3646168,407422,964
3632668,366572,1062
3628968,415472,1183
3665118,379722,1215
3657968,408472,897
3639268,396822,1002
3649068,367972,1491
3621068,379972,1284
3663418,390022,1091
3631268,376672,1053
3627268,406072,1196
3627068,360822,1236
3628418,416722,1194
3664068,382322,1177
3652618,414372,938
3627968,397622,1135
3661368,382422,1218
3619918,406222,1344
3658968,404372,934
3653618,394472,1011
3633168,385322,1088
3624718,407172,1213
3652668,408272,898
3663518,392072,1095
3622318,405922,1262
3619368,368022,1284
3652318,366672,1618
3625518,383972,1170
3650118,409672,954
3635768,416122,1101
3643018,369372,1213
3632868,392222,1078
3630318,416622,1167
3644118,387272,1045
3634768,383522,1053
3644018,397022,931
3639168,412722,1069
3665018,378672,1247
3654618,414622,920
3657318,362772,1599
3661568,383622,1190
3634518,401022,1083
3622768,411122,1317
3619518,377322,1335
3645768,366872,1375
3654118,389022,1142
3640118,368822,1187
3637068,369772,1095
3664918,364822,1566
3664918,374222,1331
3642818,361822,1652
3660668,392722,1072
3629668,375722,1095
3652818,368672,1666
3657018,409422,876
3653318,397222,959
3629168,372272,1119
3622768,382372,1205
3635468,400572,1042
3628068,414372,1212
3641268,412072,1044
3649318,409872,947
3653868,404472,887
3650068,390372,1073
3628318,372222,1118
3649068,404972,961
3636818,400922,1022
3636418,393422,1018
3652518,367572,1644
3620268,389222,1294
3639968,401072,985
3647468,375872,1183
3660418,387322,1155
3629568,393622,1146
3657768,382422,1189
3657468,365672,1508
3619468,400722,1258
3631968,389972,1109
3634618,392272,1055
3654318,414872,921
3654768,380672,1211
3652418,401872,911
3654518,416422,920
3623018,383722,1233
3643768,369272,1219
3622218,395022,1274
3647268,409172,961
3639918,376372,1078
3644768,394222,943
3664968,409872,903
3652668,388272,1194
3651618,391022,1248
3646418,384172,1102
3626368,371572,1151
3628318,384422,1216
3637718,415822,1082
3637618,391372,1086
3625468,375122,1167
3649668,377122,1220
3630268,389922,1153
3623018,379522,1230
3648968,411922,972
3636318,370622,1064
3633768,410222,1115
3637168,414722,1082
3661468,376472,1549
3641118,391872,1028
3657268,411772,891
3644218,407472,1001
3657318,392372,1031
3660068,390972,1035
3659568,376572,1482
3634668,398222,1062
3663718,412822,876
3651968,390522,1517
3652168,404122,900
3628268,412972,1195
3626318,413472,1223
3633218,362972,1066
3647668,404822,960
3648668,415922,974
3643968,406572,998
3649668,361422,1593
3654418,393572,1059
3648468,380172,1165
3632418,367822,1058
3640168,393822,986
3623318,394072,1237
3662868,388772,1085
3637818,376322,1048
3654568,417072,938
3628868,406572,1171
3620218,394422,1302
3655168,407872,874
3648968,416022,973
3638118,402722,1046
3640018,393422,996
3642868,398172,965
3621118,378172,1291
3648368,409172,970
3630668,396072,1237
3648268,404572,930
3661468,388472,1079
3632668,374872,1034
3659718,385722,1200
3646418,412122,987
3644118,379972,1153
