Northing,Easthing,Elevation
3663518,387322,1100
3624618,374722,1185
3646418,392622,972
3636318,363222,1139
3623268,407022,1249
3632718,366322,1061
3622718,363822,1250
3662318,411622,881
3619468,395422,1300
3660368,414872,882
3621618,398922,1235
3645918,403922,980
3640068,401522,989
3648118,404172,920
3644018,389372,1113
3631018,408322,1138
3642768,410072,1025
3657768,412622,875
3655718,395072,1013
3636318,406922,1060
3663768,392522,1104
3623168,407372,1258
3622268,411372,1327
3647168,406472,962
3654468,388522,1116
3624968,374322,1170
3647018,400972,931
3663518,365822,1558
3627468,373622,1150
3663268,375922,1382
3650168,366672,1572
3632318,381772,1047
3664018,417572,872
3655968,377572,1324
3650768,407072,927
3650318,369572,1495
3639968,397422,993
3622168,405272,1274
3659618,375372,1882
3635668,368872,1079
3665118,376522,1293
3663918,413872,867
3643768,411072,1025
3658218,389322,1050
3636068,400972,1035
3649568,407822,954
3655768,412322,911
3622618,375022,1225
3624168,413722,1259
3657168,401222,932
3631268,406522,1139
3661018,394872,1061
3630768,416272,1167
3637418,367872,1126
3664318,380122,1197
3644968,361522,1560
3628768,398522,1129
3632618,386022,1088
3649218,364772,1589
3640368,413572,1060
3658918,400972,971
3657068,413722,886
3620618,367322,1256
3632068,384972,1084
3645718,391472,1019
3649918,417322,964
3644668,387022,1043
3639318,384922,1003
3652168,386422,1186
3643818,380572,1103
3631818,377022,1063
3619918,369572,1278
3626018,387872,1238
3633568,365772,1046
3627518,375572,1130
3642868,409822,1017
3642768,394122,982
3646868,400922,934
3662118,383172,1181
3637418,407022,1067
3626318,408222,1197
3640568,408972,1033
3640668,389822,1094
3643218,361122,1625
3646818,379572,1137
3653768,374622,1508
3624118,380372,1217
3638418,370822,1096
3625968,374322,1159
3626868,361122,1226
3663018,363622,1582
3647968,401322,913
3658868,366222,1486
3632618,404822,1125
3653268,411922,932
3623068,392772,1255
3640568,393272,1001
3636618,409372,1082
3642218,410072,1025
3620268,372022,1277
3657618,379772,1262
3621768,394722,1281
3635918,409922,1093
3642618,407222,1019
3660868,370922,1433
3641168,363922,1631
3619818,413022,1349
3645118,375222,1138
3627468,369072,1157
3656568,406022,899
3661468,403522,955
3627068,410172,1199
3647018,396872,955
3630518,402972,1149
3660268,363772,1612
3626468,396222,1191
3658268,416672,905
3621418,388372,1277
3630618,396922,1229
3664268,371972,1348
3652618,367022,1609
3665468,395872,1076
3662068,368322,1483
3621668,381272,1255
3639718,375722,1069
3657468,384672,1131
3632768,396422,1078
3641918,408172,1025
3649918,368872,1516
3644168,372122,1158
3649668,376372,1248
3630168,397322,1127
3619918,399722,1257
3652068,372822,1401
3639068,398822,994
3659068,407722,904
3641918,371172,1182
3657168,387122,1097
3639468,408822,1044
3632468,378772,1065
3626018,376372,1186
3628218,370022,1114
3649318,388422,1086
3632818,372672,1044
3624718,393422,1182
3655468,392322,1145
3663318,371572,1371
3624818,411972,1245
3641068,402172,991
3644418,395272,926
3640268,365472,1329
3636268,402622,1068
3657968,392072,1059
3628468,373272,1126
3661418,367322,1539
3624268,368672,1195
3625218,405172,1224
3632518,401522,1113
3627268,381572,1148
3641818,370922,1201
3628318,408672,1168
3632668,415372,1154
3656568,417572,924
3642718,377972,1078
3660318,413622,870
3642868,410222,1026
3647668,415372,985
3663618,414922,841
3627918,408172,1172
3655918,367822,1617
3648718,408822,954
3655718,391072,1091
3648368,364372,1546
3643818,399572,952
3638468,416722,1080
3657768,365172,1504
3656668,410872,884
3627318,368672,1165
3663918,411072,891
3660218,371222,1409
3659768,408772,898
3656818,385422,1123
3648068,369272,1349
3661668,411622,864
3639268,366872,1252
3641068,363472,1711
3665718,381272,1223
3641018,397722,980
3619368,414022,1398
3632918,402972,1117
3652218,364972,1634
3639368,405422,1041
3635368,405922,1088
3647618,375072,1211
3624368,388672,1209
3659018,381322,1209
3623018,410522,1299
3621318,401072,1216
3643768,407022,1004
3655518,407472,881
3629568,395872,1184
3653418,378272,1254
3652668,387972,1203
3644318,364272,1610
3637268,362672,1262
3624468,409622,1236
3640218,408172,1034
3629968,409072,1159
3639018,412322,1067
3647018,366122,1368
3648518,361622,1559
3621668,367322,1242
3655268,410872,911
3622818,389622,1250
3640268,379322,1042
3635718,381722,1023
3640868,380522,1026
3654168,361322,1636
3630468,408122,1139
3656368,382772,1182
3660368,391472,1043
3649268,376422,1322
3645918,401722,949
3638018,401422,1010
3665218,364672,1535
3664118,387272,1107
3642018,399172,967
3643868,375722,1117
3640218,386922,999
3646268,412572,984
3657768,411472,897
3628218,407122,1173
3654468,374972,1472
3642568,388122,1107
3664368,363972,1560
3624868,407472,1215
3658418,378272,1303
3655368,416722,930
3627868,411622,1201
3637068,380572,991
3624318,408722,0
3633368,416772,1131
3660368,373522,1479
3649468,405122,949
3653968,363272,1605
3621768,396422,1272
3660218,416072,888
3647568,388672,1036
3659818,387572,1116
3662018,405322,936
3630068,394072,1111
3630418,373972,1073
3630668,409022,1145
3640468,374622,1094
3645168,405422,991
3648368,412972,972
3640618,383972,991
3643568,411072,1032
3642268,366922,1326
3645768,389772,1087
3634618,395422,1045
3648268,416772,978
3640618,398872,978
3638318,380872,1001
3649868,413822,960
3639068,382272,998
3654468,365322,1623
3642118,412922,1044
3631568,364372,1095
3631268,361422,1125
3641768,389422,973
3657318,411672,897
3658018,403572,0
3630218,401122,1131
3657418,412772,882
3660418,376172,1631
3632668,401872,1117
3624518,378122,1218
3620818,370022,1267
3638868,416922,1072
3650918,369172,1575
3636218,402922,1066
3636418,380222,996
3660368,382622,1176
3663918,364322,1552
3651218,378222,1218
3654368,402622,909
3662568,395822,1028
3646368,408972,987
3664968,413922,868
3650468,384372,1213
3635168,407822,1095
3659068,381972,1184
3637068,413822,1089
3640368,410272,1041
3650918,400172,924
3633768,391822,1065
3662268,400222,997
3666018,361572,1
3645068,408272,977
3665868,416672,835
3641418,394422,982
3636518,408572,1075
3652768,377672,1267
3642568,375672,1106
3641218,378372,1053
3658918,417022,889
3664318,394322,1089
3637918,371822,1117
3641718,400972,963
3657518,370572,1530
3651818,363922,1623
3633068,381622,1051
3652668,362322,1631
3649368,381172,1190
3626818,384272,1194
3629168,374972,1095
3636518,409322,1084
3641168,409172,1032
3658418,393722,1010
3632218,376172,1047
3660068,400122,967
3637168,374022,1061
3654268,373572,1554
3646018,397222,926
3634768,367222,1059
3656968,401872,931
3634968,397972,1057
3660868,409272,894
3663168,395322,1100
3620868,395822,1293
3664368,410472,894
3648268,368972,1364
3623918,402422,1202
3659268,401172,951
3665918,389422,1210
3619418,387672,0
3628868,388822,1216
3641768,411372,1039
3649568,416672,959
3622968,400072,1197
3632518,373022,1050
3623868,394822,1236
3630368,399422,1109
3625168,402172,1174
3635568,366872,1086
3624168,361072,1239
3653468,409522,904
3648868,383422,1390
3641218,411072,1033
3657468,398322,948
3636468,391072,1096
3646518,385622,1076
3620268,391772,1307
3665468,413272,875
3621118,416572,1342
3649818,381122,1193
3656868,390922,1051
3620468,392072,1304
3638268,361022,1582
3623718,413522,1268
3623568,392522,1241
3632318,411572,1148
3660168,396772,1007
3635218,374722,1051
3642868,391822,982
3623818,363522,1236
3653318,369222,1693
3631418,406172,1144
3625218,378872,1188
3633968,370572,1033
3623818,385172,1204
3639818,373172,1125
3631018,407772,1131
3633118,373322,1044
3625568,370022,1165
3624518,409272,1235
3662868,389822,1081
3662018,365922,1579
3640268,416972,1051
3657718,394872,1062
3630968,408322,1137
3652068,400722,913
3653418,378572,1248
3654718,389222,1118
3657618,368522,1559
3648018,383422,1248
3629368,364522,1126
3634018,363972,1054
3649718,370622,1352
3647068,393372,975
3619368,382572,1269
3642518,415422,1035
3649068,414922,969
3620668,390172,1283
3619618,415972,1383
3638918,371472,1133
3640368,369522,1197
3651418,365722,1581
3638268,375672,1060
3640668,406072,1030
3620068,403672,1269
3648168,402272,944
3663968,411672,887
3664468,363022,1536
3632668,416772,1141
3657368,364722,1550
3639768,377522,1061
3648968,387022,1109
3659918,372922,1479
3652168,360922,1611
3653068,370372,1700
3657218,400072,935
3619418,402822,1315
3658968,379522,1260
3664368,369372,1432
3638868,373472,1097
3644268,374422,1134
3621018,370422,1258
3648218,377372,1192
3640668,363122,0
3648968,382072,1233
3631368,415872,1166
3661218,381622,1191
3646218,375022,1149
3664218,382722,1226
3650668,405422,904
3638418,397372,1002
3649068,385572,1219
3620818,401372,1224
3639768,368072,1258
3662118,373122,1354
3639868,367622,1306
3629868,367122,1115
3648968,409472,947
3642468,379922,1044
3621068,409922,1332
3654368,385272,1127
3663018,388072,1080
3623068,394272,1243
3647418,361722,1575
3633868,383122,1052
3624718,374022,1183
3624818,379672,1202
3635418,384872,1095
3638368,371472,1125
3631368,414872,1148
3660768,390072,1047
3658818,406072,921
3646418,375322,1148
3664668,404322,965
3647168,393822,959
3623018,403472,1249
3639268,378122,1054
3638918,371572,1133
3640268,408272,1033
3662668,388972,1078
3637618,408522,1066
3665018,415922,844
3643318,395522,947
3656568,377922,1300
3652968,398622,939
3665918,395672,1088
3639518,392072,1046
3645318,396572,931
3655718,369072,1658
3628668,409122,1169
3625968,403622,1204
3640768,406222,1028
3642418,410172,1029
3635818,367922,1091
3628918,369672,1118
3644968,404572,976
3665268,393522,1125
3637118,398872,1015
3639118,362722,1611
3641368,362222,0
3648768,386422,1126
3651518,373422,1344
3625618,416822,1260
3638368,379772,1014
3623568,384022,1223
3655268,374072,1495
3631018,395622,1196
3619868,361022,1301
3623518,408172,1240
3653518,382722,1151
3664118,416772,856
3662768,364272,1625
3639668,414222,1073
3640668,400072,980
3641368,378272,1059
3647418,382172,1307
3621068,395022,1292
3646018,361972,1589
3621468,377322,1285
3658968,411872,881
3641768,395922,967
3640368,393372,993
3628268,402272,1171
3624818,386422,1182
3636918,403772,1059
3639968,375672,1071
3659868,365722,1546
3660218,415222,871
3654068,378872,1249
3658768,409322,881
3665318,376022,1283
3649868,382822,1229
3660518,398222,1001
3653718,408472,888
3639768,383722,1003
3630168,384872,1121
3627168,373722,1153
3652668,383672,1147
3627168,397122,1142
3636718,397772,1023
3647268,377322,1157
3651818,392672,1056
3638168,414972,1091
3636218,400422,1023
3629368,368572,1103
3662068,412322,874
3661068,385022,1165
3642218,387222,1053
3625268,367822,1189
3644868,397772,946
3655818,416572,926
3649468,394072,981
3619818,384322,1246
3642318,363822,1671
3629968,394422,1149
3651868,372022,1421
3622368,375672,1248
3635918,367322,1092
3645768,386872,1047
3657818,365772,1494
3631168,386572,1132
3657318,397922,966
3658868,395572,997
3623518,375522,1211
3658668,402822,945
3634868,409722,1099
3637018,372672,1096
3659868,417172,892
3635118,411722,1113
3645718,362872,1542
3646118,407822,965
3657518,406822,907
3622068,393972,1243
3627918,405522,1182
3638518,376222,1055
3640718,408272,1033
3620518,364672,1264
3635568,372572,1071
3650168,401522,892
3646318,384572,1086
3666018,396822,1
3630018,378422,1106
3651168,405972,912
3661468,416222,874
3662868,385072,1127
3632118,394372,1097
3620118,373422,1282
3641468,395422,985
3657368,369422,1575
3623218,365022,1231
3629868,364972,1108
3641118,368272,1294
3623768,361572,1227
3658618,361272,1601
3640468,378722,1033
3619868,369922,1285
3642468,394172,984
3634168,415122,1132
3639218,414272,1079
3639718,407922,1034
3658168,416722,906
3653118,371922,1500
3654518,401472,917
3665718,383422,1212
3659268,413022,891
3621918,402672,1244
3641818,410872,1032
3649068,373422,1256
3627568,371072,1122
3657418,382922,1168
3662668,379122,1248
3643518,371622,1243
3640168,396122,996
3665468,403672,988
3638818,375322,1067
3632368,379972,1063
3621968,371172,1246
3626218,408722,1202
3640168,382872,992
3659068,393672,1019
3627968,371872,1120
3662318,410872,888
3659768,366522,1509
3624268,361622,1217
3654918,365572,1619
3642468,406472,1019
3622118,378472,1258
3632968,417422,1129
3648418,402922,929
3630168,364572,1107
3657768,362322,1609
3664068,391322,1127
3639618,395572,999
3640568,365472,1361
3664768,385172,1227
3658468,382422,1178
3625318,406822,1210
3640118,381172,1031
3619968,378822,1298
3624118,407772,1230
3653568,366022,1630
3658718,363422,1570
3622818,366722,1221
3648268,384272,1173
3648618,388522,1068
3649468,361622,1589
3665068,374222,1322
3644718,414772,1011
3621068,416722,1333
3624218,399072,1189
3625868,368822,1174
3642718,380672,1049
3644918,374922,1145
3652818,378472,1256
3646568,390822,1016
3621918,375872,1256
3651618,368622,1697
3646718,378572,1140
3642118,405472,1016
3639168,385472,1024
3628468,368472,1118
3649968,389022,1106
3661318,376022,1778
3651718,372322,1403
3655768,389072,1080
3620918,391372,1283
3620518,412922,1319
3650618,370922,1414
3664968,399222,1042
3627918,414922,1217
3665218,380572,1225
3646318,415922,997
3626868,414522,1225
3636318,387222,1177
3654168,408272,884
3650168,383072,1211
3658368,413972,898
3638218,404872,1056
3622468,367672,1226
3626818,413322,1217
3622668,368722,1218
3635518,412022,1107
3654118,407522,879
3639568,398972,992
3640918,397022,978
3619668,379822,1287
3661768,372222,1389
3631018,361672,1120
3625618,364722,1218
3643318,399972,957
3650518,404222,902
3648368,380772,1186
3644918,396872,942
3650218,402722,934
3654318,387772,1111
3640368,373372,1111
3650368,406172,921
3625918,403722,1197
3643518,377472,1082
3641418,385922,992
3625568,413822,1238
3656768,382772,1181
3630318,403672,1152
3620518,384572,1268
3650918,394522,997
3664818,413072,876
3651368,407972,916
3662168,364522,1625
3637018,387372,1192
3651918,375322,1388
3624568,366972,1199
3642668,413222,1047
3658718,396622,970
3657668,411972,891
3628818,386972,1189
3636618,367572,1108
3660368,377872,1333
3665668,377622,1248
3622418,387272,1233
3630368,389272,1161
3620368,366322,1253
3636168,415422,1093
3647168,368622,1339
3631518,400172,1138
3644968,402122,964
3664868,374472,1324
3662218,392422,1069
3661518,376022,1724
3653168,410522,931
3635218,401572,1052
3634468,366672,1086
3665568,385722,1201
3633068,387072,1109
3635168,371572,1070
3650968,400322,918
3661518,417422,886
3637118,403772,1055
3664168,374622,1327
3660768,387372,1143
3655118,366822,1613
3619618,368872,1275
3653918,395872,986
3652068,410572,941
3648218,397822,912
3664918,394972,1066
3625118,384022,1188
3660618,401222,967
3648368,395522,962
3640618,383372,999
3623768,408322,1236
3637568,378172,1028
3642468,396222,971
3627518,371272,1131
3626618,375322,1142
3660018,410022,889
3661718,380672,1215
3641868,404772,1015
3664068,410472,897
3626668,405172,1203
3653118,407422,881
3624818,384672,1222
3661168,363572,1612
3635818,400622,1033
3659368,394822,989
3623818,365672,1217
3646168,411572,1001
3632668,371722,1044
3632518,362272,1090
3649718,415522,962
3652218,402272,894
3646768,416822,991
3633968,374222,1015
3656668,413822,888
3662718,378672,1268
3630568,412872,1171
3644518,364522,1609
3659368,403822,939
3644418,394472,930
3632018,414322,1146
3631568,396222,1158
3634018,373372,1018
3656318,373422,1633
3649818,377272,1213
3663518,378322,1282
3643968,399822,949
3633968,397372,1059
3629668,404472,1158
3642118,404172,1002
3629368,398022,1100
3660768,367722,1524
3642418,384772,1026
3623618,391272,1216
3642018,378322,1067
3628718,402672,1173
3653218,372672,1566
3651068,404622,894
3645568,387022,1039
3654368,381972,1207
3627168,396422,1176
3628268,366572,1138
3642268,373922,1111
3660418,400522,963
3652618,395072,999
3653368,412122,930
3633668,409222,1119
3651418,375772,1299
3654018,405022,891
3651068,403922,910
3665118,381272,1221
3628068,413022,1202
3660418,379922,1225
3658068,410872,873
3642218,362522,1678
3624018,407322,1230
3630668,415222,1163
3631468,406122,1140
3661918,378772,1277
3627418,395622,1146
3665918,366172,1502
3641968,370122,1195
3620568,403972,1266
3655318,406472,884
3647818,394722,953
3646218,384422,1085
3622218,383072,1226
3652318,391522,1194
3639118,378822,1034
3642068,403222,1024
3635068,367472,1073
3658868,384272,1137
3649168,365122,1574
3657168,407972,880
3656768,406972,892
3625118,400922,1180
3648568,403672,907
3635118,388922,1099
3629518,386622,1155
3626218,365172,1207
3662918,416672,876
3634368,375872,1032
3645368,395722,952
3653768,403822,899
3645468,398972,943
3650068,380022,1182
3657218,416272,911
3638968,415272,1070
3665068,388572,1160
3657318,404172,927
3649518,411372,967
3639518,367322,1302
3638068,372672,1120
3638918,411472,1064
3662968,375022,1391
3630068,361672,1135
3651718,368272,1707
3637018,416222,1096
3619618,376372,1318
3663168,369322,1425
3646968,403472,971
3622868,371722,1227
3620818,400972,1224
3642918,384722,1033
3658068,397372,959
3642568,403772,1008
3665768,399622,1052
3652918,413022,933
3644468,361222,1561
3629068,402172,1166
3660668,391022,1043
3639718,381622,1024
3627268,402322,1191
3647268,396872,930
3632818,401372,1112
3629368,385322,1127
3646768,416022,992
3619418,374122,1290
3661768,397072,1000
3632068,392422,1095
3642468,408222,1020
3636218,370822,1074
3660368,373872,1544
3659818,361572,1604
3626718,369372,0
3628818,414372,1198
3649918,386472,1179
3641468,380072,1053
3655568,386522,1115
3648318,407472,959
3662118,383122,1183
3639068,395322,1014
3643068,399522,955
3627018,366172,1160
3625368,400572,1175
3653118,411422,933
3651268,369822,1596
3649968,406872,0
3626718,371072,1134
3639418,388572,1160
3650418,362822,1550
3620118,401222,1238
3660668,415122,878
3643518,410922,1029
3662668,394222,1141
3634318,372972,1052
3632768,386222,1088
3624368,409422,1241
3662968,368722,1447
3649168,370922,1295
3635018,401822,1081
3643768,392122,1006
3633518,364822,1051
3629868,413522,1181
3648818,388122,1074
3619718,384022,1288
3628768,389672,1225
3621968,412822,1294
3644818,410022,0
3647518,378322,1158
3645568,389122,1061
3653768,378522,1255
3657168,383822,1155
3628068,382272,1133
3641318,403222,1031
3626368,405772,1205
3645168,367222,1339
3627868,410272,1196
3641518,363322,1726
3621968,374022,1254
3645768,414822,1005
3652768,413422,935
3631968,385122,1086
3619368,384622,1260
3634668,388972,1119
3652318,375222,1454
3640518,401722,984
3659768,391022,1036
3656518,381272,1205
3640118,409872,1039
3644518,363622,1544
3625868,389672,1243
3637468,367722,1132
3650718,405622,909
3658568,371622,1438
3620018,380922,1286
3627018,413022,1214
3637068,381672,1005
3626568,380922,1149
3636118,373422,1073
3662668,368522,1479
3636418,408472,1072
3658468,395622,1012
3658668,387672,1091
3665318,380622,1228
3643018,361922,1628
3633068,387172,1112
3642568,364522,1673
3629518,377472,1089
3629268,390222,1220
3623468,373572,1219
3648118,366972,1399
3644868,373472,1159
3662718,370272,1425
3634018,380872,1053
3622518,415772,1305
3644868,377172,1099
3655668,369022,1640
3656468,415972,913
3651318,369072,1585
3651718,395672,978
3661968,363972,1638
3655568,373622,1483
3663268,406372,926
3651718,395172,988
3629818,417522,1193
3653518,399822,968
3623068,391722,1237
3635418,398872,1036
3650018,376172,1242
3638068,373222,1158
3649468,394522,974
3641718,402972,1014
3651168,374372,1322
3659568,365672,1531
3656418,365122,1560
3639568,369222,1159
3658268,375222,1570
3621518,415872,1334
3622868,379572,1240
3628968,370422,1105
3622818,365372,1232
3623768,374922,1210
3633768,400272,1089
3646318,387422,1053
3638068,403122,1057
3638318,372822,1153
3661068,374722,1537
3647518,406072,945
3648518,389172,1049
3631118,387472,1135
3648918,391172,1013
3631018,387072,1133
3650118,373622,1284
3627568,408972,1179
3653818,362872,1606
3643468,390822,1005
3638868,370172,1115
3660818,410172,883
3629718,412422,1186
3664118,373622,1344
3626068,405372,1210
3651118,397372,947
3626768,404472,1197
3635518,385772,1135
3626518,387922,1288
3632518,388122,1107
3631518,398022,1074
3622318,375372,1246
3624918,378422,1194
3640868,363372,1714
3624918,401122,1173
3633168,402922,1114
3626618,400672,1148
3657768,377922,1306
3620368,375872,1288
3641868,382122,1022
3661918,361322,1599
3661518,374522,1463
3626668,364822,1167
3631768,364422,1092
3651768,415872,946
3647168,389822,1039
3628268,390772,1246
3637618,407772,1061
3639618,377372,1065
3653318,402572,902
3653668,405822,877
3640618,363272,1743
3648518,402872,930
3652818,415672,934
3623018,406822,1249
3633918,407972,1106
3620018,398672,1266
3647968,403322,926
3634918,367672,1070
3652018,376572,1277
3658218,413172,894
3643618,363422,1628
3663968,416672,858
3639018,394172,1006
3653868,416072,924
3661368,374922,1533
3636268,415272,1094
3619618,412722,1358
3651768,401672,910
3665068,405422,955
3664668,390222,1138
3626318,372822,1176
3654118,391972,1348
3656968,414722,908
3648318,376622,1273
3625368,373722,1187
3635568,386372,1161
3664118,390372,1123
3660068,374922,1905
3651518,406122,902
3660218,365972,1562
3643818,393222,951
3641318,413372,1053
3637668,409472,1071
3663568,400322,1012
3643418,376522,1097
3657618,416222,906
3627868,398122,1171
3646768,412672,981
3654268,396522,966
3630268,395522,1190
3634118,399922,1075
3628968,370372,1103
3665268,387722,1126
3651218,401272,914
3634668,371472,1065
3650718,386272,1337
3658118,383822,1139
3655518,383022,1167
3658018,405472,921
3630118,372872,1093
3628868,407522,1161
3629418,416572,1178
3632768,365572,1067
3644018,370572,1249
3660218,380472,1216
3656368,402822,910
3637168,416572,1095
3619468,417172,1353
3625268,371972,1191
3623368,367822,1212
3649218,400572,898
3640818,392222,1041
3645268,397722,943
3626468,403172,1208
3619468,369322,1292
3636418,408672,1074
3623218,403722,1243
3652768,383522,1160
3621518,417022,1327
3664368,386222,1131
3651718,370972,1537
3642368,386872,1041
3654918,388222,1113
3648568,368822,1369
3657418,366122,1524
3645918,404772,955
3664968,410122,899
3651918,368822,1676
3648118,367572,1383
3649718,383722,1300
3661368,365822,1563
3640668,375372,1085
3650718,377572,1221
3640968,376222,1089
3631968,379722,1068
3639918,378822,1025
3628968,387772,1187
3650768,414772,958
3637418,373222,1158
3662168,363072,1656
3626718,405872,1198
3639918,362472,1649
3631268,375472,1061
3636968,385572,1107
3623418,408522,1250
3659768,391872,1027
3634968,365872,1094
3653918,403122,903
3657168,400522,934
3641168,415172,1046
3622268,361072,1258
3623968,403522,1231
3629118,413472,1190
3631968,381622,1052
3635968,405372,1079
3641468,414822,1045
3640718,390722,1073
3643668,409572,1015
3623018,396472,1255
3625368,390672,1216
3623018,402272,1219
3628518,412022,1199
3647768,398472,914
3636268,406472,1076
3662318,405972,933
3640318,371272,0
3626918,398422,1158
3646268,363272,1531
3624718,372372,1199
3630918,394972,1160
3639168,379222,1030
3657918,381472,1192
3633318,362372,1068
3648968,409222,961
3650068,412472,958
3629868,398922,1100
3625668,368822,1174
3637418,397172,1008
3652618,411222,939
3625218,367572,1189
3645368,362272,1522
3647518,408922,953
3644668,379872,1228
3649068,397272,922
3659968,384272,1216
3658268,379522,1250
3625918,374622,1153
3629568,396472,1135
3651218,396422,964
3632118,364922,1070
3659618,413422,887
3629968,372572,1097
3633068,396822,1071
3631818,367222,1099
3625668,378422,1183
3641918,381372,1018
3665318,394572,1101
3651568,413372,939
3654318,389922,1134
3638818,399822,995
3645068,416022,1009
3637668,391722,1069
3623468,389922,1230
3625218,363172,1195
3655918,408522,871
3650468,414172,958
3640118,416372,1053
3655568,385272,1140
3651418,392222,1050
3626668,375572,1152
3632768,362772,1084
3651618,373872,1363
3630868,382672,1083
3631418,401722,1135
3652468,380422,1197
3657668,382772,1177
3640868,391672,1042
3643768,385072,1032
3645518,410372,1005
3653168,407122,881
3641068,395472,986
3648968,382022,1229
3646918,384772,1104
3620568,395972,1284
3645168,385622,1053
3622618,416622,1299
3623118,371922,1218
3633168,385472,1085
3665818,386272,1162
3664168,416672,856
3623568,363522,1243
3620918,379072,1274
3643568,407622,1004
3637818,402172,1034
3644368,417272,1017
3645418,380872,1260
3650968,384072,1186
3646418,401622,940
3649818,392022,1017
3641818,403022,1013
3645868,400272,932
3646768,411122,998
3649018,412672,960
3632818,389422,1097
3643318,367122,1307
3619368,405222,1316
3623418,389422,1229
3637468,414822,1098
3635168,382972,1039
3629368,417522,1206
3651318,411922,949
3647118,383272,1167
3633118,411022,1140
3648018,405872,928
3655368,416922,934
3634568,408372,1099
3638568,362472,1498
3630468,375572,1081
3650868,409822,952
3649218,371972,1268
3661618,383822,1179
3639218,408822,1045
3641168,388772,1013
3626818,365972,1163
3657718,375072,1487
3661718,384922,1133
3626618,402172,1197
3627568,404472,1172
3644668,410322,1011
3644668,380672,1182
3632368,382322,1062
3628218,372372,1119
3646768,370272,1232
3646268,382222,1190
3659018,378622,1302
3635618,410722,1100
3665368,368122,1449
3638718,397072,1004
3630018,396872,1163
3665418,394822,1087
3642918,400172,960
3640218,387872,1078
3633068,403922,1121
3640968,398122,976
3663168,377472,1317
3628968,387522,1193
3641918,404222,1006
3624768,414322,1258
3654218,394072,1029
3656318,368972,1641
3662418,386972,1097
3620468,365822,1255
3654718,415172,918
3652268,411372,939
3643068,361722,1641
3654218,411972,922
3643168,379922,1067
3644318,371572,1184
3626168,361722,1211
3634218,361422,1069
3619668,361672,1311
3651518,375172,1317
3619518,402222,1292
3658368,377722,1342
3647118,371422,1236
3626468,408622,1194
3623818,415572,1290
3653468,403372,894
3649718,361172,1583
3631168,416222,1170
3634818,414022,1111
3622618,416672,1296
3645068,389522,1093
3631068,404272,1142
3639168,414572,1070
3620818,414272,1312
3663368,410272,898
3633968,406972,1104
3622668,417022,1295
3661368,396222,1020
3638818,384022,990
3624368,368272,1194
3653068,402372,893
3641168,399772,976
3661418,387172,1130
3654718,397822,942
3623218,398272,1208
3655418,362922,1579
3654218,364572,1591
3637868,396772,1016
3633768,376872,1037
3647018,389722,1051
3651568,389372,1382
3654368,384222,1149
3621518,407422,1280
3635968,379722,997
3639718,382722,1020
3655268,378222,1304
3650168,404572,900
3664118,370972,1375
3655368,407622,877
3665268,373372,1338
3640268,407172,1036
3630068,398922,1099
3662718,405572,938
3643568,416672,1019
3653318,386972,1133
3652718,396472,969
3634318,388022,1105
3640718,376822,1080
3623518,412722,1268
3649618,403472,900
3628518,371122,1114
3650018,414822,964
3632568,385472,1103
3624518,383972,1197
3645868,389222,1052
3648268,367622,1391
3648918,375372,1362
3639468,375072,1080
3627268,370772,1133
3649268,413122,963
3638018,388622,1160
3655218,392972,1221
3627018,409472,1194
3652668,374722,1434
3644018,413822,1017
3638018,400822,1003
3655818,367672,1620
3640518,377372,1074
3636118,377722,1007
3658168,401322,944
3663568,410672,891
3634768,378022,1031
3654218,372272,1584
3666018,382172,1
3635318,407072,1082
3664818,412322,883
3663868,412422,879
3639718,398422,989
3640268,383422,988
3623518,374922,1216
3621668,399272,1224
3658218,410022,868
3624268,371472,1191
3635918,400572,1031
3646618,390822,1013
3626568,405172,1204
3622968,384822,1235
3633868,364122,1057
3632718,403422,99999
3659668,394022,1009
3651268,390472,1292
3643468,383522,1036
3630018,403672,1158
3642818,415522,1030
3635668,395372,1034
3625418,410172,1228
3642568,404422,1005
3625018,360872,1232
3626918,365122,1161
3625268,407722,1204
3644468,369922,1227
3639418,415572,1059
3662218,360922,1586
3651768,406422,918
3627668,362472,1199
3633268,388222,1105
3633918,401022,1107
3634518,406272,1096
3644618,394272,945
3656268,374572,1429
3649568,399672,921
3632218,368022,1090
3627368,376372,1128
3630668,397522,1123
3631918,375072,1050
3639918,375922,1066
3660718,411222,878
3621568,412722,1299
3622968,410972,1305
3631118,388072,1138
3628168,397372,1124
3633818,386922,1123
3636768,384322,1038
3632718,374322,1036
3649568,373272,1271
3663118,405172,942
3649468,375072,1296
3660168,407372,907
3621918,397622,1230
3639818,379922,1026
3651368,366072,1562
3647768,410572,984
3632218,372272,1052
3623418,377472,1236
3636668,409572,1081
3633418,375422,1029
3662018,389372,1066
3640118,398172,988
3640918,392022,1040
3621168,373572,1242
3654018,406222,880
3641368,370322,1196
3661218,384072,1185
3638318,416922,1081
3659768,407522,909
3640168,394022,992
3637718,362472,1285
3638018,388022,1158
3636768,411422,1085
3657718,405672,918
3653768,381122,1182
3634018,407022,1103
3630718,410922,1160
3654718,410622,902
3624318,406022,1224
3619618,408922,1357
3621268,391422,1271
3628018,372122,1120
3655018,397572,946
3654018,399922,928
3652168,389222,1263
3643268,385722,1015
3661318,388522,1136
3661318,371622,1433
3643718,371222,1203
