,depth,badhole,vsh,comp_ephi,sw,sand,res,pay
67,4633.5,0,0.3838735714285714,0.08862293222943719,0.5361951447815092,0,0,0
68,4634.0,0,0.3865092857142857,0.09221745755411254,0.5222775233062079,0,0,0
69,4634.5,0,0.3670357142857143,0.09571431926406922,0.5060711863374255,0,0,0
70,4635.0,0,0.32345214285714285,0.1023573527922077,0.48800116251195674,0,0,0
71,4635.5,0,0.36077357142857147,0.09434386253246757,0.5195778137630509,0,0,0
72,4636.0,0,0.41814142857142855,0.08820137216450218,0.5123008326196927,0,0,0
73,4636.5,0,0.5145821428571429,0.07811357673160169,0.5685327806008591,0,0,0
74,4637.0,0,0.5433285714285715,0.07856203419913418,0.6030724739804123,0,0,0
75,4637.5,0,0.5007978571428572,0.08835697296536799,0.5451059350956511,0,0,0
76,4638.0,0,0.43419642857142854,0.09754380140692648,0.5081691006985111,0,0,0
77,4638.5,0,0.4063764285714286,0.09374587837662339,0.5054161525486304,0,0,0
78,4639.0,0,0.42306857142857146,0.08487643480519481,0.5388273501043678,0,0,0
79,4639.5,0,0.49152500000000005,0.06749498712121202,0.640202424363141,0,0,0
80,4640.0,0,0.5451714285714285,0.0600551021645021,0.6263628397831135,0,0,0
81,4640.5,0,0.5396078571428572,0.06391153145021639,0.6843428657378098,0,0,0
82,4641.0,0,0.48211428571428566,0.08615408831168822,0.5752647955705871,0,0,0
83,4641.5,0,0.3919407142857143,0.10292391668831163,0.5283428088060209,0,0,0
84,4642.0,0,0.3353742857142857,0.1083123846753247,0.4978805744002417,0,0,0
85,4642.5,0,0.3149735714285714,0.10153151707792202,0.5276474006390355,0,0,0
86,4643.0,0,0.34222785714285714,0.09046686054112554,0.599690166340117,0,0,0
87,4643.5,0,0.4025028571428571,0.07358173402597397,0.661935067175181,0,0,0
88,4644.0,0,0.4549857142857142,0.06194746623376617,0.6283311590204761,0,0,0
89,4644.5,0,0.46658214285714283,0.058574364610389604,0.6301591120869866,0,0,0
90,4645.0,0,0.4387628571428571,0.06801424251082246,0.5472402908471466,0,0,0
91,4645.5,0,0.4076085714285715,0.0715009687445887,0.5050006899655584,0,0,0
92,4646.0,0,0.3911414285714286,0.08205649337662335,0.4516734832536943,0,0,0
93,4646.5,0,0.3503392857142857,0.08914180573593068,0.39924008912858255,0,0,0
94,4647.0,0,0.3021192857142857,0.09074020997835501,0.3839292382298733,0,0,0
95,4647.5,0,0.26247857142857145,0.09029286601731597,0.3889465585899958,0,0,0
96,4648.0,0,0.2804,0.08461518787878788,0.40919186231864496,0,0,0
97,4648.5,0,0.2850364285714286,0.08588557474025976,0.39177678166882207,0,0,0
98,4649.0,0,0.292375,0.08790385227272732,0.3680582102987166,0,0,0
99,4649.5,0,0.2642528571428571,0.09093280220779221,0.34508806649055096,0,0,0
100,4650.0,0,0.24848857142857145,0.09512535177489173,0.34655633003980324,0,0,0
101,4650.5,0,0.24578714285714287,0.09380617112554113,0.3605687481563251,0,0,0
102,4651.0,0,0.26247857142857145,0.09464286601731599,0.37641093121291286,0,0,0
103,4651.5,0,0.26086499999999996,0.09699147257575749,0.3738005874800701,0,0,0
104,4652.0,0,0.2562285714285714,0.10223926753246751,0.36681923644417147,0,0,0
105,4652.5,0,0.29693214285714287,0.0973434873376623,0.42145070476239843,0,0,0
106,4653.0,0,0.3551121428571428,0.09613823097402589,0.4407350512723266,0,0,0
107,4653.5,0,0.3857135714285714,0.09328600859307357,0.4580626623722651,0,0,0
108,4654.0,0,0.4015757142857143,0.09095855017316018,0.47881322377235175,0,0,0
109,4654.5,0,0.41548500000000005,0.0883575895454545,0.5016636987743534,0,0,0
110,4655.0,0,0.4667085714285715,0.08520149298701293,0.5261355720435803,0,0,0
111,4655.5,0,0.4449314285714286,0.09377368640692642,0.4902641461369596,0,0,0
112,4656.0,0,0.4116657142857143,0.09859813411255405,0.457243726227667,0,0,0
113,4656.5,0,0.34459357142857144,0.1018938461688311,0.4210552717355598,0,0,0
114,4657.0,0,0.3264964285714286,0.09989067716450215,0.4141150077558809,0,0,0
115,4657.5,0,0.3421435714285714,0.096879077987013,0.4380587617779919,0,0,0
116,4658.0,0,0.3542828571428571,0.10117256251082252,0.4551450317302706,0,0,0
117,4658.5,0,0.3567692857142857,0.10679396603896107,0.4354464678278521,0,0,0
118,4659.0,0,0.30576714285714285,0.11053956324675321,0.3864265100226453,0,0,0
119,4659.5,0,0.29371214285714287,0.10531567945887446,0.41598240334563863,0,0,0
120,4660.0,0,0.2865885714285714,0.10204820935064937,0.4585443874667172,0,0,0
121,4660.5,0,0.31524928571428573,0.1010817672510822,0.4448258721803411,0,0,0
122,4661.0,0,0.3235957142857143,0.10225382471861463,0.4423883721948541,0,0,0
123,4661.5,0,0.3050492857142857,0.10339508240259737,0.4289603285804675,0,0,0
124,4662.0,0,0.29957142857142854,0.10005277489177489,0.4111200082183449,0,0,0
125,4662.5,0,0.2970892857142857,0.09723999512987008,0.4501292919097765,0,0,0
126,4663.0,0,0.3221264285714286,0.09188670413419908,0.5010738124368943,0,0,0
127,4663.5,0,0.35551,0.09123122818181811,0.48876862120966547,0,0,0
128,4664.0,0,0.3728285714285714,0.09689350389610386,0.4486805817912813,0,0,0
129,4664.5,0,0.407035,0.09881954863636364,0.4409147496885112,0,0,0
130,4665.0,0,0.42650857142857146,0.08850450510822513,0.4687593671879715,0,0,0
131,4665.5,0,0.47472857142857144,0.07159246450216449,0.5097150420561712,0,0,0
132,4666.0,0,0.489365,0.06429254833333328,0.5193086749692802,0,0,0
133,4666.5,0,0.45412714285714284,0.07637135354978358,0.47322188979563834,0,0,0
134,4667.0,0,0.37623285714285715,0.09472395190476184,0.4276510017455075,0,0,0
135,4667.5,0,0.3338814285714286,0.09891601519480522,0.4114760421664798,0,0,0
136,4668.0,0,0.29477714285714285,0.10460717021645022,0.37417583651016384,0,0,0
137,4668.5,0,0.2753035714285714,0.10681312283549783,0.3571528659521764,0,0,0
138,4669.0,0,0.2538985714285714,0.11484475268398267,0.3258028867650468,0,0,0
139,4669.5,0,0.2586928571428571,0.12057217554112551,0.31195637820545563,0,0,0
140,4670.0,0,0.2930035714285714,0.12091412586580084,0.33192483629547476,0,0,0
141,4670.5,0,0.3542828571428571,0.11378922917748913,0.34544085109303846,0,0,0
142,4671.0,0,0.4664878571428572,0.09541797508658004,0.3784343190874901,0,0,0
143,4671.5,0,0.5527278571428571,0.07904357266233768,0.46217975784748916,0,0,0
144,4672.0,0,0.5711521428571428,0.069850477034632,0.5049527414274194,0,0,0
145,4672.5,0,0.5590971428571428,0.06813113870129867,0.47871540223995374,0,0,0
146,4673.0,0,0.4988214285714285,0.07368907034632038,0.44211394904020557,0,0,0
147,4673.5,0,0.46240000000000003,0.07955597575757577,0.4519934151556542,0,0,0
148,4674.0,0,0.43805642857142857,0.08584275837662335,0.42709049389085585,0,0,0
149,4674.5,0,0.4176557142857143,0.08456340593073583,0.38326950909075214,0,0,0
150,4675.0,0,0.3790864285714286,0.07794473080086578,0.35907216769553546,0,0,0
151,4675.5,0,0.25413285714285716,0.08304042766233767,0.3026715850531912,0,0,0
152,4676.0,0,0.16785000000000003,0.08608010757575751,0.27572189006475734,0,0,0
153,4676.5,0,0.11499285714285712,0.08853699069264064,0.27437565662102986,1,1,1
154,4677.0,0,0.12612071428571428,0.08845435729437222,0.31139961891839085,1,1,1
155,4677.5,0,0.1512007142857143,0.09686306153679657,0.344008661044613,0,0,0
156,4678.0,0,0.1442964285714286,0.10845199231601735,0.3471469083121861,1,1,1
157,4678.5,0,0.1461507142857143,0.11453169335497829,0.3158373823585286,1,1,1
158,4679.0,0,0.1442964285714286,0.11454441655844153,0.32343743273642367,1,1,1
159,4679.5,0,0.1650542857142857,0.12111362831168831,0.3748742954747616,0,0,0
160,4680.0,0,0.19009142857142858,0.13266488277056274,0.37639032156975577,0,0,0
161,4680.5,0,0.2401664285714286,0.13123095019480524,0.3694822085038903,0,0,0
162,4681.0,0,0.3505735714285714,0.10552081404761901,0.3912239806096641,0,0,0
163,4681.5,0,0.49616142857142853,0.07663507095238091,0.42870802140356096,0,0,0
164,4682.0,0,0.5682478571428571,0.07710643811688311,0.5601111945832548,0,0,0
165,4682.5,0,0.6118321428571428,0.08081484188311693,0.5188188090367046,0,0,0
166,4683.0,0,0.5441378571428571,0.09326321599567095,0.42354509137211743,0,0,0
167,4683.5,0,0.5006971428571428,0.09568158718614717,0.5118866424794105,0,0,0
168,4684.0,1,0.40889285714285717,0.0711367713219616,0.7180616436166375,0,0,0
169,4684.5,1,0.4087864285714285,0.061504024168443534,0.5820139435639264,0,0,0
170,4685.0,0,0.4988378571428571,0.055917582662337637,0.6534125402703603,0,0,0
171,4685.5,0,0.599915,0.05489562863636367,0.5907026670703776,0,0,0
172,4686.0,0,0.6139307142857143,0.08119973396103893,0.3672316351503043,0,0,0
173,4686.5,0,0.5416,0.13910196363636362,0.2441779672603735,0,0,0
174,4687.0,1,0.45906928571428574,0.03762751384861403,0.8041157219933094,0,0,0
175,4687.5,1,0.38909499999999997,0.03278929649253728,0.7949397712792522,0,0,0
176,4688.0,1,0.28867714285714285,0.047381410618336936,0.4343739455942954,0,0,0
177,4688.5,1,0.19407428571428573,0.06611201884861406,0.26825794852210616,0,0,0
178,4689.0,1,0.12309642857142856,0.060759722228144984,0.2101721533846503,1,0,0
179,4689.5,1,0.09647214285714285,0.06638134740938162,0.19136323176742162,1,0,0
180,4690.0,1,0.06867000000000001,0.05881361029850748,0.21897242261324024,1,0,0
181,4690.5,0,0.05290571428571429,0.07234236805194805,0.18829133122104091,1,0,0
182,4691.0,0,0.04730642857142858,0.062422387164502116,0.22237737503407548,1,0,0
183,4691.5,0,0.106655,0.05598521106060607,0.23979158380235113,1,0,0
184,4692.0,0,0.329565,0.048780445303030336,0.3508071951762854,0,0,0
185,4692.5,0,0.519555,0.05012153530303035,0.4982729676451757,0,0,0
186,4693.0,0,0.5649935714285714,0.06296267041125536,0.5123915562703043,0,0,0
187,4693.5,0,0.4227592857142857,0.08689348028138524,0.4109153735552032,0,0,0
188,4694.0,0,0.30142571428571424,0.10361126380952382,0.4004905877446259,0,0,0
189,4694.5,0,0.25320571428571426,0.11150663774891766,0.4112563806727944,0,0,0
190,4695.0,0,0.24571571428571426,0.11718213865800864,0.3687087491194644,0,0,0
191,4695.5,0,0.21975071428571427,0.11508959638528134,0.36628591913326763,0,0,0
192,4696.0,0,0.21418714285714283,0.11554299536796536,0.3600022740463822,0,0,0
193,4696.5,0,0.20880285714285712,0.11487836735930733,0.379830068658183,0,0,0
194,4697.0,0,0.22085785714285713,0.11745831175324678,0.35197659503226764,0,0,0
195,4697.5,0,0.22085785714285713,0.11419922084415585,0.36343507742814624,0,0,0
196,4698.0,0,0.21704071428571428,0.11537741062770557,0.3710947903438536,0,0,0
197,4698.5,0,0.23929571428571425,0.1135349489610389,0.4040033695148988,0,0,0
198,4699.0,0,0.2679642857142857,0.10857522619047612,0.43651947488865833,0,0,0
199,4699.5,0,0.29207428571428573,0.10042602406926396,0.46848689438866464,0,0,0
200,4700.0,0,0.3134028571428571,0.09234666432900432,0.5182355497370722,0,0,0
201,4700.5,0,0.3476242857142857,0.08643168012987017,0.5511176603439749,0,0,0
202,4701.0,0,0.36431571428571424,0.08391837502164495,0.580775567506556,0,0,0
203,4701.5,0,0.35504285714285716,0.09001396493506493,0.5418122613929617,0,0,0
204,4702.0,0,0.29586214285714285,0.10019496582251079,0.48730984144175993,0,0,0
205,4702.5,0,0.29400714285714286,0.10499413051948053,0.43195501419344523,0,0,0
206,4703.0,0,0.35138142857142857,0.11294790913419916,0.32503601684936234,0,0,0
207,4703.5,1,0.4060928571428571,0.08548412057569299,0.32034039077530396,0,0,0
208,4704.0,1,0.38387642857142856,0.0719432484968017,0.36684732375772255,0,0,0
209,4704.5,1,0.29786214285714285,0.06542060308102343,0.3614207765337279,0,0,0
210,4705.0,1,0.210215,0.07494767022388059,0.27599946138600084,0,0,0
211,4705.5,1,0.1675192857142857,0.07310962056503204,0.2951068971654182,0,0,0
212,4706.0,1,0.14052071428571428,0.08227874779317697,0.28765039366443057,1,1,1
213,4706.5,1,0.15578357142857144,0.08032593389125794,0.32042585085379754,0,0,0
214,4707.0,0,0.15671142857142856,0.08703966640692633,0.36536771903213383,0,0,0
215,4707.5,0,0.200295,0.08508754196969698,0.39890791789665997,0,0,0
216,4708.0,0,0.2590692857142857,0.07620993270562773,0.46905210487277277,0,0,0
217,4708.5,0,0.3360364285714286,0.07046142322510815,0.5030126239206911,0,0,0
218,4709.0,0,0.34159999999999996,0.06711863030303028,0.44795652808262953,0,0,0
219,4709.5,0,0.3357364285714286,0.061998668679653625,0.4893102671542856,0,0,0
220,4710.0,0,0.37004714285714285,0.0531981947619048,0.7258152045657466,0,0,0
221,4710.5,0,0.5015671428571428,0.039183726883116866,1.0,0,0,0
222,4711.0,0,0.6193364285714286,0.04053020807359299,1.0,0,0,0
223,4711.5,0,0.650865,0.05646177560606058,0.8119607861633932,0,0,0
224,4712.0,0,0.5288514285714285,0.0862173154978354,0.5731165480348,0,0,0
225,4712.5,0,0.37399,0.10493357484848477,0.44343806993386026,0,0,0
226,4713.0,0,0.26456714285714283,0.11783339354978352,0.37956178212245195,0,0,0
227,4713.5,0,0.20684,0.11628474303030303,0.3556281124496324,0,0,0
228,4714.0,0,0.18736642857142854,0.11265584716450211,0.34187617222428646,0,0,0
229,4714.5,0,0.14929714285714288,0.11493418718614712,0.34836591942168177,1,1,1
230,4715.0,0,0.14651571428571428,0.11690099926406926,0.35439796380367644,1,1,1
231,4715.5,0,0.1443778571428571,0.11602038932900437,0.35726174197791727,1,1,1
232,4716.0,0,0.1666821428571429,0.11301801006493506,0.34976240729346836,0,0,0
233,4716.5,0,0.17410071428571428,0.11347302214285715,0.3461740885497023,0,0,0
234,4717.0,0,0.20498499999999997,0.11685208954545459,0.30218017243985856,0,0,0
235,4717.5,0,0.20684,0.11620443999999994,0.27228008108621937,0,0,0
236,4718.0,0,0.19658785714285715,0.1084491962987013,0.27035780332029963,0,0,0
237,4718.5,0,0.15627571428571427,0.09860079562770557,0.2838993374547274,0,0,0
238,4719.0,0,0.11450714285714285,0.09139144870129867,0.2927683081901941,1,1,1
239,4719.5,0,0.09230357142857143,0.08817072889610386,0.2981747657176914,1,1,1
240,4720.0,0,0.08346857142857143,0.08801404692640687,0.29267335680514256,1,1,1
241,4720.5,0,0.07979785714285716,0.08830809417748918,0.29200366401130323,1,1,1
242,4721.0,0,0.080725,0.08936309621212114,0.29643249927701637,1,1,1
243,4721.5,0,0.09741714285714287,0.09020425870129872,0.2990410328047853,1,1,1
244,4722.0,0,0.11128214285714289,0.09268236764069258,0.30177834001064957,1,1,1
245,4722.5,0,0.14281071428571426,0.09292757153679651,0.33936290369061317,1,1,1
246,4723.0,0,0.17619357142857142,0.09509641586580078,0.3898167104007427,0,0,0
247,4723.5,0,0.22538642857142857,0.09530106110389604,0.42061497341789106,0,0,0
248,4724.0,0,0.2513507142857143,0.09843156002164505,0.4158187454528681,0,0,0
249,4724.5,0,0.2625842857142857,0.09733437346320342,0.454094479603797,0,0,0
250,4725.0,0,0.2701057142857143,0.09709029532467536,0.49552301817449207,0,0,0
251,4725.5,0,0.273815,0.10318295287878791,0.46612176353567136,0,0,0
252,4726.0,0,0.27649142857142855,0.1025366767099567,0.4776252143801008,0,0,0
253,4726.5,0,0.2940078571428571,0.09647738599567106,0.4718150741914376,0,0,0
254,4727.0,0,0.34964642857142864,0.0834749029220779,0.5530733401462039,0,0,0
255,4727.5,0,0.3917364285714286,0.0791764868614718,0.5971379726667226,0,0,0
256,4728.0,0,0.4149192857142857,0.07919197967532468,0.5955842902638949,0,0,0
257,4728.5,0,0.3888628571428571,0.08894425160173156,0.5053519960037399,0,0,0
258,4729.0,0,0.3529107142857143,0.09715848971861468,0.433287537021066,0,0,0
259,4729.5,0,0.3084,0.10566924848484849,0.42546822214268776,0,0,0
260,4730.0,0,0.2593442857142857,0.10934965467532472,0.3484998839436293,0,0,0
261,4730.5,0,0.24293428571428574,0.10137773861471855,0.31847263003245,0,0,0
262,4731.0,0,0.20951714285714285,0.10003535870129875,0.32903620688400537,0,0,0
263,4731.5,0,0.21063285714285712,0.10087283675324671,0.34790667334314324,0,0,0
264,4732.0,0,0.19326214285714285,0.10847836582251077,0.33476095930324845,0,0,0
265,4732.5,0,0.2164792857142857,0.11102800028138517,0.3308199900361085,0,0,0
266,4733.0,0,0.2172171428571429,0.10943090718614712,0.33813936388858695,0,0,0
267,4733.5,0,0.25969714285714285,0.10311573870129867,0.32139703110486684,0,0,0
268,4734.0,0,0.28288,0.09801759515151505,0.3295770361255139,0,0,0
269,4734.5,0,0.29486357142857145,0.09659623435064939,0.33743454974901965,0,0,0
270,4735.0,0,0.23829714285714287,0.10202864173160163,0.30496136376661714,0,0,0
271,4735.5,0,0.17987642857142855,0.10167983292207795,0.2830648042603421,0,0,0
272,4736.0,0,0.14934642857142855,0.09478033019480517,0.3045209158992383,1,1,1
273,4736.5,0,0.13729142857142854,0.08888674943722943,0.3330484639963571,1,1,1
274,4737.0,0,0.1224142857142857,0.08648563073593066,0.34436282691148407,1,1,1
275,4737.5,0,0.10015857142857144,0.08783574601731606,0.32688270354806526,1,1,1
276,4738.0,0,0.09181285714285714,0.08540148948051945,0.3275898821089018,1,1,1
277,4738.5,0,0.10746714285714286,0.08149971779220773,0.3494734839853615,1,1,1
278,4739.0,0,0.14363285714285717,0.0788909882683982,0.409577619984772,1,0,0
279,4739.5,0,0.17794285714285712,0.08430422857142852,0.4277242144980334,0,0,0
280,4740.0,0,0.19756714285714283,0.09246215112554117,0.3731474060902224,0,0,0
281,4740.5,0,0.19478499999999999,0.09936085924242428,0.34261486374823147,0,0,0
282,4741.0,0,0.18730999999999998,0.09890593727272728,0.3936479787137195,0,0,0
283,4741.5,0,0.18360071428571426,0.09829206759740258,0.40804870848618646,0,0,0
284,4742.0,0,0.19287357142857142,0.09434193222943724,0.42047915490977084,0,0,0
285,4742.5,0,0.2698971428571429,0.08314939324675324,0.4628662963449694,0,0,0
286,4743.0,0,0.3728292857142857,0.07028130482683978,0.5942666774840043,0,0,0
287,4743.5,0,0.4460871428571429,0.06402801658008656,0.5661426628600206,0,0,0
288,4744.0,0,0.3844635714285714,0.07234801616883121,0.47178578828550477,0,0,0
289,4744.5,0,0.31107785714285713,0.08126675599567094,0.3977951974195802,0,0,0
290,4745.0,0,0.23826,0.08777662969696973,0.3748490160753962,0,0,0
291,4745.5,0,0.221085,0.0901441592424242,0.38334774511351555,0,0,0
292,4746.0,0,0.1896842857142857,0.0902319886147186,0.3687145370806913,0,0,0
293,4746.5,0,0.16471857142857144,0.092979009047619,0.36903969435038614,0,0,0
294,4747.0,0,0.15820357142857142,0.0962224773809523,0.36215881040972886,0,0,0
295,4747.5,0,0.12570928571428572,0.10326435452380953,0.33367802366476684,1,1,1
296,4748.0,0,0.11870642857142855,0.10788675686147188,0.3113244865157046,1,1,1
297,4748.5,0,0.09332428571428572,0.1124625013419913,0.3009969305861293,1,1,1
298,4749.0,0,0.096145,0.11503534651515156,0.29631194786756876,1,1,1
299,4749.5,0,0.0942907142857143,0.11757837274891778,0.2864256143799126,1,1,1
300,4750.0,0,0.0844342857142857,0.12388454164502158,0.26984564971618136,1,1,1
301,4750.5,0,0.08283071428571429,0.13209114911255412,0.25034881109706547,1,1,1
302,4751.0,0,0.06344928571428571,0.13866281573593073,0.2314877888464103,1,1,1
303,4751.5,0,0.07072214285714286,0.13705795309523805,0.2304520403148398,1,1,1
304,4752.0,0,0.08159928571428571,0.13264355664502156,0.2379558470373646,1,1,1
305,4752.5,0,0.08981357142857142,0.13183001768398261,0.23873824436609145,1,1,1
306,4753.0,0,0.11870499999999998,0.13214297318181809,0.2362058998965823,1,1,1
307,4753.5,0,0.13076,0.1356729175757576,0.2298350167067522,1,1,1
308,4754.0,0,0.16511071428571428,0.13040899274891768,0.2382753076532551,0,0,0
309,4754.5,0,0.17438428571428574,0.12832544619047612,0.2394520317735864,0,0,0
310,4755.0,0,0.15583785714285717,0.13012124932900426,0.2423300739936962,0,0,0
311,4755.5,0,0.12426714285714284,0.12827154809523805,0.248002127672688,1,1,1
312,4756.0,0,0.08441285714285714,0.13134596826839828,0.23995596383099457,1,1,1
313,4756.5,0,0.07341571428571428,0.12934314168831165,0.23954106512168805,1,1,1
314,4757.0,0,0.04589357142857143,0.13402941889610392,0.2436473698490466,1,1,1
315,4757.5,0,0.029182142857142854,0.1316842979437229,0.2636758626385539,1,1,1
316,4758.0,0,0.017923571428571428,0.13145542162337664,0.2681555377074401,1,1,1
317,4758.5,0,0.02415928571428572,0.12932724391774894,0.2782249715577097,1,1,1
318,4759.0,0,0.03896285714285713,0.13082123038961035,0.28146866284064775,1,1,1
319,4759.5,0,0.037107857142857144,0.12916281932900425,0.2831130632980094,1,1,1
320,4760.0,0,0.035177142857142865,0.12521872173160167,0.30937232512413465,1,1,1
321,4760.5,0,0.029646428571428577,0.12445793322510819,0.32746324241802843,1,1,1
322,4761.0,0,0.036137857142857145,0.12315491296536792,0.3323967129336601,1,1,1
323,4761.5,0,0.05476071428571428,0.12070229426406927,0.33590901416828517,1,1,1
324,4762.0,0,0.08628928571428572,0.1153596193722943,0.3628401354410509,1,1,1
325,4762.5,0,0.12338142857142859,0.10878627277056276,0.3900739773860418,1,1,1
326,4763.0,0,0.20860642857142858,0.09297705080086584,0.40234194705368226,0,0,0
327,4763.5,0,0.3106107142857143,0.07847222002164503,0.5475873585356371,0,0,0
328,4764.0,0,0.45156285714285715,0.058376618268398205,0.8134970046074206,0,0,0
329,4764.5,0,0.5564371428571429,0.05328319991341984,0.656987263742301,0,0,0
330,4765.0,0,0.5534185714285714,0.054031921168831175,0.7939779814859258,0,0,0
331,4765.5,0,0.4820157142857143,0.05209816593073591,0.7629709483951908,0,0,0
332,4766.0,1,0.39763,0.03625477925373134,0.7580219839060838,0,0,0
333,4766.5,1,0.3468642857142858,0.03566043571428567,0.7379326597535582,0,0,0
334,4767.0,1,0.2642878571428572,0.03731460662046912,0.7433131194584254,0,0,0
335,4767.5,1,0.19010214285714286,0.038978395319829405,0.6976794218688029,0,0,0
336,4768.0,1,0.15857357142857142,0.052415395533049074,0.4860195187249746,0,0,0
337,4768.5,1,0.1966392857142857,0.043917039072494654,0.6053294285838614,0,0,0
338,4769.0,1,0.20158571428571428,0.052886297867803814,0.5900038747803781,0,0,0
339,4769.5,0,0.1848942857142857,0.07400864406926397,0.3939258636152724,0,0,0
340,4770.0,0,0.16449357142857143,0.0719186855627706,0.43969938655924634,0,0,0
341,4770.5,0,0.17987928571428574,0.0693431578571428,0.33868683367005353,0,0,0
342,4771.0,0,0.25325214285714287,0.061160667943722866,0.374445210936026,0,0,0
343,4771.5,0,0.29621071428571427,0.056808486688311705,0.47742086841799164,0,0,0
344,4772.0,0,0.2712421428571429,0.05973006097402591,0.5494245357376755,0,0,0
345,4772.5,0,0.19416,0.06426534787878785,0.5498614225561915,0,0,0
346,4773.0,0,0.108545,0.0713564737878788,0.46709152290556977,1,0,0
347,4773.5,0,0.07680428571428573,0.07289651467532471,0.46408251133402956,1,0,0
348,4774.0,0,0.055376428571428576,0.07972609049783552,0.4377099490218085,1,0,0
349,4774.5,0,0.05834499999999999,0.08567978893939397,0.4279240219966621,1,1,1
350,4775.0,0,0.0835942857142857,0.09075791982683976,0.42458282284647214,1,1,1
351,4775.5,0,0.08740357142857143,0.09682604101731594,0.4195739758330446,1,1,1
352,4776.0,0,0.09370785714285713,0.10190554054112552,0.3894020569451694,1,1,1
353,4776.5,0,0.08350714285714285,0.10879166082251077,0.36508762639532333,1,1,1
354,4777.0,0,0.08907142857142857,0.10787454761904756,0.364244935027087,1,1,1
355,4777.5,0,0.10200928571428573,0.10542947270562776,0.34830558572417897,1,1,1
356,4778.0,0,0.10479142857142858,0.10127167367965366,0.35587148897211,1,1,1
357,4778.5,0,0.09459071428571428,0.10309264244588745,0.346924539333921,1,1,1
358,4779.0,0,0.0844342857142857,0.10034211740259738,0.3672305104333031,1,1,1
359,4779.5,0,0.06867000000000001,0.10066951545454543,0.38515178442991727,1,1,1
360,4780.0,0,0.07605071428571428,0.10113016911255403,0.4045552089083296,1,1,1
361,4780.5,0,0.07697785714285715,0.10406092872294367,0.42188166035127195,1,1,1
362,4781.0,0,0.0881057142857143,0.10370253774891769,0.43056410562401254,1,1,1
363,4781.5,0,0.08165285714285714,0.10500892948051951,0.44330613686317244,1,1,1
364,4782.0,0,0.05939714285714286,0.10845601445887444,0.4242175433910458,1,1,1
365,4782.5,0,0.038996428571428564,0.1132402983766233,0.4298755758768421,1,1,1
366,4783.0,0,0.05193714285714286,0.11355097264069264,0.45504793111008934,1,1,1
367,4783.5,0,0.06955571428571429,0.11814266956709955,0.4416982548124729,1,1,1
368,4784.0,0,0.05868357142857142,0.12088379374458877,0.4412477168462299,1,1,1
369,4784.5,0,0.026269285714285724,0.12655785997835492,0.43558998218253303,1,1,1
370,4785.0,0,0.022497142857142854,0.12639326597402598,0.43847023472032876,1,1,1
371,4785.5,0,0.039714999999999986,0.12607864075757574,0.45307303231366075,1,1,1
372,4786.0,0,0.04806071428571429,0.1260068366883117,0.47045270640250303,1,1,1
373,4786.5,0,0.047196428571428584,0.12379952867965362,0.4955822735347711,1,1,1
374,4787.0,0,0.03341357142857144,0.12646246616883122,0.49758569800789243,1,1,1
375,4787.5,0,0.025067857142857138,0.13039033084415577,0.48539998137404705,1,1,1
376,4788.0,0,0.007970714285714284,0.13353270729437233,0.4704776830289663,1,1,1
377,4788.5,0,0.003352142857142861,0.12723310127705623,0.4801819566494781,1,1,1
378,4789.0,0,0.011697857142857135,0.1192870547835498,0.49787348799076897,1,1,1
379,4789.5,0,0.025054999999999997,0.1169356716666666,0.5406544364948783,1,1,1
380,4790.0,0,0.03618285714285714,0.11467273523809528,0.571336876129047,1,1,1
381,4790.5,0,0.03618285714285714,0.11705455341991333,0.5663872384163086,1,1,1
382,4791.0,0,0.05012357142857142,0.11824410647186148,0.5963644642386104,1,1,1
383,4791.5,0,0.06310642857142858,0.12457442958874453,0.6140474663411679,1,1,1
384,4792.0,0,0.08258,0.12387756787878793,0.578235075940058,1,1,1
385,4792.5,0,0.06678500000000001,0.12701285924242428,0.5440190725190203,1,1,1
386,4793.0,0,0.04991142857142857,0.1254945027705627,0.5467682773743989,1,1,1
387,4793.5,0,0.025776428571428565,0.1274252177705628,0.5199371656420427,1,1,1
388,4794.0,0,0.032297857142857135,0.12194923054112558,0.5374267636778916,1,1,1
389,4794.5,0,0.05751714285714285,0.11575487385281383,0.605425159729981,1,1,1
390,4795.0,0,0.08536214285714287,0.11053340521645022,0.7802158725542016,1,1,1
391,4795.5,0,0.08907142857142857,0.11325182034632031,0.6529231920525678,1,1,1
392,4796.0,0,0.06215071428571429,0.12011345093073592,0.5514635319475152,1,1,1
393,4796.5,0,0.04453214285714286,0.12202326915584416,0.5322858094769713,1,1,1
394,4797.0,0,0.03618571428571428,0.11901939350649349,0.5443916987865389,1,1,1
395,4797.5,0,0.04044214285714285,0.11250241248917749,0.6032809294168014,1,1,1
396,4798.0,0,0.05435214285714286,0.10771046491341982,0.6218164115204715,1,1,1
397,4798.5,0,0.042297142857142866,0.10520021748917747,0.5904238351905049,1,1,1
398,4799.0,0,0.035287142857142864,0.10524006506493498,0.5731627871218841,1,1,1
399,4799.5,0,0.022304285714285704,0.1036779237662337,0.5755825594748843,1,1,1
400,4800.0,0,0.06491214285714286,0.09980184915584409,0.6234802321529689,1,1,1
401,4800.5,0,0.10756857142857146,0.09909017722943725,0.677303282172072,1,1,1
402,4801.0,0,0.13909714285714284,0.10161871445887444,0.6501726642778796,1,1,1
